"Step","a3c_Qbert_runseed=0 - training/episode/reward","a3c_Qbert_runseed=0 - training/episode/reward__MIN","a3c_Qbert_runseed=0 - training/episode/reward__MAX"
"49889920","775","775","775"
"49890336","450","450","450"
"49893440","4125","4125","4125"
"49895808","1325","1325","1325"
"49895936","750","750","750"
"49896384","750","750","750"
"49897248","825","825","825"
"49898432","4025","4025","4025"
"49898784","700","700","700"
"49899584","4125","4125","4125"
"49899648","725","725","725"
"49900672","4175","4175","4175"
"49901184","4100","4100","4100"
"49902720","800","800","800"
"49903072","4025","4025","4025"
"49903520","725","725","725"
"49904896","4050","4050","4050"
"49906048","4725","4725","4725"
"49910784","775","775","775"
"49911648","4225","4225","4225"
"49911840","675","675","675"
"49914432","700","700","700"
"49914912","775","775","775"
"49915040","675","675","675"
"49915712","800","800","800"
"49917536","4100","4100","4100"
"49917632","750","750","750"
"49918624","3975","3975","3975"
"49922272","725","725","725"
"49923616","4100","4100","4100"
"49924288","800","800","800"
"49924736","4100","4100","4100"
"49927392","625","625","625"
"49928224","800","800","800"
"49928736","700","700","700"
"49930240","725","725","725"
"49931424","625","625","625"
"49934336","675","675","675"
"49935008","775","775","775"
"49935776","825","825","825"
"49938560","775","775","775"
"49940416","800","800","800"
"49940832","875","875","875"
"49941344","775","775","775"
"49943264","4600","4600","4600"
"49944128","725","725","725"
"49946720","675","675","675"
"49946848","775","775","775"
"49946880","700","700","700"
"49947904","4125","4125","4125"
"49949120","800","800","800"
"49952832","800","800","800"
"49953248","625","625","625"
"49954720","4075","4075","4075"
"49956448","4125","4125","4125"
"49956480","675","675","675"
"49958592","775","775","775"
"49959584","750","750","750"
"49960576","800","800","800"
"49960736","775","775","775"
"49961248","4200","4200","4200"
"49961600","775","775","775"
"49961792","775","775","775"
"49965216","275","275","275"
"49969568","750","750","750"
"49970912","1275","1275","1275"
"49972000","4150","4150","4150"
"49972160","700","700","700"
"49974400","4400","4400","4400"
"49974752","4000","4000","4000"
"49975072","725","725","725"
"49975296","675","675","675"
"49976224","4125","4125","4125"
"49976544","4100","4100","4100"
"49978368","750","750","750"
"49979584","3925","3925","3925"
"49980896","700","700","700"
"49981024","775","775","775"
"49981888","4150","4150","4150"
"49984672","750","750","750"
"49986368","600","600","600"
"49988032","700","700","700"
"49988288","700","700","700"
"49988416","350","350","350"
"49988864","725","725","725"
"49989824","4250","4250","4250"
"49991168","825","825","825"
"49993728","650","650","650"
"49994368","750","750","750"
"49994432","725","725","725"
"49994560","4500","4500","4500"
"49995264","775","775","775"
"49995296","775","775","775"
"49999104","700","700","700"
"49999712","625","625","625"
"50001952","750","750","750"
"50002848","4750","4750","4750"
"50003456","4100","4100","4100"
"50003616","700","700","700"
"50005856","3950","3950","3950"
"50007488","1225","1225","1225"
"50010240","775","775","775"
"50010752","775","775","775"
"50012320","4125","4125","4125"
"50013120","4275","4275","4275"
"50013376","675","675","675"
"50014432","725","725","725"
"50015040","4125","4125","4125"
"50016192","3875","3875","3875"
"50016480","3925","3925","3925"
"50017088","4300","4300","4300"
"50017664","775","775","775"
"50018464","775","775","775"
"50019136","4000","4000","4000"
"50019456","825","825","825"
"50019648","800","800","800"
"50022816","4050","4050","4050"
"50023616","4150","4150","4150"
"50025600","800","800","800"
"50026304","700","700","700"
"50026848","775","775","775"
"50027104","725","725","725"
"50027456","750","750","750"
"50029056","4525","4525","4525"
"50030336","625","625","625"
"50030720","725","725","725"
"50032928","775","775","775"
"50035680","575","575","575"
"50036384","4150","4150","4150"
"50037280","625","625","625"
"50038144","4175","4175","4175"
"50038432","4125","4125","4125"
"50040032","800","800","800"
"50041312","725","725","725"
"50041344","4100","4100","4100"
"50042432","750","750","750"
"50042656","650","650","650"
"50043456","675","675","675"
"50043520","4625","4625","4625"
"50043712","775","775","775"
"50044416","4200","4200","4200"
"50044800","600","600","600"
"50048480","650","650","650"
"50049408","3950","3950","3950"
"50049920","4000","4000","4000"
"50052928","750","750","750"
"50057184","750","750","750"
"50057536","4050","4050","4050"
"50058048","725","725","725"
"50058528","725","725","725"
"50059296","750","750","750"
"50059968","750","750","750"
"50060768","3925","3925","3925"
"50061344","600","600","600"
"50062368","4725","4725","4725"
"50063872","800","800","800"
"50064320","725","725","725"
"50064992","775","775","775"
"50067712","800","800","800"
"50068320","625","625","625"
"50070496","4200","4200","4200"
"50070688","575","575","575"
"50070816","4050","4050","4050"
"50070848","4050","4050","4050"
"50071904","750","750","750"
"50072800","4050","4050","4050"
"50074144","725","725","725"
"50076032","675","675","675"
"50076128","750","750","750"
"50076800","775","775","775"
"50076992","800","800","800"
"50077920","750","750","750"
"50077984","800","800","800"
"50078400","4075","4075","4075"
"50078656","775","775","775"
"50078784","4050","4050","4050"
"50079520","4050","4050","4050"
"50080448","4150","4150","4150"
"50080640","775","775","775"
"50080960","750","750","750"
"50082432","3950","3950","3950"
"50087072","650","650","650"
"50089664","3975","3975","3975"
"50090176","700","700","700"
"50091008","700","700","700"
"50091936","4625","4625","4625"
"50092864","4125","4125","4125"
"50093472","800","800","800"
"50094112","3950","3950","3950"
"50096512","4050","4050","4050"
"50097024","4700","4700","4700"
"50099296","800","800","800"
"50099712","4150","4150","4150"
"50100896","4225","4225","4225"
"50104352","4150","4150","4150"
"50105088","725","725","725"
"50105312","675","675","675"
"50105440","4600","4600","4600"
"50105920","4600","4600","4600"
"50109024","700","700","700"
"50111296","4075","4075","4075"
"50111360","725","725","725"
"50112096","1300","1300","1300"
"50113216","3925","3925","3925"
"50114336","800","800","800"
"50114656","4225","4225","4225"
"50115168","775","775","775"
"50115680","750","750","750"
"50115904","4125","4125","4125"
"50116288","4675","4675","4675"
"50116896","825","825","825"
"50117472","250","250","250"
"50117920","800","800","800"
"50118368","4225","4225","4225"
"50119648","775","775","775"
"50120512","775","775","775"
"50127776","725","725","725"
"50128352","775","775","775"
"50128544","4600","4600","4600"
"50128672","4050","4050","4050"
"50130496","750","750","750"
"50130848","775","775","775"
"50131008","700","700","700"
"50132096","4050","4050","4050"
"50133824","4050","4050","4050"
"50133984","750","750","750"
"50137792","4050","4050","4050"
"50138080","4175","4175","4175"
"50138336","800","800","800"
"50139712","4125","4125","4125"
"50142688","750","750","750"
"50144768","825","825","825"
"50144992","675","675","675"
"50147008","750","750","750"
"50147584","750","750","750"
"50148032","825","825","825"
"50152288","725","725","725"
"50152800","700","700","700"
"50153216","450","450","450"
"50153696","4075","4075","4075"
"50153952","4050","4050","4050"
"50154656","800","800","800"
"50157984","800","800","800"
"50161760","650","650","650"
"50162368","625","625","625"
"50164576","4300","4300","4300"
"50164832","700","700","700"
"50165472","700","700","700"
"50165696","4100","4100","4100"
"50165760","750","750","750"
"50165952","725","725","725"
"50166208","4025","4025","4025"
"50166624","4150","4150","4150"
"50166848","4125","4125","4125"
"50167680","800","800","800"
"50168000","4025","4025","4025"
"50169280","800","800","800"
"50169344","700","700","700"
"50169984","750","750","750"
"50170848","750","750","750"
"50171360","1300","1300","1300"
"50173120","725","725","725"
"50175968","775","775","775"
"50178176","3975","3975","3975"
"50178528","700","700","700"
"50178752","750","750","750"
"50179840","800","800","800"
"50180064","750","750","750"
"50180224","800","800","800"
"50180416","675","675","675"
"50180832","3925","3925","3925"
"50181056","625","625","625"
"50182528","750","750","750"
"50187136","4175","4175","4175"
"50189824","4450","4450","4450"
"50190848","4050","4050","4050"
"50191904","1275","1275","1275"
"50192032","700","700","700"
"50193088","700","700","700"
"50193120","800","800","800"
"50195808","750","750","750"
"50196096","3925","3925","3925"
"50196960","725","725","725"
"50197216","625","625","625"
"50198240","4100","4100","4100"
"50198848","4050","4050","4050"
"50198880","700","700","700"
"50200032","4600","4600","4600"
"50201248","700","700","700"
"50202752","4050","4050","4050"
"50204352","4575","4575","4575"
"50205984","4050","4050","4050"
"50209504","575","575","575"
"50209920","700","700","700"
"50211744","750","750","750"
"50212128","225","225","225"
"50212320","700","700","700"
"50212992","3950","3950","3950"
"50213696","775","775","775"
"50215872","725","725","725"
"50215936","650","650","650"
"50216416","4075","4075","4075"
"50216512","775","775","775"
"50219936","800","800","800"
"50220576","800","800","800"
"50221792","725","725","725"
"50222592","750","750","750"
"50222848","750","750","750"
"50223616","4075","4075","4075"
"50225568","750","750","750"
"50226208","700","700","700"
"50226976","700","700","700"
"50229728","4225","4225","4225"
"50230176","650","650","650"
"50230976","4100","4100","4100"
"50231232","4050","4050","4050"
"50231680","700","700","700"
"50232672","775","775","775"
"50232896","3975","3975","3975"
"50234688","775","775","775"
"50235424","800","800","800"
"50236864","4075","4075","4075"
"50239136","750","750","750"
"50239520","800","800","800"
"50240896","4125","4125","4125"
"50240960","750","750","750"
"50241728","4275","4275","4275"
"50241856","4125","4125","4125"
"50244672","800","800","800"
"50244960","650","650","650"
"50245088","675","675","675"
"50248192","675","675","675"
"50248512","4125","4125","4125"
"50249216","450","450","450"
"50250560","4025","4025","4025"
"50251936","4100","4100","4100"
"50255008","625","625","625"
"50255552","4075","4075","4075"
"50257696","800","800","800"
"50258016","800","800","800"
"50259328","4075","4075","4075"
"50260864","750","750","750"
"50261280","750","750","750"
"50261408","625","625","625"
"50264352","750","750","750"
"50264608","725","725","725"
"50265536","4150","4150","4150"
"50265888","4125","4125","4125"
"50267680","700","700","700"
"50269184","700","700","700"
"50270816","650","650","650"
"50274304","3950","3950","3950"
"50274464","675","675","675"
"50276896","625","625","625"
"50276928","4100","4100","4100"
"50279680","4075","4075","4075"
"50280352","3975","3975","3975"
"50280896","4000","4000","4000"
"50282208","4125","4125","4125"
"50282240","775","775","775"
"50286304","4075","4075","4075"
"50286496","4125","4125","4125"
"50286976","775","775","775"
"50287200","700","700","700"
"50291712","4175","4175","4175"
"50292128","1250","1250","1250"
"50292608","4175","4175","4175"
"50292960","1275","1275","1275"
"50294464","675","675","675"
"50294656","625","625","625"
"50295168","725","725","725"
"50297568","725","725","725"
"50298400","4250","4250","4250"
"50301120","700","700","700"
"50301600","4075","4075","4075"
"50301664","3975","3975","3975"
"50301888","775","775","775"
"50303296","750","750","750"
"50305664","675","675","675"
"50305696","700","700","700"
"50306496","800","800","800"
"50306752","750","750","750"
"50306912","800","800","800"
"50307168","775","775","775"
"50307360","625","625","625"
"50307776","775","775","775"
"50308096","700","700","700"
"50308736","700","700","700"
"50312320","3950","3950","3950"
"50313024","700","700","700"
"50313120","800","800","800"
"50315520","3975","3975","3975"
"50315904","750","750","750"
"50315968","750","750","750"
"50316032","700","700","700"
"50316608","675","675","675"
"50317504","4050","4050","4050"
"50317568","3900","3900","3900"
"50318784","600","600","600"
"50319744","750","750","750"
"50319872","625","625","625"
"50320448","700","700","700"
"50320512","775","775","775"
"50324128","4150","4150","4150"
"50327616","675","675","675"
"50328864","750","750","750"
"50328928","825","825","825"
"50331584","3925","3925","3925"
"50332096","800","800","800"
"50332192","4075","4075","4075"
"50332352","4050","4050","4050"
"50333856","750","750","750"
"50333888","700","700","700"
"50333920","675","675","675"
"50333952","775","775","775"
"50334112","4050","4050","4050"
"50334912","750","750","750"
"50336608","650","650","650"
"50337600","800","800","800"
"50339520","800","800","800"
"50339776","4100","4100","4100"
"50340640","4175","4175","4175"
"50343040","725","725","725"
"50344352","700","700","700"
"50344704","675","675","675"
"50345472","725","725","725"
"50346144","675","675","675"
"50346656","600","600","600"
"50347744","750","750","750"
"50347968","1300","1300","1300"
"50348832","750","750","750"
"50349536","700","700","700"
"50350144","800","800","800"
"50350848","800","800","800"
"50351328","625","625","625"
"50355200","725","725","725"
"50355712","725","725","725"
"50356832","4050","4050","4050"
"50357056","800","800","800"
"50357312","775","775","775"
"50357568","650","650","650"
"50358976","4075","4075","4075"
"50360096","725","725","725"
"50360128","750","750","750"
"50362048","725","725","725"
"50362208","800","800","800"
"50362496","725","725","725"
"50366336","750","750","750"
"50366912","4100","4100","4100"
"50367616","775","775","775"
"50369248","4050","4050","4050"
"50369728","750","750","750"
"50372064","775","775","775"
"50372640","725","725","725"
"50373088","700","700","700"
"50374688","625","625","625"
"50374944","675","675","675"
"50375296","775","775","775"
"50375552","4100","4100","4100"
"50375744","825","825","825"
"50376992","800","800","800"
"50377888","775","775","775"
"50379232","3925","3925","3925"
"50379488","250","250","250"
"50379648","600","600","600"
"50380192","1400","1400","1400"
"50380800","725","725","725"
"50382336","750","750","750"
"50384320","4500","4500","4500"
"50385024","650","650","650"
"50385088","4050","4050","4050"
"50385216","800","800","800"
"50388352","675","675","675"
"50388512","700","700","700"
"50391168","775","775","775"
"50391552","4200","4200","4200"
"50392160","850","850","850"
"50392672","800","800","800"
"50393312","3925","3925","3925"
"50394688","825","825","825"
"50396928","1300","1300","1300"
"50398048","725","725","725"
"50399360","4050","4050","4050"
"50401024","4100","4100","4100"
"50401120","4600","4600","4600"
"50401408","800","800","800"
"50401760","3925","3925","3925"
"50401984","700","700","700"
"50402336","1275","1275","1275"
"50405600","4675","4675","4675"
"50405632","625","625","625"
"50405728","675","675","675"
"50407584","800","800","800"
"50409216","4050","4050","4050"
"50410368","775","775","775"
"50412000","4175","4175","4175"
"50412384","700","700","700"
"50412480","4075","4075","4075"
"50412960","800","800","800"
"50414560","800","800","800"
"50416288","775","775","775"
"50419552","575","575","575"
"50420384","600","600","600"
"50421120","675","675","675"
"50423456","4100","4100","4100"
"50428640","4600","4600","4600"
"50429056","800","800","800"
"50430400","4075","4075","4075"
"50430816","775","775","775"
"50430848","4500","4500","4500"
"50431264","3975","3975","3975"
"50432416","4250","4250","4250"
"50433408","4200","4200","4200"
"50434592","725","725","725"
"50434848","4100","4100","4100"
"50435680","725","725","725"
"50435744","675","675","675"
"50435968","775","775","775"
"50436320","725","725","725"
"50437728","3950","3950","3950"
"50438496","4050","4050","4050"
"50440224","800","800","800"
"50440992","700","700","700"
"50444384","700","700","700"
"50444864","875","875","875"
"50445344","800","800","800"
"50445728","550","550","550"
"50447648","4100","4100","4100"
"50448160","700","700","700"
"50448256","650","650","650"
"50448864","3950","3950","3950"
"50452992","4100","4100","4100"
"50453344","825","825","825"
"50454304","4175","4175","4175"
"50455520","775","775","775"
"50456896","775","775","775"
"50456928","700","700","700"
"50456992","4025","4025","4025"
"50457888","650","650","650"
"50458528","4150","4150","4150"
"50459232","725","725","725"
"50460000","700","700","700"
"50460256","700","700","700"
"50460544","625","625","625"
"50461088","650","650","650"
"50462880","700","700","700"
"50463008","4075","4075","4075"
"50463488","4200","4200","4200"
"50465408","725","725","725"
"50465504","4100","4100","4100"
"50465696","725","725","725"
"50467072","3975","3975","3975"
"50467456","3925","3925","3925"
"50467776","4050","4050","4050"
"50468704","700","700","700"
"50469088","775","775","775"
"50469856","700","700","700"
"50472448","750","750","750"
"50472640","225","225","225"
"50473056","725","725","725"
"50475040","750","750","750"
"50475360","700","700","700"
"50475712","775","775","775"
"50478720","3950","3950","3950"
"50479584","800","800","800"
"50479904","425","425","425"
"50480448","3950","3950","3950"
"50481792","700","700","700"
"50482240","800","800","800"
"50483648","750","750","750"
"50484352","325","325","325"
"50486496","4075","4075","4075"
"50486688","4050","4050","4050"
"50486816","800","800","800"
"50487936","4200","4200","4200"
"50489408","4075","4075","4075"
"50489440","800","800","800"
"50489760","825","825","825"
"50491328","625","625","625"
"50491520","775","775","775"
"50491808","800","800","800"
"50494496","650","650","650"
"50496128","4150","4150","4150"
"50496480","775","775","775"
"50499264","750","750","750"
"50500416","4150","4150","4150"
"50500864","650","650","650"
"50502656","750","750","750"
"50505376","775","775","775"
"50506816","775","775","775"
"50506976","750","750","750"
"50508128","4175","4175","4175"
"50509472","825","825","825"
"50511232","750","750","750"
"50512032","4050","4050","4050"
"50513248","725","725","725"
"50513632","775","775","775"
"50513728","775","775","775"
"50516576","4125","4125","4125"
"50517152","800","800","800"
"50517312","800","800","800"
"50517856","275","275","275"
"50518560","775","775","775"
"50518656","225","225","225"
"50522176","800","800","800"
"50522368","725","725","725"
"50524224","800","800","800"
"50524672","4450","4450","4450"
"50525088","4125","4125","4125"
"50525344","700","700","700"
"50526624","675","675","675"
"50526688","1250","1250","1250"
"50530240","775","775","775"
"50530784","675","675","675"
"50535104","775","775","775"
"50535360","4125","4125","4125"
"50537088","625","625","625"
"50538240","750","750","750"
"50538528","600","600","600"
"50538848","650","650","650"
"50539808","750","750","750"
"50543264","4625","4625","4625"
"50544320","4200","4200","4200"
"50544576","700","700","700"
"50545440","725","725","725"
"50545728","3950","3950","3950"
"50545984","825","825","825"
"50547424","625","625","625"
"50547584","775","775","775"
"50548096","4075","4075","4075"
"50549504","775","775","775"
"50549632","325","325","325"
"50552416","4075","4075","4075"
"50553184","750","750","750"
"50553792","825","825","825"
"50555424","4075","4075","4075"
"50555840","725","725","725"
"50557728","825","825","825"
"50559200","825","825","825"
"50559456","750","750","750"
"50560384","750","750","750"
"50563232","4100","4100","4100"
"50564384","700","700","700"
"50565408","800","800","800"
"50565952","750","750","750"
"50566752","4050","4050","4050"
"50567424","4075","4075","4075"
"50567840","725","725","725"
"50568704","4100","4100","4100"
"50569184","750","750","750"
"50569696","650","650","650"
"50570496","675","675","675"
"50571584","4075","4075","4075"
"50572736","700","700","700"
"50573600","4475","4475","4475"
"50573632","4100","4100","4100"
"50574464","675","675","675"
"50574976","1200","1200","1200"
"50576480","4050","4050","4050"
"50577280","750","750","750"
"50580512","800","800","800"
"50580544","800","800","800"
"50580992","4150","4150","4150"
"50581152","3950","3950","3950"
"50582080","775","775","775"
"50582240","4125","4125","4125"
"50584160","775","775","775"
"50585088","750","750","750"
"50585120","700","700","700"
"50585536","675","675","675"
"50586176","4050","4050","4050"
"50586336","4350","4350","4350"
"50589568","800","800","800"
"50589664","4050","4050","4050"
"50590080","800","800","800"
"50590144","700","700","700"
"50591552","4725","4725","4725"
"50592576","775","775","775"
"50593344","700","700","700"
"50593952","775","775","775"
"50595424","4100","4100","4100"
"50595488","4700","4700","4700"
"50597312","250","250","250"
"50597504","4100","4100","4100"
"50597888","4425","4425","4425"
"50600064","775","775","775"
"50600608","700","700","700"
"50602144","725","725","725"
"50602560","750","750","750"
"50603776","4225","4225","4225"
"50606368","700","700","700"
"50606816","4150","4150","4150"
"50608032","725","725","725"
"50609472","800","800","800"
"50609536","750","750","750"
"50610272","725","725","725"
"50610432","800","800","800"
"50611040","775","775","775"
"50611968","750","750","750"
"50614272","700","700","700"
"50614912","1250","1250","1250"
"50615520","4050","4050","4050"
"50615904","775","775","775"
"50617120","675","675","675"
"50617408","725","725","725"
"50618016","4200","4200","4200"
"50619232","4175","4175","4175"
"50619584","325","325","325"
"50619680","4150","4150","4150"
"50619744","725","725","725"
"50620160","4125","4125","4125"
"50624128","725","725","725"
"50624544","700","700","700"
"50626048","700","700","700"
"50627808","775","775","775"
"50630624","4100","4100","4100"
"50630656","775","775","775"
"50631872","725","725","725"
"50631936","4550","4550","4550"
"50632416","725","725","725"
"50632448","4050","4050","4050"
"50632576","775","775","775"
"50634432","3950","3950","3950"
"50634848","750","750","750"
"50635328","4225","4225","4225"
"50635616","4025","4025","4025"
"50636064","4100","4100","4100"
"50636672","4050","4050","4050"
"50639360","4475","4475","4475"
"50640448","4550","4550","4550"
"50643008","725","725","725"
"50644352","800","800","800"
"50647424","725","725","725"
"50648128","4050","4050","4050"
"50649408","4050","4050","4050"
"50650368","725","725","725"
"50650400","750","750","750"
"50651488","775","775","775"
"50652064","675","675","675"
"50652544","775","775","775"
"50653504","725","725","725"
"50654080","700","700","700"
"50654912","4125","4125","4125"
"50655488","4050","4050","4050"
"50656032","775","775","775"
"50656800","4100","4100","4100"
"50657152","775","775","775"
"50659680","4025","4025","4025"
"50660864","725","725","725"
"50661376","350","350","350"
"50662112","700","700","700"
"50663136","750","750","750"
"50663616","725","725","725"
"50664576","4075","4075","4075"
"50666144","4075","4075","4075"
"50666624","4150","4150","4150"
"50666848","800","800","800"
"50667968","750","750","750"
"50668480","700","700","700"
"50669056","1125","1125","1125"
"50669568","675","675","675"
"50669600","1300","1300","1300"
"50670016","4025","4025","4025"
"50671648","4050","4050","4050"
"50673504","4650","4650","4650"
"50674624","4025","4025","4025"
"50674656","775","775","775"
"50675616","4200","4200","4200"
"50676480","750","750","750"
"50679200","700","700","700"
"50679712","3975","3975","3975"
"50679840","700","700","700"
"50682720","700","700","700"
"50684992","825","825","825"
"50685152","675","675","675"
"50686720","750","750","750"
"50687328","700","700","700"
"50688064","675","675","675"
"50689664","4675","4675","4675"
"50689888","700","700","700"
"50689984","4050","4050","4050"
"50692544","700","700","700"
"50693632","775","775","775"
"50695136","4700","4700","4700"
"50696032","800","800","800"
"50696672","4100","4100","4100"
"50697088","750","750","750"
"50697120","4100","4100","4100"
"50697952","800","800","800"
"50698112","675","675","675"
"50698848","725","725","725"
"50700000","725","725","725"
"50700128","650","650","650"
"50703520","700","700","700"
"50706720","4275","4275","4275"
"50709504","550","550","550"
"50709696","1225","1225","1225"
"50709856","800","800","800"
"50709920","800","800","800"
"50710464","725","725","725"
"50712096","4075","4075","4075"
"50712128","775","775","775"
"50712960","4100","4100","4100"
"50712992","775","775","775"
"50713984","675","675","675"
"50714688","775","775","775"
"50716032","775","775","775"
"50718720","4050","4050","4050"
"50719872","4100","4100","4100"
"50720352","775","775","775"
"50720672","800","800","800"
"50720800","4475","4475","4475"
"50725024","725","725","725"
"50726240","725","725","725"
"50726464","725","725","725"
"50726816","625","625","625"
"50726976","700","700","700"
"50727936","4175","4175","4175"
"50728096","4000","4000","4000"
"50728896","725","725","725"
"50730048","4600","4600","4600"
"50730592","750","750","750"
"50731040","550","550","550"
"50731168","775","775","775"
"50733568","700","700","700"
"50734016","800","800","800"
"50734848","4025","4025","4025"
"50735296","3950","3950","3950"
"50735328","775","775","775"
"50735392","4200","4200","4200"
"50737600","650","650","650"
"50737824","3950","3950","3950"
"50739360","675","675","675"
"50741440","575","575","575"
"50742784","775","775","775"
"50743904","775","775","775"
"50748256","1275","1275","1275"
"50748416","675","675","675"
"50748960","550","550","550"
"50749312","4525","4525","4525"
"50749472","700","700","700"
"50750016","3925","3925","3925"
"50751712","600","600","600"
"50753024","4100","4100","4100"
"50753632","4100","4100","4100"
"50754304","675","675","675"
"50754592","800","800","800"
"50754976","825","825","825"
"50755232","700","700","700"
"50756864","4025","4025","4025"
"50761728","700","700","700"
"50762880","775","775","775"
"50764192","150","150","150"
"50764544","800","800","800"
"50764608","700","700","700"
"50765056","700","700","700"
"50767808","825","825","825"
"50768736","4550","4550","4550"
"50769600","675","675","675"
"50771136","4000","4000","4000"
"50773728","4000","4000","4000"
"50774592","725","725","725"
"50775168","4125","4125","4125"
"50775232","750","750","750"
"50775264","700","700","700"
"50775936","675","675","675"
"50776576","4050","4050","4050"
"50777312","3950","3950","3950"
"50777504","700","700","700"
"50778080","775","775","775"
"50778720","4100","4100","4100"
"50780096","1275","1275","1275"
"50782592","675","675","675"
"50782784","4050","4050","4050"
"50783488","650","650","650"
"50785056","4300","4300","4300"
"50787584","775","775","775"
"50788000","750","750","750"
"50788032","4050","4050","4050"
"50788544","725","725","725"
"50788896","750","750","750"
"50788928","4450","4450","4450"
"50789184","750","750","750"
"50789408","3975","3975","3975"
"50791552","800","800","800"
"50791584","750","750","750"
"50791712","1275","1275","1275"
"50792096","625","625","625"
"50793888","725","725","725"
"50794944","4050","4050","4050"
"50796320","725","725","725"
"50799072","3950","3950","3950"
"50799264","725","725","725"
"50799936","575","575","575"
"50800512","4250","4250","4250"
"50802176","675","675","675"
"50804992","775","775","775"
"50806880","4050","4050","4050"
"50807648","750","750","750"
"50807744","700","700","700"
"50808512","675","675","675"
"50809440","800","800","800"
"50810112","4025","4025","4025"
"50812224","625","625","625"
"50812480","725","725","725"
"50812832","775","775","775"
"50814400","575","575","575"
"50814880","4025","4025","4025"
"50815072","3950","3950","3950"
"50815200","750","750","750"
"50815648","650","650","650"
"50815712","4125","4125","4125"
"50816320","775","775","775"
"50818208","450","450","450"
"50818688","725","725","725"
"50820096","675","675","675"
"50821664","750","750","750"
"50822400","575","575","575"
"50824928","700","700","700"
"50825184","775","775","775"
"50827264","675","675","675"
"50828288","800","800","800"
"50829984","4125","4125","4125"
"50830592","575","575","575"
"50830848","775","775","775"
"50831360","625","625","625"
"50831520","700","700","700"
"50832000","700","700","700"
"50832064","4025","4025","4025"
"50835392","4250","4250","4250"
"50835936","4200","4200","4200"
"50836064","4650","4650","4650"
"50837152","775","775","775"
"50837792","3950","3950","3950"
"50838112","825","825","825"
"50838368","675","675","675"
"50839840","650","650","650"
"50839872","750","750","750"
"50841056","800","800","800"
"50841248","600","600","600"
"50842208","725","725","725"
"50843520","775","775","775"
"50843840","4175","4175","4175"
"50845376","700","700","700"
"50846272","725","725","725"
"50846464","750","750","750"
"50846528","4100","4100","4100"
"50846688","825","825","825"
"50846848","725","725","725"
"50847040","700","700","700"
"50847584","650","650","650"
"50847680","775","775","775"
"50852896","750","750","750"
"50853312","650","650","650"
"50855616","3975","3975","3975"
"50856480","4100","4100","4100"
"50856576","725","725","725"
"50856768","4400","4400","4400"
"50858976","675","675","675"
"50859584","650","650","650"
"50860608","700","700","700"
"50861344","700","700","700"
"50862784","700","700","700"
"50864992","750","750","750"
"50865984","775","775","775"
"50866240","4050","4050","4050"
"50866816","725","725","725"
"50867744","750","750","750"
"50869312","750","750","750"
"50870880","4075","4075","4075"
"50871040","650","650","650"
"50871072","700","700","700"
"50871328","825","825","825"
"50871648","4275","4275","4275"
"50874080","775","775","775"
"50876096","750","750","750"
"50876512","725","725","725"
"50878368","675","675","675"
"50880160","700","700","700"
"50881856","800","800","800"
"50882624","650","650","650"
"50884896","675","675","675"
"50885120","825","825","825"
"50885408","800","800","800"
"50885728","3975","3975","3975"
"50886656","4200","4200","4200"
"50887776","4050","4050","4050"
"50888192","675","675","675"
"50888224","700","700","700"
"50888576","800","800","800"
"50891200","750","750","750"
"50892640","775","775","775"
"50894464","725","725","725"
"50894528","650","650","650"
"50895392","700","700","700"
"50895424","800","800","800"
"50896160","750","750","750"
"50897696","700","700","700"
"50898144","800","800","800"
"50899072","775","775","775"
"50900064","1200","1200","1200"
"50901568","3975","3975","3975"
"50902496","750","750","750"
"50903680","725","725","725"
"50903776","4075","4075","4075"
"50903968","775","775","775"
"50904256","4075","4075","4075"
"50905568","650","650","650"
"50906144","800","800","800"
"50907712","825","825","825"
"50907744","1150","1150","1150"
"50911744","725","725","725"
"50913184","800","800","800"
"50914496","750","750","750"
"50914848","675","675","675"
"50915808","4075","4075","4075"
"50918080","650","650","650"
"50920352","650","650","650"
"50922464","4050","4050","4050"
"50922688","800","800","800"
"50922880","3925","3925","3925"
"50925440","4125","4125","4125"
"50926176","4300","4300","4300"
"50927392","4125","4125","4125"
"50927520","650","650","650"
"50928512","725","725","725"
"50929408","775","775","775"
"50929760","675","675","675"
"50930816","725","725","725"
"50931424","675","675","675"
"50931968","750","750","750"
"50933856","4500","4500","4500"
"50933920","775","775","775"
"50935072","3925","3925","3925"
"50935392","675","675","675"
"50935776","725","725","725"
"50938112","3950","3950","3950"
"50940416","4050","4050","4050"
"50940864","775","775","775"
"50941760","4125","4125","4125"
"50942016","3925","3925","3925"
"50943136","575","575","575"
"50943168","750","750","750"
"50944192","800","800","800"
"50944896","650","650","650"
"50945760","3975","3975","3975"
"50947936","775","775","775"
"50948800","750","750","750"
"50948928","4225","4225","4225"
"50949344","4150","4150","4150"
"50952576","4250","4250","4250"
"50953440","4075","4075","4075"
"50954368","650","650","650"
"50954688","625","625","625"
"50955200","750","750","750"
"50957280","700","700","700"
"50960000","800","800","800"
"50961056","4050","4050","4050"
"50963776","450","450","450"
"50964352","700","700","700"
"50965856","650","650","650"
"50967744","775","775","775"
"50969056","800","800","800"
"50969184","4175","4175","4175"
"50969440","3950","3950","3950"
"50971520","725","725","725"
"50972608","725","725","725"
"50973024","800","800","800"
