"Step","a3c_Qbert_runseed=0 - training/episode/reward","a3c_Qbert_runseed=0 - training/episode/reward__MIN","a3c_Qbert_runseed=0 - training/episode/reward__MAX"
"862976","375","375","375"
"863680","300","300","300"
"865344","625","625","625"
"866336","650","650","650"
"867296","725","725","725"
"867968","300","300","300"
"868416","625","625","625"
"869536","525","525","525"
"870976","225","225","225"
"871392","300","300","300"
"872800","275","275","275"
"873184","500","500","500"
"873632","275","275","275"
"873856","575","575","575"
"873888","250","250","250"
"874176","125","125","125"
"877312","600","600","600"
"878016","275","275","275"
"878208","200","200","200"
"879520","200","200","200"
"880032","375","375","375"
"881600","650","650","650"
"881952","200","200","200"
"882432","675","675","675"
"882816","125","125","125"
"882912","200","200","200"
"883104","275","275","275"
"884832","275","275","275"
"885632","625","625","625"
"885824","200","200","200"
"889504","250","250","250"
"890400","650","650","650"
"890528","325","325","325"
"891936","250","250","250"
"892000","550","550","550"
"893536","300","300","300"
"895008","325","325","325"
"895584","400","400","400"
"896320","650","650","650"
"897056","400","400","400"
"898528","550","550","550"
"898912","625","625","625"
"899232","350","350","350"
"899456","650","650","650"
"904096","600","600","600"
"904640","500","500","500"
"904704","625","625","625"
"904992","350","350","350"
"905120","475","475","475"
"907200","250","250","250"
"907488","125","125","125"
"907648","325","325","325"
"908544","425","425","425"
"908768","1300","1300","1300"
"909344","550","550","550"
"909440","250","250","250"
"909824","350","350","350"
"911328","325","325","325"
"912160","650","650","650"
"913248","150","150","150"
"914176","225","225","225"
"916640","325","325","325"
"917024","250","250","250"
"917312","725","725","725"
"917440","675","675","675"
"920320","300","300","300"
"920384","550","550","550"
"920960","250","250","250"
"921856","325","325","325"
"922048","125","125","125"
"922944","350","350","350"
"923136","450","450","450"
"923616","575","575","575"
"924000","200","200","200"
"925152","350","350","350"
"925664","125","125","125"
"926080","225","225","225"
"927072","200","200","200"
"928960","550","550","550"
"929568","175","175","175"
"930304","200","200","200"
"930336","300","300","300"
"931424","475","475","475"
"932096","575","575","575"
"932864","600","600","600"
"933216","650","650","650"
"935776","175","175","175"
"936608","675","675","675"
"938656","325","325","325"
"939136","650","650","650"
"940832","550","550","550"
"941664","225","225","225"
"942272","275","275","275"
"943392","250","250","250"
"944704","250","250","250"
"945984","225","225","225"
"946336","650","650","650"
"946880","350","350","350"
"947456","575","575","575"
"947776","675","675","675"
"947904","650","650","650"
"951424","700","700","700"
"951584","300","300","300"
"952352","325","325","325"
"952384","300","300","300"
"954688","625","625","625"
"954752","200","200","200"
"955360","300","300","300"
"955392","200","200","200"
"957152","225","225","225"
"958176","350","350","350"
"959040","200","200","200"
"959520","325","325","325"
"960768","125","125","125"
"961120","425","425","425"
"961504","800","800","800"
"962592","450","450","450"
"962688","175","175","175"
"964256","650","650","650"
"965024","225","225","225"
"965792","300","300","300"
"966080","350","350","350"
"966496","325","325","325"
"966784","700","700","700"
"968736","1175","1175","1175"
"969120","575","575","575"
"970368","100","100","100"
"970528","525","525","525"
"975072","300","300","300"
"975328","325","325","325"
"975872","300","300","300"
"977504","200","200","200"
"978016","650","650","650"
"978656","225","225","225"
"978848","300","300","300"
"979104","350","350","350"
"979392","125","125","125"
"981664","175","175","175"
"982464","250","250","250"
"982912","625","625","625"
"984512","425","425","425"
"984576","650","650","650"
"986112","200","200","200"
"986304","600","600","600"
"986720","150","150","150"
"987456","150","150","150"
"989248","575","575","575"
"989920","400","400","400"
"990688","375","375","375"
"990784","225","225","225"
"991488","675","675","675"
"993120","350","350","350"
"993280","700","700","700"
"993696","200","200","200"
"995136","175","175","175"
"995744","400","400","400"
"996000","575","575","575"
"996992","225","225","225"
"999872","0","0","0"
"1001440","200","200","200"
"1002944","350","350","350"
"1003168","600","600","600"
"1003520","425","425","425"
"1003744","225","225","225"
"1004256","275","275","275"
"1004416","425","425","425"
"1004768","650","650","650"
"1004896","200","200","200"
"1006720","550","550","550"
"1007296","225","225","225"
"1008768","675","675","675"
"1010048","525","525","525"
"1010336","525","525","525"
"1011648","275","275","275"
"1012256","625","625","625"
"1013344","600","600","600"
"1013600","200","200","200"
"1013760","350","350","350"
"1013824","200","200","200"
"1016576","650","650","650"
"1016864","350","350","350"
"1017536","400","400","400"
"1017728","700","700","700"
"1018016","325","325","325"
"1018752","650","650","650"
"1018848","325","325","325"
"1018944","125","125","125"
"1020288","475","475","475"
"1021152","600","600","600"
"1021952","325","325","325"
"1022304","175","175","175"
"1022688","150","150","150"
"1022720","250","250","250"
"1023456","325","325","325"
"1026112","725","725","725"
"1026176","250","250","250"
"1026464","400","400","400"
"1027104","400","400","400"
"1027136","300","300","300"
"1027168","225","225","225"
"1028064","625","625","625"
"1028320","300","300","300"
"1028352","500","500","500"
"1030080","275","275","275"
"1030880","475","475","475"
"1032000","550","550","550"
"1033088","550","550","550"
"1034208","300","300","300"
"1035776","150","150","150"
"1035936","450","450","450"
"1036160","450","450","450"
"1036480","575","575","575"
"1037792","325","325","325"
"1038464","275","275","275"
"1038560","250","250","250"
"1038656","600","600","600"
"1038912","275","275","275"
"1041088","250","250","250"
"1042400","425","425","425"
"1042496","325","325","325"
"1042848","275","275","275"
"1044800","625","625","625"
"1045536","200","200","200"
"1047104","600","600","600"
"1047360","200","200","200"
"1047808","400","400","400"
"1048288","250","250","250"
"1049216","325","325","325"
"1049920","525","525","525"
"1051424","325","325","325"
"1054016","375","375","375"
"1054464","375","375","375"
"1054944","350","350","350"
"1056416","375","375","375"
"1057088","525","525","525"
"1057184","625","625","625"
"1057376","575","575","575"
"1057920","600","600","600"
"1059648","625","625","625"
"1060096","225","225","225"
"1060224","675","675","675"
"1060352","225","225","225"
"1060576","300","300","300"
"1061568","250","250","250"
"1062400","600","600","600"
"1063072","325","325","325"
"1064384","275","275","275"
"1065760","600","600","600"
"1067392","350","350","350"
"1067552","575","575","575"
"1067808","250","250","250"
"1067840","300","300","300"
"1068384","200","200","200"
"1068640","625","625","625"
"1070528","400","400","400"
"1070592","425","425","425"
"1070752","500","500","500"
"1071008","600","600","600"
"1071584","200","200","200"
"1073184","600","600","600"
"1073280","375","375","375"
"1074592","750","750","750"
"1077312","425","425","425"
"1078240","150","150","150"
"1078336","525","525","525"
"1078528","250","250","250"
"1078848","175","175","175"
"1079040","225","225","225"
"1079360","250","250","250"
"1082720","375","375","375"
"1082816","375","375","375"
"1082944","600","600","600"
"1083200","400","400","400"
"1083616","1275","1275","1275"
"1084064","625","625","625"
"1084096","275","275","275"
"1084672","200","200","200"
"1084928","575","575","575"
"1085184","275","275","275"
"1085312","325","325","325"
"1086656","575","575","575"
"1088224","475","475","475"
"1088512","400","400","400"
"1089152","625","625","625"
"1090304","150","150","150"
"1092448","700","700","700"
"1093056","200","200","200"
"1093472","550","550","550"
"1093632","300","300","300"
"1094272","400","400","400"
"1094656","525","525","525"
"1095040","350","350","350"
"1096512","275","275","275"
"1096544","275","275","275"
"1097408","350","350","350"
"1098816","350","350","350"
"1099808","525","525","525"
"1100512","625","625","625"
"1100544","425","425","425"
"1100992","600","600","600"
"1101088","725","725","725"
"1101408","250","250","250"
"1101504","175","175","175"
"1103328","275","275","275"
"1103456","175","175","175"
"1103520","475","475","475"
"1104416","400","400","400"
"1104960","475","475","475"
"1105440","275","275","275"
"1106016","375","375","375"
"1106240","250","250","250"
"1106688","325","325","325"
"1107424","200","200","200"
"1107488","675","675","675"
"1109184","275","275","275"
"1109888","600","600","600"
"1112256","575","575","575"
"1112480","525","525","525"
"1112864","675","675","675"
"1112960","225","225","225"
"1113152","350","350","350"
"1113408","400","400","400"
"1113856","325","325","325"
"1114560","500","500","500"
"1115168","750","750","750"
"1115200","525","525","525"
"1117056","575","575","575"
"1117152","675","675","675"
"1118016","700","700","700"
"1118656","275","275","275"
"1118784","450","450","450"
"1120288","525","525","525"
"1121600","200","200","200"
"1123680","125","125","125"
"1123968","200","200","200"
"1124192","625","625","625"
"1125216","300","300","300"
"1125536","500","500","500"
"1125792","225","225","225"
"1126016","525","525","525"
"1126080","375","375","375"
"1126208","325","325","325"
"1127072","650","650","650"
"1127328","275","275","275"
"1128192","50","50","50"
"1128224","250","250","250"
"1129920","225","225","225"
"1130080","350","350","350"
"1130720","275","275","275"
"1131872","750","750","750"
"1133280","325","325","325"
"1134816","200","200","200"
"1135360","500","500","500"
"1136000","250","250","250"
"1136064","150","150","150"
"1136640","250","250","250"
"1136864","250","250","250"
"1137760","300","300","300"
"1138848","625","625","625"
"1138912","675","675","675"
"1140608","200","200","200"
"1140704","225","225","225"
"1140864","275","275","275"
"1141152","200","200","200"
"1141472","100","100","100"
"1142464","675","675","675"
"1143072","125","125","125"
"1143776","325","325","325"
"1145888","450","450","450"
"1146400","300","300","300"
"1146464","325","325","325"
"1146528","575","575","575"
"1147584","475","475","475"
"1147872","575","575","575"
"1150336","225","225","225"
"1150816","300","300","300"
"1151040","375","375","375"
"1151424","275","275","275"
"1151840","225","225","225"
"1152800","750","750","750"
"1153120","575","575","575"
"1153504","725","725","725"
"1153792","250","250","250"
"1154560","600","600","600"
"1156224","650","650","650"
"1157408","325","325","325"
"1157824","275","275","275"
"1159040","275","275","275"
"1159328","575","575","575"
"1159552","325","325","325"
"1160736","675","675","675"
"1161600","200","200","200"
"1161760","600","600","600"
"1162720","175","175","175"
"1163936","650","650","650"
"1165088","600","600","600"
"1165216","500","500","500"
"1165504","175","175","175"
"1166400","325","325","325"
"1167680","675","675","675"
"1168320","625","625","625"
"1168640","225","225","225"
"1169568","575","575","575"
"1169632","475","475","475"
"1170368","600","600","600"
"1170688","275","275","275"
"1171232","325","325","325"
"1171616","350","350","350"
"1171744","300","300","300"
"1173856","250","250","250"
"1174336","650","650","650"
"1175168","575","575","575"
"1175232","625","625","625"
"1175296","300","300","300"
"1175424","425","425","425"
"1175808","250","250","250"
"1176512","275","275","275"
"1177600","625","625","625"
"1178464","325","325","325"
"1178944","525","525","525"
"1179104","225","225","225"
"1179296","250","250","250"
"1180512","425","425","425"
"1181120","275","275","275"
"1182112","350","350","350"
"1182400","675","675","675"
"1183616","100","100","100"
"1184704","675","675","675"
"1185472","250","250","250"
"1186496","375","375","375"
"1187008","600","600","600"
"1187840","300","300","300"
"1188192","625","625","625"
"1188480","250","250","250"
"1188896","700","700","700"
"1189216","300","300","300"
"1190336","500","500","500"
"1190496","350","350","350"
"1190592","700","700","700"
"1190880","675","675","675"
"1191488","675","675","675"
"1194240","225","225","225"
