"Step","FuN_qbert_runseed=0 - training/episode/reward","FuN_qbert_runseed=0 - training/episode/reward__MIN","FuN_qbert_runseed=0 - training/episode/reward__MAX"
"40521248","700","700","700"
"40522696","700","700","700"
"40523072","750","750","750"
"40525368","4175","4175","4175"
"40525808","800","800","800"
"40526472","675","675","675"
"40526928","775","775","775"
"40528384","4600","4600","4600"
"40529208","775","775","775"
"40530808","750","750","750"
"40532488","3975","3975","3975"
"40532896","750","750","750"
"40533280","3925","3925","3925"
"40533744","725","725","725"
"40534760","800","800","800"
"40535456","450","450","450"
"40536280","4050","4050","4050"
"40537760","3925","3925","3925"
"40539144","750","750","750"
"40539584","675","675","675"
"40540088","4250","4250","4250"
"40540240","775","775","775"
"40541304","4575","4575","4575"
"40542344","1200","1200","1200"
"40543696","775","775","775"
"40544096","775","775","775"
"40545888","4425","4425","4425"
"40546240","4450","4450","4450"
"40546848","4150","4150","4150"
"40546904","725","725","725"
"40547104","750","750","750"
"40547296","775","775","775"
"40547480","625","625","625"
"40549776","4175","4175","4175"
"40551240","4100","4100","4100"
"40551400","4075","4075","4075"
"40551472","475","475","475"
"40552920","625","625","625"
"40553416","675","675","675"
"40553792","750","750","750"
"40555376","750","750","750"
"40555496","775","775","775"
"40555832","1250","1250","1250"
"40556768","750","750","750"
"40556808","675","675","675"
"40558744","4125","4125","4125"
"40558984","725","725","725"
"40560896","3925","3925","3925"
"40561360","4075","4075","4075"
"40561416","4050","4050","4050"
"40564112","575","575","575"
"40567208","725","725","725"
"40568864","4250","4250","4250"
"40569024","750","750","750"
"40570624","400","400","400"
"40571064","4150","4150","4150"
"40572520","775","775","775"
"40573184","4100","4100","4100"
"40573552","600","600","600"
"40575720","3950","3950","3950"
"40576928","775","775","775"
"40578096","3925","3925","3925"
"40579128","1275","1275","1275"
"40579336","800","800","800"
"40580224","4075","4075","4075"
"40580512","725","725","725"
"40580544","300","300","300"
"40581136","3975","3975","3975"
"40582368","775","775","775"
"40582984","750","750","750"
"40584024","775","775","775"
"40584768","750","750","750"
"40585168","3925","3925","3925"
"40587128","4125","4125","4125"
"40587696","775","775","775"
"40590552","750","750","750"
"40590752","4650","4650","4650"
"40590968","4100","4100","4100"
"40594320","775","775","775"
"40595416","4000","4000","4000"
"40596032","4050","4050","4050"
"40596216","775","775","775"
"40597176","4225","4225","4225"
"40598080","4175","4175","4175"
"40598888","4125","4125","4125"
"40601456","4175","4175","4175"
"40602320","1300","1300","1300"
"40603816","175","175","175"
"40604136","4125","4125","4125"
"40604704","750","750","750"
"40605392","775","775","775"
"40606288","725","725","725"
"40606880","725","725","725"
"40608464","4550","4550","4550"
"40608712","725","725","725"
"40612408","725","725","725"
"40612776","700","700","700"
"40612824","1325","1325","1325"
"40612856","500","500","500"
"40613048","4100","4100","4100"
"40616016","625","625","625"
"40616576","750","750","750"
"40616864","775","775","775"
"40617720","4175","4175","4175"
"40617904","4125","4125","4125"
"40619672","4175","4175","4175"
"40621096","1225","1225","1225"
"40626808","4150","4150","4150"
"40627768","4450","4450","4450"
"40628384","725","725","725"
"40629288","700","700","700"
"40630704","4050","4050","4050"
"40631856","725","725","725"
"40632144","4075","4075","4075"
"40632656","3950","3950","3950"
"40632744","725","725","725"
"40633712","1400","1400","1400"
"40635856","725","725","725"
"40636640","3975","3975","3975"
"40637016","4475","4475","4475"
"40638632","750","750","750"
"40638800","4225","4225","4225"
"40640112","550","550","550"
"40640672","700","700","700"
"40642664","4700","4700","4700"
"40644848","725","725","725"
"40644880","3950","3950","3950"
"40645736","4025","4025","4025"
"40649640","4975","4975","4975"
"40649776","3925","3925","3925"
"40649912","1200","1200","1200"
"40651256","4050","4050","4050"
"40653424","750","750","750"
"40654168","775","775","775"
"40655256","725","725","725"
"40655784","4575","4575","4575"
"40656088","750","750","750"
"40656232","4825","4825","4825"
"40656632","625","625","625"
"40658776","700","700","700"
"40659472","700","700","700"
"40660320","3950","3950","3950"
"40661528","750","750","750"
"40664368","4025","4025","4025"
"40664592","750","750","750"
"40665120","700","700","700"
"40665688","750","750","750"
"40665808","750","750","750"
"40666248","4125","4125","4125"
"40668200","750","750","750"
"40668552","3950","3950","3950"
"40669256","3925","3925","3925"
"40669344","700","700","700"
"40670304","4175","4175","4175"
"40672672","750","750","750"
"40673264","4075","4075","4075"
"40673656","750","750","750"
"40673976","3950","3950","3950"
"40674032","4225","4225","4225"
"40674192","800","800","800"
"40676696","4100","4100","4100"
"40677952","4150","4150","4150"
"40678312","775","775","775"
"40679016","4025","4025","4025"
"40681176","700","700","700"
"40682504","700","700","700"
"40682712","775","775","775"
"40683280","750","750","750"
"40684216","4025","4025","4025"
"40685256","4100","4100","4100"
"40686576","4025","4025","4025"
"40687112","775","775","775"
"40687800","625","625","625"
"40688384","4050","4050","4050"
"40690520","4150","4150","4150"
"40690912","750","750","750"
"40693464","675","675","675"
"40695680","750","750","750"
"40697112","725","725","725"
"40697408","4025","4025","4025"
"40698888","675","675","675"
"40699192","775","775","775"
"40703264","3950","3950","3950"
"40703776","775","775","775"
"40704128","750","750","750"
"40704168","4775","4775","4775"
"40705632","675","675","675"
"40706048","750","750","750"
"40707936","3925","3925","3925"
"40708024","3975","3975","3975"
"40710672","3950","3950","3950"
"40711352","725","725","725"
"40712064","650","650","650"
"40715248","4050","4050","4050"
"40715640","4075","4075","4075"
"40718120","4225","4225","4225"
"40720048","4100","4100","4100"
"40721024","775","775","775"
"40724304","775","775","775"
"40725048","4050","4050","4050"
"40725952","4100","4100","4100"
"40725960","450","450","450"
"40726440","4050","4050","4050"
"40727432","4050","4050","4050"
"40729048","3925","3925","3925"
"40730160","4450","4450","4450"
"40731328","800","800","800"
"40733208","775","775","775"
"40734416","725","725","725"
"40735488","4050","4050","4050"
"40735520","4025","4025","4025"
"40735920","725","725","725"
"40736480","700","700","700"
"40738232","750","750","750"
"40739096","750","750","750"
"40740096","4050","4050","4050"
"40741240","800","800","800"
"40742392","750","750","750"
"40743032","5350","5350","5350"
"40743920","4050","4050","4050"
"40744144","675","675","675"
"40745232","200","200","200"
"40746936","3925","3925","3925"
"40748112","750","750","750"
"40748248","725","725","725"
"40748712","750","750","750"
"40748800","675","675","675"
"40752648","775","775","775"
"40753088","4050","4050","4050"
"40753800","600","600","600"
"40754328","4700","4700","4700"
"40756824","775","775","775"
"40757592","675","675","675"
"40757744","4000","4000","4000"
"40759488","1275","1275","1275"
"40759600","4900","4900","4900"
"40761496","4075","4075","4075"
"40762584","3925","3925","3925"
"40762632","750","750","750"
"40763376","4250","4250","4250"
"40766904","750","750","750"
"40767584","775","775","775"
"40767848","4100","4100","4100"
"40768520","3925","3925","3925"
"40770088","725","725","725"
"40772120","3925","3925","3925"
"40772960","800","800","800"
"40775168","4150","4150","4150"
"40775752","725","725","725"
"40777040","725","725","725"
"40777248","775","775","775"
"40777272","700","700","700"
"40778224","775","775","775"
"40781144","4100","4100","4100"
"40781272","4050","4050","4050"
"40781648","4150","4150","4150"
"40782360","4050","4050","4050"
"40782840","3925","3925","3925"
"40784456","700","700","700"
"40784904","4125","4125","4125"
"40788288","775","775","775"
"40788496","4550","4550","4550"
"40790496","4125","4125","4125"
"40791144","775","775","775"
"40791616","675","675","675"
"40791816","4025","4025","4025"
"40793552","4475","4475","4475"
"40793680","4250","4250","4250"
"40795112","700","700","700"
"40795480","4075","4075","4075"
"40795960","775","775","775"
"40796456","650","650","650"
"40797632","250","250","250"
"40800144","750","750","750"
"40800256","4750","4750","4750"
"40801320","775","775","775"
"40801384","4050","4050","4050"
"40803368","4050","4050","4050"
"40804112","750","750","750"
"40804664","675","675","675"
"40805416","4425","4425","4425"
"40806744","4150","4150","4150"
"40807040","700","700","700"
"40807376","775","775","775"
"40807424","750","750","750"
"40808880","675","675","675"
"40811040","750","750","750"
"40812296","4100","4100","4100"
"40813336","4100","4100","4100"
"40814032","725","725","725"
"40815400","750","750","750"
"40816488","4125","4125","4125"
"40817064","4200","4200","4200"
"40817256","4125","4125","4125"
"40817720","750","750","750"
"40819440","750","750","750"
"40819856","750","750","750"
"40821048","800","800","800"
"40821152","675","675","675"
"40822096","3925","3925","3925"
"40823720","750","750","750"
"40824088","4350","4350","4350"
"40824696","800","800","800"
"40825128","4075","4075","4075"
"40825720","725","725","725"
"40826480","4550","4550","4550"
"40826800","4100","4100","4100"
"40827168","3975","3975","3975"
"40829752","4100","4100","4100"
"40830032","4625","4625","4625"
"40830160","4075","4075","4075"
"40830872","725","725","725"
"40832552","4000","4000","4000"
"40833264","725","725","725"
"40834272","3975","3975","3975"
"40835544","4125","4125","4125"
"40836040","625","625","625"
"40836496","4475","4475","4475"
"40837032","800","800","800"
"40840000","725","725","725"
"40840680","750","750","750"
"40840800","775","775","775"
"40841064","1225","1225","1225"
"40842752","4125","4125","4125"
"40844584","725","725","725"
"40845976","4075","4075","4075"
"40846208","4100","4100","4100"
"40846304","675","675","675"
"40849576","775","775","775"
"40850320","700","700","700"
"40851512","4275","4275","4275"
"40851552","4075","4075","4075"
"40854168","800","800","800"
"40854280","750","750","750"
"40854952","675","675","675"
"40855416","775","775","775"
"40859624","4050","4050","4050"
"40860592","4125","4125","4125"
"40860816","4125","4125","4125"
"40861400","1250","1250","1250"
"40864064","750","750","750"
"40864536","775","775","775"
"40869016","800","800","800"
"40869328","1250","1250","1250"
"40870952","800","800","800"
"40871600","800","800","800"
"40872264","675","675","675"
"40874560","700","700","700"
"40874792","4075","4075","4075"
"40875728","775","775","775"
"40876504","3925","3925","3925"
"40879288","800","800","800"
"40879776","650","650","650"
"40880016","675","675","675"
"40881232","750","750","750"
"40882448","1150","1150","1150"
"40883760","775","775","775"
"40884584","650","650","650"
"40884784","4100","4100","4100"
"40885480","1225","1225","1225"
"40887224","3925","3925","3925"
"40887896","725","725","725"
"40888936","4025","4025","4025"
"40890144","725","725","725"
"40891832","4075","4075","4075"
"40892208","700","700","700"
"40892232","4000","4000","4000"
"40892648","3975","3975","3975"
"40896272","4100","4100","4100"
"40896720","4700","4700","4700"
"40897208","4000","4000","4000"
"40897680","3925","3925","3925"
"40897800","625","625","625"
"40900520","675","675","675"
"40900888","575","575","575"
"40901112","725","725","725"
"40902568","1225","1225","1225"
"40904744","775","775","775"
"40904976","775","775","775"
"40905992","675","675","675"
"40906696","600","600","600"
"40907456","4050","4050","4050"
"40908664","400","400","400"
"40908864","775","775","775"
"40909080","4525","4525","4525"
"40912064","750","750","750"
"40912336","725","725","725"
"40914232","3975","3975","3975"
"40916120","800","800","800"
"40916232","4700","4700","4700"
"40917384","750","750","750"
"40917656","750","750","750"
"40917936","4475","4475","4475"
"40919152","750","750","750"
"40919536","725","725","725"
"40921416","650","650","650"
"40922344","700","700","700"
"40924776","700","700","700"
"40927344","625","625","625"
"40930752","4175","4175","4175"
"40931000","675","675","675"
"40932360","725","725","725"
"40932504","5125","5125","5125"
"40932664","775","775","775"
"40933736","4050","4050","4050"
"40933984","700","700","700"
"40934376","625","625","625"
"40935864","600","600","600"
"40936832","650","650","650"
"40937392","725","725","725"
"40937456","700","700","700"
"40937584","4025","4025","4025"
"40939488","1300","1300","1300"
"40941024","750","750","750"
"40941432","4050","4050","4050"
"40943648","4000","4000","4000"
"40943984","4225","4225","4225"
"40944984","4025","4025","4025"
"40945808","450","450","450"
"40946808","775","775","775"
"40947416","4225","4225","4225"
"40949904","4100","4100","4100"
"40950264","4175","4175","4175"
"40952168","900","900","900"
"40953192","650","650","650"
"40954296","675","675","675"
"40955064","175","175","175"
"40955376","4150","4150","4150"
"40955664","700","700","700"
"40957672","800","800","800"
"40957824","4050","4050","4050"
"40959736","4650","4650","4650"
"40960584","550","550","550"
"40960720","4150","4150","4150"
"40961264","750","750","750"
"40961328","4225","4225","4225"
"40964672","750","750","750"
"40966224","600","600","600"
"40966880","775","775","775"
"40967056","4275","4275","4275"
"40967392","4075","4075","4075"
"40969736","700","700","700"
"40970248","650","650","650"
"40972040","4150","4150","4150"
"40973568","775","775","775"
"40973912","3950","3950","3950"
"40974248","775","775","775"
"40974744","750","750","750"
"40978224","725","725","725"
"40979168","4125","4125","4125"
"40981792","700","700","700"
"40981920","3950","3950","3950"
"40982424","4075","4075","4075"
"40982624","650","650","650"
"40982776","675","675","675"
"40983288","800","800","800"
"40987488","800","800","800"
"40987544","4600","4600","4600"
"40987904","4075","4075","4075"
"40987912","3950","3950","3950"
"40988832","4575","4575","4575"
"40990856","750","750","750"
"40992192","725","725","725"
"40994256","4125","4125","4125"
"40994344","4450","4450","4450"
"40996768","700","700","700"
"40996864","750","750","750"
"40996992","800","800","800"
"40998248","4050","4050","4050"
"40999800","625","625","625"
"41000832","725","725","725"
"41002032","625","625","625"
"41003808","775","775","775"
"41004600","3975","3975","3975"
"41008016","1225","1225","1225"
"41010048","800","800","800"
"41010432","4125","4125","4125"
"41010952","650","650","650"
"41013624","600","600","600"
"41014520","750","750","750"
"41014624","725","725","725"
"41016480","3925","3925","3925"
"41016672","4100","4100","4100"
"41018600","800","800","800"
"41018720","700","700","700"
"41019320","750","750","750"
"41020360","725","725","725"
"41020856","4150","4150","4150"
"41021888","675","675","675"
"41023496","4150","4150","4150"
"41023792","4125","4125","4125"
"41025008","4225","4225","4225"
"41026976","725","725","725"
"41027144","4175","4175","4175"
"41027496","650","650","650"
"41027544","4200","4200","4200"
"41030160","4150","4150","4150"
"41032216","775","775","775"
"41033024","4050","4050","4050"
"41033312","4075","4075","4075"
"41033584","725","725","725"
"41034592","4200","4200","4200"
"41036800","3975","3975","3975"
"41037632","650","650","650"
"41037800","4175","4175","4175"
"41038080","4500","4500","4500"
"41038160","800","800","800"
"41039808","4175","4175","4175"
"41041056","3950","3950","3950"
"41041408","4150","4150","4150"
"41041488","725","725","725"
"41042816","4075","4075","4075"
"41044280","800","800","800"
"41045504","700","700","700"
"41047024","4050","4050","4050"
"41049400","775","775","775"
"41049520","1275","1275","1275"
"41051104","650","650","650"
"41051216","700","700","700"
"41052816","4050","4050","4050"
"41054048","750","750","750"
"41054312","4875","4875","4875"
"41054440","800","800","800"
"41054768","4100","4100","4100"
"41055384","525","525","525"
"41056024","4050","4050","4050"
"41057560","4125","4125","4125"
"41057608","700","700","700"
"41057920","3975","3975","3975"
"41059760","4050","4050","4050"
"41060896","4100","4100","4100"
"41062312","775","775","775"
"41062616","3975","3975","3975"
"41063048","750","750","750"
"41063376","4000","4000","4000"
"41065264","4125","4125","4125"
"41065496","4050","4050","4050"
"41067720","750","750","750"
"41068008","4600","4600","4600"
"41068040","4125","4125","4125"
"41068344","600","600","600"
"41069832","700","700","700"
"41070824","4375","4375","4375"
"41071864","4050","4050","4050"
"41072168","4950","4950","4950"
"41072800","3950","3950","3950"
"41073840","4150","4150","4150"
"41074960","4100","4100","4100"
"41078064","4275","4275","4275"
"41078168","725","725","725"
"41078320","4050","4050","4050"
"41080128","625","625","625"
"41080456","4000","4000","4000"
"41080888","700","700","700"
"41082320","775","775","775"
"41082392","4050","4050","4050"
"41082424","725","725","725"
"41083464","4050","4050","4050"
"41085072","4050","4050","4050"
"41086472","4100","4100","4100"
"41089656","575","575","575"
"41090224","3925","3925","3925"
"41090560","1300","1300","1300"
"41091352","800","800","800"
"41092224","4075","4075","4075"
"41092968","4025","4025","4025"
"41093032","4175","4175","4175"
"41094512","775","775","775"
"41095192","700","700","700"
"41095328","675","675","675"
"41096088","750","750","750"
"41098504","775","775","775"
"41099368","800","800","800"
"41100008","800","800","800"
"41100752","4075","4075","4075"
"41101680","3925","3925","3925"
"41101888","700","700","700"
"41103352","3975","3975","3975"
"41104080","4075","4075","4075"
"41104552","650","650","650"
"41104880","775","775","775"
"41106592","4125","4125","4125"
"41107088","4100","4100","4100"
"41108104","700","700","700"
"41108864","4050","4050","4050"
"41111000","750","750","750"
"41112056","675","675","675"
"41112288","725","725","725"
"41112608","4025","4025","4025"
"41113928","4075","4075","4075"
"41114544","4425","4425","4425"
"41114576","700","700","700"
"41115272","700","700","700"
"41117704","750","750","750"
"41117840","525","525","525"
"41118248","3950","3950","3950"
"41119160","4425","4425","4425"
"41119640","775","775","775"
"41120072","4075","4075","4075"
"41120104","725","725","725"
"41121384","675","675","675"
"41122576","675","675","675"
"41122936","750","750","750"
"41123088","550","550","550"
"41125720","700","700","700"
"41126328","4050","4050","4050"
"41126472","650","650","650"
"41129616","650","650","650"
"41130056","700","700","700"
"41134352","750","750","750"
"41134432","800","800","800"
"41135120","750","750","750"
"41136736","50","50","50"
"41137536","4200","4200","4200"
"41139032","675","675","675"
"41139504","3975","3975","3975"
"41140912","750","750","750"
"41142056","4125","4125","4125"
"41142080","4200","4200","4200"
"41145648","4600","4600","4600"
"41145672","3975","3975","3975"
"41146376","3975","3975","3975"
"41148232","675","675","675"
"41148432","4175","4175","4175"
"41149288","775","775","775"
"41149416","4450","4450","4450"
"41150400","750","750","750"
"41150832","225","225","225"
"41151112","4125","4125","4125"
"41152416","750","750","750"
"41152928","750","750","750"
"41154176","750","750","750"
"41156016","4550","4550","4550"
"41156520","725","725","725"
"41157288","4050","4050","4050"
"41157896","4100","4100","4100"
"41161872","1250","1250","1250"
"41161928","675","675","675"
"41162304","875","875","875"
"41163744","4125","4125","4125"
"41164000","4100","4100","4100"
"41165840","750","750","750"
"41168712","775","775","775"
"41169272","4100","4100","4100"
"41169360","4025","4025","4025"
"41169472","1250","1250","1250"
"41170808","775","775","775"
"41172656","4125","4125","4125"
"41173168","4375","4375","4375"
"41173680","800","800","800"
"41174584","4025","4025","4025"
"41176336","4325","4325","4325"
"41177136","725","725","725"
"41177168","750","750","750"
"41179456","775","775","775"
"41180304","4125","4125","4125"
"41181272","775","775","775"
"41182248","4100","4100","4100"
"41182552","775","775","775"
"41182848","700","700","700"
"41185232","700","700","700"
"41186368","775","775","775"
"41187264","650","650","650"
"41189296","4500","4500","4500"
"41189672","4000","4000","4000"
"41192704","700","700","700"
"41194024","750","750","750"
"41194720","750","750","750"
"41195992","3975","3975","3975"
"41197864","1300","1300","1300"
"41198520","725","725","725"
"41198640","725","725","725"
"41198864","725","725","725"
"41200800","3975","3975","3975"
"41202336","750","750","750"
"41202696","775","775","775"
"41203304","700","700","700"
"41206296","4125","4125","4125"
"41206640","3975","3975","3975"
"41206800","725","725","725"
"41209616","4750","4750","4750"
"41210336","4050","4050","4050"
"41212152","775","775","775"
"41212736","50","50","50"
"41213056","4550","4550","4550"
"41214856","4125","4125","4125"
"41215872","4050","4050","4050"
"41216208","4050","4050","4050"
"41217056","750","750","750"
"41218144","800","800","800"
"41218184","725","725","725"
"41218368","4025","4025","4025"
"41219528","775","775","775"
"41221600","4125","4125","4125"
"41222160","800","800","800"
"41223664","4225","4225","4225"
"41225792","4075","4075","4075"
"41226032","4425","4425","4425"
"41228416","4075","4075","4075"
"41229320","4000","4000","4000"
"41229504","3925","3925","3925"
"41230136","725","725","725"
"41231328","700","700","700"
"41232120","775","775","775"
"41234576","4075","4075","4075"
"41234640","4075","4075","4075"
"41236016","3975","3975","3975"
"41236344","800","800","800"
"41237976","700","700","700"
"41240664","800","800","800"
"41241520","4375","4375","4375"
"41242192","4150","4150","4150"
"41243192","4500","4500","4500"
"41243392","4625","4625","4625"
"41243432","800","800","800"
"41244008","725","725","725"
"41246776","775","775","775"
"41248064","4000","4000","4000"
"41250840","4150","4150","4150"
"41251264","4000","4000","4000"
"41253360","4025","4025","4025"
"41254256","375","375","375"
"41257192","4000","4000","4000"
"41258912","750","750","750"
"41259064","4050","4050","4050"
"41259544","4100","4100","4100"
"41259648","750","750","750"
"41263056","4075","4075","4075"
"41263376","750","750","750"
"41263432","725","725","725"
"41264656","4075","4075","4075"
"41265048","4100","4100","4100"
"41266120","650","650","650"
"41267512","675","675","675"
"41268208","4025","4025","4025"
"41268544","725","725","725"
"41268752","750","750","750"
"41270904","4075","4075","4075"
"41271672","725","725","725"
"41272448","725","725","725"
"41273000","725","725","725"
"41274992","700","700","700"
"41275120","650","650","650"
"41275296","750","750","750"
"41275824","4075","4075","4075"
"41275920","3800","3800","3800"
"41276496","4025","4025","4025"
"41279352","675","675","675"
"41280128","3925","3925","3925"
"41280544","4050","4050","4050"
"41282304","750","750","750"
"41282616","600","600","600"
"41282888","650","650","650"
"41282920","4050","4050","4050"
"41283952","675","675","675"
"41286120","725","725","725"
"41287648","1250","1250","1250"
"41288128","4175","4175","4175"
"41289064","4500","4500","4500"
"41289304","4575","4575","4575"
"41293544","4800","4800","4800"
"41293640","4275","4275","4275"
"41293832","4550","4550","4550"
"41294280","800","800","800"
"41298056","5425","5425","5425"
"41301064","4000","4000","4000"
"41301544","750","750","750"
"41301624","750","750","750"
"41302056","4150","4150","4150"
"41304968","4275","4275","4275"
"41306944","4125","4125","4125"
"41308184","4125","4125","4125"
"41310600","4000","4000","4000"
"41310656","775","775","775"
"41311424","300","300","300"
"41311824","4075","4075","4075"
"41312688","800","800","800"
"41313256","4100","4100","4100"
"41316504","4125","4125","4125"
"41316520","4075","4075","4075"
"41318640","800","800","800"
"41318952","75","75","75"
"41320680","700","700","700"
"41322248","725","725","725"
"41324312","750","750","750"
"41324464","675","675","675"
"41324536","725","725","725"
"41325328","4050","4050","4050"
"41325416","700","700","700"
"41326480","775","775","775"
"41329880","4175","4175","4175"
"41329952","4100","4100","4100"
"41330800","4100","4100","4100"
"41331072","725","725","725"
"41333240","4175","4175","4175"
"41334952","4150","4150","4150"
"41335568","4000","4000","4000"
"41335992","4200","4200","4200"
"41336288","4700","4700","4700"
"41336712","4150","4150","4150"
"41336984","4650","4650","4650"
"41337272","3925","3925","3925"
"41337512","700","700","700"
"41338544","725","725","725"
"41340088","800","800","800"
"41340144","775","775","775"
"41340992","4025","4025","4025"
"41341000","775","775","775"
"41341032","775","775","775"
"41341240","700","700","700"
"41342776","700","700","700"
"41344912","700","700","700"
"41345888","4100","4100","4100"
"41346472","1300","1300","1300"
"41348584","700","700","700"
"41348640","675","675","675"
"41350064","775","775","775"
"41350488","3925","3925","3925"
"41351072","4100","4100","4100"
"41353128","775","775","775"
"41353560","4025","4025","4025"
"41353808","4125","4125","4125"
"41355000","800","800","800"
"41355184","3975","3975","3975"
"41355832","4450","4450","4450"
"41356528","3925","3925","3925"
"41359616","600","600","600"
"41359856","675","675","675"
"41359864","1250","1250","1250"
"41363128","750","750","750"
"41363800","750","750","750"
"41364168","700","700","700"
"41366536","4400","4400","4400"
"41366864","4100","4100","4100"
"41367200","4700","4700","4700"
"41367600","750","750","750"
"41370696","725","725","725"
"41371824","1225","1225","1225"
"41372120","775","775","775"
"41373544","4500","4500","4500"
"41374600","575","575","575"
"41374680","1225","1225","1225"
"41377104","650","650","650"
"41379208","675","675","675"
"41380272","4100","4100","4100"
"41381144","3975","3975","3975"
"41381216","775","775","775"
"41382088","800","800","800"
"41382808","775","775","775"
"41384528","700","700","700"
"41385464","4075","4075","4075"
"41386056","750","750","750"
"41387296","675","675","675"
"41388872","725","725","725"
"41388920","775","775","775"
"41389640","725","725","725"
"41390280","4275","4275","4275"
"41390672","4100","4100","4100"
"41392520","725","725","725"
"41393544","725","725","725"
"41394992","50","50","50"
"41395600","4150","4150","4150"
"41396600","700","700","700"
"41397472","3975","3975","3975"
"41399480","4125","4125","4125"
"41400240","4175","4175","4175"
"41401816","4675","4675","4675"
"41402552","3975","3975","3975"
"41404008","575","575","575"
"41404456","750","750","750"
"41405752","4075","4075","4075"
"41405960","4325","4325","4325"
"41407304","4100","4100","4100"
"41407312","4075","4075","4075"
"41408808","4050","4050","4050"
"41410080","700","700","700"
"41410856","700","700","700"
"41411320","4100","4100","4100"
"41411336","750","750","750"
"41411368","4175","4175","4175"
"41413696","675","675","675"
"41415440","750","750","750"
"41416984","650","650","650"
"41417912","650","650","650"
"41418560","4050","4050","4050"
"41419840","725","725","725"
"41419848","725","725","725"
"41420432","725","725","725"
"41422088","800","800","800"
"41422672","575","575","575"
"41423088","800","800","800"
"41424280","4050","4050","4050"
"41425360","4050","4050","4050"
"41427704","4600","4600","4600"
"41429672","4300","4300","4300"
"41430952","650","650","650"
"41431328","725","725","725"
"41431496","4050","4050","4050"
"41432280","775","775","775"
"41432568","4250","4250","4250"
"41435152","675","675","675"
"41435240","1175","1175","1175"
"41436152","4075","4075","4075"
"41436168","750","750","750"
"41438576","4100","4100","4100"
"41439200","4625","4625","4625"
"41440544","4100","4100","4100"
"41441720","4725","4725","4725"
"41443712","1225","1225","1225"
"41444064","675","675","675"
"41444840","4050","4050","4050"
"41445352","4150","4150","4150"
"41446096","700","700","700"
"41447008","700","700","700"
"41449168","3950","3950","3950"
"41449240","575","575","575"
"41451424","4050","4050","4050"
"41452832","650","650","650"
"41453960","775","775","775"
"41456696","4250","4250","4250"
"41458240","800","800","800"
"41458312","4050","4050","4050"
"41458808","4200","4200","4200"
"41459928","4050","4050","4050"
"41460400","4725","4725","4725"
"41460592","4475","4475","4475"
"41461280","575","575","575"
"41462864","3975","3975","3975"
"41463704","800","800","800"
"41464264","725","725","725"
"41464536","700","700","700"
"41465504","675","675","675"
"41465736","625","625","625"
"41470472","4100","4100","4100"
"41471488","600","600","600"
"41472624","4050","4050","4050"
"41472688","525","525","525"
"41473448","625","625","625"
"41474416","750","750","750"
"41475336","775","775","775"
"41478760","4100","4100","4100"
"41479816","4075","4075","4075"
"41480040","675","675","675"
"41480112","4450","4450","4450"
"41480192","3950","3950","3950"
"41481016","575","575","575"
"41481032","4200","4200","4200"
"41482920","800","800","800"
"41483912","4625","4625","4625"
"41484432","700","700","700"
"41484576","775","775","775"
"41485864","650","650","650"
"41487736","650","650","650"
"41488176","4000","4000","4000"
"41488464","4100","4100","4100"
"41490504","4025","4025","4025"
"41490976","4425","4425","4425"
"41491696","4200","4200","4200"
"41492008","775","775","775"
"41492784","4050","4050","4050"
"41493200","4100","4100","4100"
"41494360","4125","4125","4125"
"41494400","625","625","625"
"41496144","775","775","775"
"41496704","775","775","775"
"41496832","4000","4000","4000"
"41498768","4050","4050","4050"
"41499040","800","800","800"
"41499576","3975","3975","3975"
"41500144","750","750","750"
"41500848","775","775","775"
"41501560","4200","4200","4200"
"41502496","700","700","700"
"41504032","750","750","750"
"41504160","725","725","725"
"41504208","4025","4025","4025"
"41507656","750","750","750"
"41508240","3950","3950","3950"
"41508704","4050","4050","4050"
"41511480","725","725","725"
"41511512","4100","4100","4100"
"41511880","750","750","750"
"41513072","725","725","725"
"41513120","725","725","725"
"41514944","650","650","650"
"41515496","725","725","725"
"41517912","4075","4075","4075"
"41518784","4525","4525","4525"
"41520072","3975","3975","3975"
"41520616","700","700","700"
"41522232","4600","4600","4600"
"41523696","4250","4250","4250"
"41524192","775","775","775"
"41526080","4075","4075","4075"
"41527048","750","750","750"
"41527784","4125","4125","4125"
"41527976","800","800","800"
"41528224","875","875","875"
"41529736","4125","4125","4125"
"41530024","4050","4050","4050"
"41532024","875","875","875"
"41532304","3925","3925","3925"
"41533360","4100","4100","4100"
"41533440","3925","3925","3925"
"41533520","725","725","725"
"41534120","800","800","800"
"41536160","675","675","675"
"41537440","650","650","650"
"41538280","3925","3925","3925"
"41541376","300","300","300"
"41541424","1275","1275","1275"
"41544376","50","50","50"
"41545296","800","800","800"
"41545736","725","725","725"
"41545920","575","575","575"
"41549184","4100","4100","4100"
"41549672","525","525","525"
"41550544","3925","3925","3925"
"41551872","4075","4075","4075"
"41552592","675","675","675"
"41553152","700","700","700"
"41554000","4025","4025","4025"
"41554256","800","800","800"
"41554296","4075","4075","4075"
"41556752","725","725","725"
"41558120","700","700","700"
"41558168","3925","3925","3925"
"41558264","700","700","700"
"41558488","700","700","700"
"41560336","800","800","800"
"41561672","750","750","750"
"41561720","625","625","625"
"41562208","150","150","150"
"41562440","750","750","750"
"41562616","750","750","750"
"41563432","4075","4075","4075"
"41563928","750","750","750"
