"Step","FuN_qbert_runseed=0 - training/episode/reward","FuN_qbert_runseed=0 - training/episode/reward__MIN","FuN_qbert_runseed=0 - training/episode/reward__MAX"
"97130592","4200","4200","4200"
"97131048","750","750","750"
"97132864","4225","4225","4225"
"97133160","4225","4225","4225"
"97133368","4225","4225","4225"
"97133808","725","725","725"
"97136552","4400","4400","4400"
"97137432","4375","4375","4375"
"97137992","4075","4075","4075"
"97139160","1275","1275","1275"
"97139232","4100","4100","4100"
"97139856","4575","4575","4575"
"97140376","4175","4175","4175"
"97142200","725","725","725"
"97143920","4225","4225","4225"
"97144184","4050","4050","4050"
"97144632","4050","4050","4050"
"97144760","4250","4250","4250"
"97145712","4125","4125","4125"
"97148848","4250","4250","4250"
"97149336","4250","4250","4250"
"97150032","4050","4050","4050"
"97150064","4125","4125","4125"
"97150088","4275","4275","4275"
"97151104","4275","4275","4275"
"97151176","4150","4150","4150"
"97152992","775","775","775"
"97154264","775","775","775"
"97154464","750","750","750"
"97154488","4125","4125","4125"
"97154728","4225","4225","4225"
"97156608","4200","4200","4200"
"97156856","4675","4675","4675"
"97157376","525","525","525"
"97157400","4675","4675","4675"
"97158448","4600","4600","4600"
"97159672","4075","4075","4075"
"97162064","4125","4125","4125"
"97162160","1250","1250","1250"
"97162632","4125","4125","4125"
"97164184","5250","5250","5250"
"97165104","4150","4150","4150"
"97165952","4200","4200","4200"
"97168496","4125","4125","4125"
"97168768","4100","4100","4100"
"97170784","4175","4175","4175"
"97171632","4150","4150","4150"
"97171904","4100","4100","4100"
"97172192","4075","4075","4075"
"97174984","4000","4000","4000"
"97176928","4200","4200","4200"
"97178136","775","775","775"
"97178880","3775","3775","3775"
"97180000","4225","4225","4225"
"97180080","725","725","725"
"97180272","700","700","700"
"97180880","4250","4250","4250"
"97183680","4325","4325","4325"
"97184008","700","700","700"
"97185024","800","800","800"
"97185280","4100","4100","4100"
"97186912","4275","4275","4275"
"97188224","4200","4200","4200"
"97188328","4225","4225","4225"
"97189688","3925","3925","3925"
"97191296","775","775","775"
"97191632","4125","4125","4125"
"97192128","4425","4425","4425"
"97193576","4175","4175","4175"
"97193680","4075","4075","4075"
"97195688","4150","4150","4150"
"97197488","4125","4125","4125"
"97199152","650","650","650"
"97199248","4125","4125","4125"
"97199808","775","775","775"
"97202088","4175","4175","4175"
"97202400","4125","4125","4125"
"97203888","4375","4375","4375"
"97204608","4050","4050","4050"
"97205440","775","775","775"
"97205544","4750","4750","4750"
"97207912","4600","4600","4600"
"97208080","4150","4150","4150"
"97208384","675","675","675"
"97209040","4100","4100","4100"
"97212504","4850","4850","4850"
"97212872","4100","4100","4100"
"97213384","4225","4225","4225"
"97213640","4225","4225","4225"
"97214816","4825","4825","4825"
"97214992","4225","4225","4225"
"97216400","4725","4725","4725"
"97218552","4600","4600","4600"
"97218624","3850","3850","3850"
"97221968","4850","4850","4850"
"97223016","4275","4275","4275"
"97223936","4225","4225","4225"
"97225288","4200","4200","4200"
"97225296","4700","4700","4700"
"97227176","4775","4775","4775"
"97227704","4175","4175","4175"
"97229624","4100","4100","4100"
"97232376","4300","4300","4300"
"97232904","4175","4175","4175"
"97233312","4625","4625","4625"
"97233352","750","750","750"
"97234808","4200","4200","4200"
"97237680","4225","4225","4225"
"97238688","4200","4200","4200"
"97239480","4300","4300","4300"
"97240008","4175","4175","4175"
"97240240","4375","4375","4375"
"97243848","800","800","800"
"97244776","4125","4125","4125"
"97247208","4100","4100","4100"
"97248200","700","700","700"
"97248720","4025","4025","4025"
"97250264","4675","4675","4675"
"97252904","775","775","775"
"97253272","4125","4125","4125"
"97253808","675","675","675"
"97256912","4100","4100","4100"
"97259384","4300","4300","4300"
"97259768","4375","4375","4375"
"97259824","4325","4325","4325"
"97260552","4200","4200","4200"
"97260664","700","700","700"
"97260952","575","575","575"
"97263552","750","750","750"
"97263656","800","800","800"
"97263944","700","700","700"
"97265792","4200","4200","4200"
"97266024","4200","4200","4200"
"97267376","4675","4675","4675"
"97267832","750","750","750"
"97268800","4100","4100","4100"
"97269256","4125","4125","4125"
"97269960","4300","4300","4300"
"97271072","4600","4600","4600"
"97272088","1300","1300","1300"
"97272880","4250","4250","4250"
"97272968","325","325","325"
"97273376","4075","4075","4075"
"97273616","4150","4150","4150"
"97274944","4225","4225","4225"
"97278128","4800","4800","4800"
"97278176","4125","4125","4125"
"97278736","4225","4225","4225"
"97280936","4300","4300","4300"
"97281000","4250","4250","4250"
"97281840","4225","4225","4225"
"97284104","4350","4350","4350"
"97284552","4125","4125","4125"
"97285984","4150","4150","4150"
"97289784","4175","4175","4175"
"97291808","700","700","700"
"97292192","4550","4550","4550"
"97292648","4925","4925","4925"
"97292952","675","675","675"
"97295136","700","700","700"
"97297296","4125","4125","4125"
"97298120","4350","4350","4350"
"97300784","4175","4175","4175"
"97301008","4225","4225","4225"
"97301600","4150","4150","4150"
"97302712","1250","1250","1250"
"97303640","4100","4100","4100"
"97305408","750","750","750"
"97306904","4200","4200","4200"
"97307216","4225","4225","4225"
"97307528","4125","4125","4125"
"97307608","4050","4050","4050"
"97309952","4050","4050","4050"
"97310528","4375","4375","4375"
"97310824","775","775","775"
"97311144","4225","4225","4225"
"97311760","4750","4750","4750"
"97312760","4625","4625","4625"
"97315992","4075","4075","4075"
"97316576","4200","4200","4200"
"97318160","4050","4050","4050"
"97318168","4225","4225","4225"
"97318608","1300","1300","1300"
"97321168","4300","4300","4300"
"97321544","4225","4225","4225"
"97321840","4100","4100","4100"
"97323176","4725","4725","4725"
"97323648","4225","4225","4225"
"97326592","4175","4175","4175"
"97328000","4125","4125","4125"
"97328968","4125","4125","4125"
"97328976","4050","4050","4050"
"97329864","575","575","575"
"97331232","750","750","750"
"97331808","800","800","800"
"97332888","625","625","625"
"97333432","4175","4175","4175"
"97334392","4100","4100","4100"
"97334488","725","725","725"
"97337344","750","750","750"
"97341784","1275","1275","1275"
"97344136","4425","4425","4425"
"97344992","4050","4050","4050"
"97346136","700","700","700"
"97346240","4425","4425","4425"
"97349104","4000","4000","4000"
"97350584","5250","5250","5250"
"97351256","4225","4225","4225"
"97352648","4325","4325","4325"
"97353248","3925","3925","3925"
"97354816","4225","4225","4225"
"97357232","4325","4325","4325"
"97358232","4200","4200","4200"
"97358536","775","775","775"
"97360464","4175","4175","4175"
"97360560","4250","4250","4250"
"97361504","4375","4375","4375"
"97362312","4075","4075","4075"
"97362832","4250","4250","4250"
"97364288","675","675","675"
"97364520","4300","4300","4300"
"97366024","4100","4100","4100"
"97367024","750","750","750"
"97367816","4075","4075","4075"
"97368552","4050","4050","4050"
"97368992","3925","3925","3925"
"97371432","4125","4125","4125"
"97371944","4125","4125","4125"
"97372544","775","775","775"
"97373680","4100","4100","4100"
"97374032","4200","4200","4200"
"97376480","4025","4025","4025"
"97378024","4325","4325","4325"
"97378288","4175","4175","4175"
"97378752","4200","4200","4200"
"97379232","4325","4325","4325"
"97381024","4200","4200","4200"
"97384392","4275","4275","4275"
"97387432","4075","4075","4075"
"97388904","4175","4175","4175"
"97388920","4600","4600","4600"
"97389760","4075","4075","4075"
"97391056","4100","4100","4100"
"97391600","4675","4675","4675"
"97392696","4125","4125","4125"
"97392960","750","750","750"
"97393616","775","775","775"
"97393872","675","675","675"
"97393968","4150","4150","4150"
"97394088","4300","4300","4300"
"97397112","4175","4175","4175"
"97397136","675","675","675"
"97397696","4125","4125","4125"
"97397920","4050","4050","4050"
"97399496","4725","4725","4725"
"97399576","4425","4425","4425"
"97399584","4275","4275","4275"
"97401896","4050","4050","4050"
"97403448","725","725","725"
"97405552","4725","4725","4725"
"97407576","4225","4225","4225"
"97408120","4700","4700","4700"
"97410544","4300","4300","4300"
"97411200","4200","4200","4200"
"97412448","4075","4075","4075"
"97412872","4100","4100","4100"
"97416576","4175","4175","4175"
"97417384","4175","4175","4175"
"97420704","675","675","675"
"97420736","4050","4050","4050"
"97420832","750","750","750"
"97421016","4125","4125","4125"
"97424216","4150","4150","4150"
"97425768","4225","4225","4225"
"97425800","4125","4125","4125"
"97427832","4850","4850","4850"
"97428952","4200","4200","4200"
"97430576","5000","5000","5000"
"97431504","4175","4175","4175"
"97431600","4225","4225","4225"
"97435056","4125","4125","4125"
"97435416","4100","4100","4100"
"97437216","4675","4675","4675"
"97437736","4300","4300","4300"
"97438152","4025","4025","4025"
"97439504","4300","4300","4300"
"97441224","4225","4225","4225"
"97441536","4350","4350","4350"
"97442384","4250","4250","4250"
"97442632","4250","4250","4250"
"97442880","4225","4225","4225"
"97443528","4200","4200","4200"
"97445224","675","675","675"
"97445480","4150","4150","4150"
"97446840","4125","4125","4125"
"97446896","800","800","800"
"97447320","725","725","725"
"97447984","4300","4300","4300"
"97448976","4800","4800","4800"
"97450288","4175","4175","4175"
"97451048","4250","4250","4250"
"97451544","4050","4050","4050"
"97452216","4200","4200","4200"
"97453560","4125","4125","4125"
"97453784","4200","4200","4200"
"97456552","4850","4850","4850"
"97456992","4300","4300","4300"
"97457048","4575","4575","4575"
"97458272","4300","4300","4300"
"97459968","4075","4075","4075"
"97460384","700","700","700"
"97462112","4100","4100","4100"
"97462416","4275","4275","4275"
"97463536","4300","4300","4300"
"97464360","775","775","775"
"97464712","4400","4400","4400"
"97466096","4950","4950","4950"
"97468112","4225","4225","4225"
"97469416","4250","4250","4250"
"97470864","4075","4075","4075"
"97470944","4300","4300","4300"
"97471064","750","750","750"
"97471944","4175","4175","4175"
"97473912","4325","4325","4325"
"97475976","4125","4125","4125"
"97476456","4275","4275","4275"
"97476552","4150","4150","4150"
"97477240","4050","4050","4050"
"97478024","775","775","775"
"97480320","4175","4175","4175"
"97481744","4100","4100","4100"
"97483096","4225","4225","4225"
"97483784","4275","4275","4275"
"97485032","4275","4275","4275"
"97485256","4300","4300","4300"
"97486544","4225","4225","4225"
"97486856","4150","4150","4150"
"97487720","4550","4550","4550"
"97488872","4100","4100","4100"
"97490408","4725","4725","4725"
"97491896","4275","4275","4275"
"97492072","4225","4225","4225"
"97493496","750","750","750"
"97494520","4300","4300","4300"
"97495640","4125","4125","4125"
"97496984","5275","5275","5275"
"97498368","4325","4325","4325"
"97498608","4100","4100","4100"
"97503800","4125","4125","4125"
"97504224","4150","4150","4150"
"97505760","4600","4600","4600"
"97506936","4300","4300","4300"
"97508112","4050","4050","4050"
"97508824","4125","4125","4125"
"97508952","800","800","800"
"97511368","4150","4150","4150"
"97511728","4100","4100","4100"
"97512896","4250","4250","4250"
"97513904","4150","4150","4150"
"97514152","4600","4600","4600"
"97514864","4575","4575","4575"
"97516136","4775","4775","4775"
"97517200","4550","4550","4550"
"97518408","750","750","750"
"97519576","4300","4300","4300"
"97523048","4075","4075","4075"
"97524872","475","475","475"
"97526232","4075","4075","4075"
"97527384","4200","4200","4200"
"97528104","4100","4100","4100"
"97528928","700","700","700"
"97530808","750","750","750"
"97531280","750","750","750"
"97531904","4100","4100","4100"
"97532536","4400","4400","4400"
"97534976","4050","4050","4050"
"97535328","4625","4625","4625"
"97536920","4225","4225","4225"
"97537680","4075","4075","4075"
"97538280","4125","4125","4125"
"97540760","775","775","775"
"97541520","4275","4275","4275"
"97543336","4100","4100","4100"
"97544856","4750","4750","4750"
"97545664","4075","4075","4075"
"97546096","4050","4050","4050"
"97548600","4075","4075","4075"
"97548832","4250","4250","4250"
"97549288","1275","1275","1275"
"97550632","4000","4000","4000"
"97550816","800","800","800"
"97551248","4125","4125","4125"
"97551536","4100","4100","4100"
"97552456","4125","4125","4125"
"97554960","1250","1250","1250"
"97556056","4125","4125","4125"
"97556432","4075","4075","4075"
"97556976","4275","4275","4275"
"97558680","750","750","750"
"97560528","1275","1275","1275"
"97560536","4175","4175","4175"
"97561200","4250","4250","4250"
"97562360","4125","4125","4125"
"97562792","4275","4275","4275"
"97565856","4225","4225","4225"
"97565960","4075","4075","4075"
"97567256","4150","4150","4150"
"97569408","775","775","775"
"97569960","75","75","75"
"97570192","1250","1250","1250"
"97571424","4200","4200","4200"
"97574688","4225","4225","4225"
"97576624","4125","4125","4125"
"97577384","4225","4225","4225"
"97577704","725","725","725"
"97580952","4325","4325","4325"
"97583392","4075","4075","4075"
"97584192","4075","4075","4075"
"97584848","775","775","775"
"97587024","4100","4100","4100"
"97587240","750","750","750"
"97587512","4100","4100","4100"
"97588144","4675","4675","4675"
"97588568","4225","4225","4225"
"97592648","4250","4250","4250"
"97593056","625","625","625"
"97594192","4000","4000","4000"
"97595144","4600","4600","4600"
"97597336","4150","4150","4150"
"97598040","650","650","650"
"97598096","625","625","625"
"97598376","4225","4225","4225"
"97599600","4275","4275","4275"
"97601120","4300","4300","4300"
"97601304","750","750","750"
"97601392","4050","4050","4050"
"97602936","800","800","800"
"97604352","4050","4050","4050"
"97605560","4375","4375","4375"
"97606552","4200","4200","4200"
"97608024","4450","4450","4450"
"97608240","4225","4225","4225"
"97608568","3950","3950","3950"
"97609056","4075","4075","4075"
"97610024","4275","4275","4275"
"97611064","4100","4100","4100"
"97612248","775","775","775"
"97613816","4600","4600","4600"
"97614552","4200","4200","4200"
"97616992","4650","4650","4650"
"97618232","4100","4100","4100"
"97618640","4300","4300","4300"
"97619744","4125","4125","4125"
"97619928","4725","4725","4725"
"97623832","4150","4150","4150"
"97625128","4600","4600","4600"
"97626440","4250","4250","4250"
"97630928","4225","4225","4225"
"97631216","750","750","750"
"97631472","4050","4050","4050"
"97633840","800","800","800"
"97634696","4150","4150","4150"
"97636376","4100","4100","4100"
"97636792","575","575","575"
"97639136","700","700","700"
"97639736","4225","4225","4225"
"97640072","775","775","775"
"97640512","750","750","750"
"97641744","4250","4250","4250"
"97642936","4200","4200","4200"
"97643296","675","675","675"
"97644656","4625","4625","4625"
