"Step","FuN_Kangaroo_runseed=0 - training/episode/reward","FuN_Kangaroo_runseed=0 - training/episode/reward__MIN","FuN_Kangaroo_runseed=0 - training/episode/reward__MAX"
"69396608","1800","1800","1800"
"69397472","1800","1800","1800"
"69397664","1800","1800","1800"
"69399008","1800","1800","1800"
"69399904","1800","1800","1800"
"69400800","1800","1800","1800"
"69401376","1800","1800","1800"
"69403104","1800","1800","1800"
"69404832","1800","1800","1800"
"69408256","1800","1800","1800"
"69408416","1800","1800","1800"
"69409056","1800","1800","1800"
"69409152","1800","1800","1800"
"69411360","1800","1800","1800"
"69412320","1800","1800","1800"
"69413984","1800","1800","1800"
"69414080","1800","1800","1800"
"69416064","1800","1800","1800"
"69417792","1800","1800","1800"
"69417920","1800","1800","1800"
"69418080","1800","1800","1800"
"69418240","1800","1800","1800"
"69419264","1800","1800","1800"
"69420832","1800","1800","1800"
"69421344","1800","1800","1800"
"69421504","1800","1800","1800"
"69421952","1800","1800","1800"
"69422592","1800","1800","1800"
"69422624","1800","1800","1800"
"69424768","1800","1800","1800"
"69426528","1800","1800","1800"
"69429216","1800","1800","1800"
"69429856","1800","1800","1800"
"69430016","1800","1800","1800"
"69430144","1800","1800","1800"
"69432704","1400","1400","1400"
"69433696","1800","1800","1800"
"69433728","1600","1600","1600"
"69434112","1800","1800","1800"
"69435392","1600","1600","1600"
"69435616","1800","1800","1800"
"69439872","1800","1800","1800"
"69439936","1800","1800","1800"
"69440992","1800","1800","1800"
"69443264","1800","1800","1800"
"69444832","1600","1600","1600"
"69446400","1600","1600","1600"
"69451104","1200","1200","1200"
"69452352","1800","1800","1800"
"69452544","1800","1800","1800"
"69453472","2000","2000","2000"
"69454752","1800","1800","1800"
"69455776","1800","1800","1800"
"69457216","1800","1800","1800"
"69457824","1800","1800","1800"
"69459424","1800","1800","1800"
"69459584","2000","2000","2000"
"69461344","1800","1800","1800"
"69461472","1800","1800","1800"
"69461568","1800","1800","1800"
"69461696","1800","1800","1800"
"69462848","1800","1800","1800"
"69464256","1600","1600","1600"
"69464768","1800","1800","1800"
"69464928","1800","1800","1800"
"69465344","1800","1800","1800"
"69466144","1800","1800","1800"
"69466208","1800","1800","1800"
"69467936","1800","1800","1800"
"69469824","1800","1800","1800"
"69472672","1800","1800","1800"
"69474048","1800","1800","1800"
"69474336","1800","1800","1800"
"69477472","1800","1800","1800"
"69478720","1800","1800","1800"
"69479584","1800","1800","1800"
"69481216","1800","1800","1800"
"69481248","1800","1800","1800"
"69483360","1800","1800","1800"
"69483392","1800","1800","1800"
"69483424","1800","1800","1800"
"69484320","1800","1800","1800"
"69485152","2000","2000","2000"
"69485984","1800","1800","1800"
"69486752","1800","1800","1800"
"69487104","1800","1800","1800"
"69487712","1600","1600","1600"
"69487808","1800","1800","1800"
"69491680","1800","1800","1800"
"69494464","1800","1800","1800"
"69495296","1800","1800","1800"
"69496000","1800","1800","1800"
"69496480","1600","1600","1600"
"69498048","1800","1800","1800"
"69498720","1800","1800","1800"
"69499264","1800","1800","1800"
"69500512","1800","1800","1800"
"69500832","1200","1200","1200"
"69503008","1800","1800","1800"
"69503424","2000","2000","2000"
"69505088","1800","1800","1800"
"69507936","2000","2000","2000"
"69508320","1800","1800","1800"
"69508480","1600","1600","1600"
"69508768","2000","2000","2000"
"69509312","1800","1800","1800"
"69509408","1800","1800","1800"
"69511520","1800","1800","1800"
"69511776","1800","1800","1800"
"69513312","1800","1800","1800"
"69516192","1800","1800","1800"
"69516928","1800","1800","1800"
"69519072","2000","2000","2000"
"69519648","1800","1800","1800"
"69520384","1800","1800","1800"
"69522080","1800","1800","1800"
"69522592","1800","1800","1800"
"69524320","1800","1800","1800"
"69524608","1800","1800","1800"
"69524800","1800","1800","1800"
"69526816","1800","1800","1800"
"69526976","1800","1800","1800"
"69529376","1200","1200","1200"
"69529408","1800","1800","1800"
"69529536","1800","1800","1800"
"69530048","1800","1800","1800"
"69530080","1800","1800","1800"
"69530208","1800","1800","1800"
"69530560","1800","1800","1800"
"69530944","1600","1600","1600"
"69535040","1800","1800","1800"
"69535616","2000","2000","2000"
"69537920","1800","1800","1800"
"69539808","1800","1800","1800"
"69540768","1600","1600","1600"
"69541696","1800","1800","1800"
"69543680","1800","1800","1800"
"69543872","1800","1800","1800"
"69544096","2000","2000","2000"
"69544224","1800","1800","1800"
"69546432","1800","1800","1800"
"69546976","1800","1800","1800"
"69548832","1800","1800","1800"
"69550496","2000","2000","2000"
"69551104","2000","2000","2000"
"69551168","1800","1800","1800"
"69551744","1600","1600","1600"
"69551872","1800","1800","1800"
"69551968","1800","1800","1800"
"69552704","1600","1600","1600"
"69552896","1800","1800","1800"
"69553856","2000","2000","2000"
"69557408","1800","1800","1800"
"69560416","1600","1600","1600"
"69560864","1800","1800","1800"
"69561600","1800","1800","1800"
"69561696","1200","1200","1200"
"69563040","1800","1800","1800"
"69564384","1800","1800","1800"
"69565344","1800","1800","1800"
"69565600","1800","1800","1800"
"69565728","1800","1800","1800"
"69567936","1800","1800","1800"
"69572192","1800","1800","1800"
"69572768","1800","1800","1800"
"69572864","1800","1800","1800"
"69573600","1800","1800","1800"
"69573888","1800","1800","1800"
"69574432","1800","1800","1800"
"69574624","1800","1800","1800"
"69575680","1800","1800","1800"
"69578624","1800","1800","1800"
"69582688","1600","1600","1600"
"69583392","1800","1800","1800"
"69584064","2000","2000","2000"
"69585088","1800","1800","1800"
"69586720","1800","1800","1800"
"69587136","1800","1800","1800"
"69587360","1800","1800","1800"
"69589120","1600","1600","1600"
"69589600","1800","1800","1800"
"69593824","1800","1800","1800"
"69594464","1800","1800","1800"
"69595520","1800","1800","1800"
"69597280","1800","1800","1800"
"69598208","2000","2000","2000"
"69600288","1800","1800","1800"
"69602880","1800","1800","1800"
"69603488","1200","1200","1200"
"69605184","1800","1800","1800"
"69606368","2000","2000","2000"
"69606752","1800","1800","1800"
"69608480","1800","1800","1800"
"69608544","1800","1800","1800"
"69608800","1800","1800","1800"
"69609056","1800","1800","1800"
"69610976","1800","1800","1800"
"69611136","2000","2000","2000"
"69611296","1800","1800","1800"
"69612064","1800","1800","1800"
"69612832","1800","1800","1800"
"69616032","2000","2000","2000"
"69616192","1800","1800","1800"
"69616224","1800","1800","1800"
"69617216","1800","1800","1800"
"69617856","1800","1800","1800"
"69618432","1800","1800","1800"
"69619328","2000","2000","2000"
"69620032","1800","1800","1800"
"69621056","1200","1200","1200"
"69622080","1800","1800","1800"
"69623168","2200","2200","2200"
"69624576","1800","1800","1800"
"69626880","1800","1800","1800"
"69626912","1800","1800","1800"
"69628064","1800","1800","1800"
"69628352","1800","1800","1800"
"69630208","1800","1800","1800"
"69630656","1800","1800","1800"
"69631744","2000","2000","2000"
"69632256","2000","2000","2000"
"69632768","1800","1800","1800"
"69633632","1800","1800","1800"
"69636672","2000","2000","2000"
"69637152","1800","1800","1800"
"69637632","1800","1800","1800"
"69637792","1800","1800","1800"
"69638016","1800","1800","1800"
"69638560","1800","1800","1800"
"69639552","1800","1800","1800"
"69640256","1800","1800","1800"
"69640896","2000","2000","2000"
"69641824","1800","1800","1800"
"69642656","1800","1800","1800"
"69643872","1600","1600","1600"
"69646368","1800","1800","1800"
"69648480","1800","1800","1800"
"69649824","1800","1800","1800"
"69650144","1800","1800","1800"
"69651840","1800","1800","1800"
"69652256","1800","1800","1800"
"69653536","1600","1600","1600"
"69654016","1800","1800","1800"
"69654272","1200","1200","1200"
"69654720","1800","1800","1800"
"69658944","1800","1800","1800"
"69659104","1800","1800","1800"
"69659424","1800","1800","1800"
"69659552","1800","1800","1800"
"69659648","1800","1800","1800"
"69663328","2000","2000","2000"
"69663488","1800","1800","1800"
"69664320","1800","1800","1800"
"69666432","1800","1800","1800"
"69670272","1800","1800","1800"
"69670304","1800","1800","1800"
"69671744","1800","1800","1800"
"69673600","2000","2000","2000"
"69673952","1800","1800","1800"
"69674080","1800","1800","1800"
"69675200","1800","1800","1800"
"69675712","1800","1800","1800"
"69676256","1600","1600","1600"
"69680768","1800","1800","1800"
"69681088","1800","1800","1800"
"69681344","1800","1800","1800"
"69683680","1800","1800","1800"
"69685184","1800","1800","1800"
"69686336","2000","2000","2000"
"69686496","1800","1800","1800"
"69687264","1800","1800","1800"
"69688064","1800","1800","1800"
"69689696","1800","1800","1800"
"69691968","1800","1800","1800"
"69693984","2000","2000","2000"
"69695744","1800","1800","1800"
"69696800","1800","1800","1800"
"69697408","1800","1800","1800"
"69697664","2000","2000","2000"
"69697888","1800","1800","1800"
"69698304","1800","1800","1800"
"69698784","1800","1800","1800"
"69702496","1800","1800","1800"
"69702688","1800","1800","1800"
"69702784","1800","1800","1800"
"69702944","1800","1800","1800"
"69703936","1800","1800","1800"
"69705024","2000","2000","2000"
"69705472","1800","1800","1800"
"69706912","1800","1800","1800"
"69707296","2000","2000","2000"
"69707936","1800","1800","1800"
"69708320","1800","1800","1800"
"69709664","2000","2000","2000"
"69709760","1800","1800","1800"
"69711328","1800","1800","1800"
"69714624","1200","1200","1200"
"69715040","1800","1800","1800"
"69716192","1800","1800","1800"
"69716864","1400","1400","1400"
"69717504","1800","1800","1800"
"69718240","1400","1400","1400"
"69718464","1800","1800","1800"
"69719584","1800","1800","1800"
"69721152","1800","1800","1800"
"69722400","1200","1200","1200"
"69723680","1400","1400","1400"
"69724192","1800","1800","1800"
"69724704","1800","1800","1800"
"69726112","1800","1800","1800"
"69727104","1800","1800","1800"
"69729056","1800","1800","1800"
"69730592","1800","1800","1800"
"69732160","1800","1800","1800"
"69735456","1800","1800","1800"
"69736384","1800","1800","1800"
"69737248","2200","2200","2200"
"69737344","1800","1800","1800"
"69737856","1800","1800","1800"
"69740192","1800","1800","1800"
"69740992","1800","1800","1800"
"69741376","1800","1800","1800"
"69742688","1800","1800","1800"
"69745440","1800","1800","1800"
"69745472","1600","1600","1600"
"69745888","1800","1800","1800"
"69746144","1800","1800","1800"
"69746400","1800","1800","1800"
"69748832","1800","1800","1800"
"69750400","1800","1800","1800"
"69752320","1800","1800","1800"
"69753120","1800","1800","1800"
"69753312","2000","2000","2000"
"69759008","1800","1800","1800"
"69759200","1800","1800","1800"
"69760512","2000","2000","2000"
"69761504","1800","1800","1800"
"69761664","1800","1800","1800"
"69762624","1800","1800","1800"
"69762816","1800","1800","1800"
"69762944","1800","1800","1800"
"69763104","1800","1800","1800"
"69764288","1800","1800","1800"
"69765504","1800","1800","1800"
"69767520","1800","1800","1800"
"69767872","1800","1800","1800"
"69768160","1200","1200","1200"
"69769664","1800","1800","1800"
"69769696","1800","1800","1800"
"69771648","1400","1400","1400"
"69771968","1800","1800","1800"
"69772544","1800","1800","1800"
"69778816","1800","1800","1800"
"69779552","1600","1600","1600"
"69781984","1800","1800","1800"
"69782176","1800","1800","1800"
"69783136","1800","1800","1800"
"69783360","1800","1800","1800"
"69783552","1800","1800","1800"
"69784640","1800","1800","1800"
"69784736","1600","1600","1600"
"69787264","1800","1800","1800"
"69788640","2000","2000","2000"
"69788672","1800","1800","1800"
"69788768","1800","1800","1800"
"69789952","1800","1800","1800"
"69791296","1800","1800","1800"
"69791456","1600","1600","1600"
"69791744","2000","2000","2000"
"69793376","1600","1600","1600"
"69793728","1800","1800","1800"
"69794368","1800","1800","1800"
"69796192","2200","2200","2200"
"69796576","1600","1600","1600"
"69797120","1800","1800","1800"
"69798912","1800","1800","1800"
"69799328","1800","1800","1800"
"69802400","1800","1800","1800"
"69804192","1200","1200","1200"
"69804768","1800","1800","1800"
"69805888","1800","1800","1800"
"69806240","1600","1600","1600"
"69806336","1800","1800","1800"
"69807520","1800","1800","1800"
"69810240","1600","1600","1600"
"69810432","1800","1800","1800"
"69811008","1800","1800","1800"
"69811648","1800","1800","1800"
"69813056","1800","1800","1800"
"69813344","1800","1800","1800"
"69813504","1800","1800","1800"
"69815072","2000","2000","2000"
"69815360","1800","1800","1800"
"69816224","1800","1800","1800"
"69818752","1800","1800","1800"
"69821056","1800","1800","1800"
"69822048","1800","1800","1800"
"69825664","1800","1800","1800"
"69826496","1800","1800","1800"
"69826720","1800","1800","1800"
"69827616","1600","1600","1600"
"69828064","1800","1800","1800"
"69829152","1800","1800","1800"
"69832128","1800","1800","1800"
"69833408","1800","1800","1800"
"69834752","1800","1800","1800"
"69835008","1800","1800","1800"
"69835168","1800","1800","1800"
"69836192","1800","1800","1800"
"69836704","1800","1800","1800"
"69837184","1800","1800","1800"
"69839456","1800","1800","1800"
"69839872","1800","1800","1800"
"69840096","2000","2000","2000"
"69842752","1800","1800","1800"
"69843584","1800","1800","1800"
"69844320","1200","1200","1200"
"69844672","1800","1800","1800"
"69845184","1800","1800","1800"
"69847360","1800","1800","1800"
"69848224","1800","1800","1800"
"69849344","1800","1800","1800"
"69849856","1800","1800","1800"
"69853600","1800","1800","1800"
"69853760","1800","1800","1800"
"69854304","1800","1800","1800"
"69855136","1800","1800","1800"
"69856512","1200","1200","1200"
"69856544","1800","1800","1800"
"69856576","2000","2000","2000"
"69856800","1800","1800","1800"
"69857760","1600","1600","1600"
"69861248","1800","1800","1800"
"69861696","1800","1800","1800"
"69864416","1800","1800","1800"
"69865376","1800","1800","1800"
"69866624","1800","1800","1800"
"69866912","1800","1800","1800"
"69867520","1800","1800","1800"
"69867584","1800","1800","1800"
"69869184","1800","1800","1800"
"69869440","1800","1800","1800"
"69871296","1800","1800","1800"
"69871488","1800","1800","1800"
"69872000","2000","2000","2000"
"69874272","1800","1800","1800"
"69875264","1800","1800","1800"
"69875552","1800","1800","1800"
"69876192","1800","1800","1800"
"69876800","1800","1800","1800"
"69878432","1800","1800","1800"
"69880672","1800","1800","1800"
"69883840","1800","1800","1800"
"69888256","1800","1800","1800"
"69888512","1400","1400","1400"
"69888576","1800","1800","1800"
"69889376","1800","1800","1800"
"69890176","1800","1800","1800"
"69892608","1800","1800","1800"
"69894144","1800","1800","1800"
"69895008","2000","2000","2000"
"69895264","1800","1800","1800"
"69896032","1800","1800","1800"
"69898144","1400","1400","1400"
"69900096","1800","1800","1800"
"69900192","1800","1800","1800"
"69901120","1800","1800","1800"
"69904448","1400","1400","1400"
"69905120","1800","1800","1800"
"69905632","1600","1600","1600"
"69906848","1200","1200","1200"
"69907264","1800","1800","1800"
"69908768","1800","1800","1800"
"69909280","1800","1800","1800"
"69909760","1800","1800","1800"
"69910400","1800","1800","1800"
"69910496","1800","1800","1800"
"69912992","1800","1800","1800"
"69914400","1800","1800","1800"
"69916896","1800","1800","1800"
"69917376","1800","1800","1800"
"69917696","1800","1800","1800"
"69918048","2000","2000","2000"
"69918944","1600","1600","1600"
"69919776","1800","1800","1800"
"69920096","1800","1800","1800"
"69921696","1800","1800","1800"
"69921824","1800","1800","1800"
"69922016","1800","1800","1800"
"69922688","1600","1600","1600"
"69926784","1800","1800","1800"
"69928352","2000","2000","2000"
"69930368","1600","1600","1600"
"69930560","2000","2000","2000"
"69930976","1800","1800","1800"
"69931008","2000","2000","2000"
"69931456","1800","1800","1800"
"69931712","1800","1800","1800"
"69932128","1800","1800","1800"
"69932352","1800","1800","1800"
"69932800","1800","1800","1800"
"69934624","1800","1800","1800"
"69935520","1800","1800","1800"
"69936160","1800","1800","1800"
"69938432","1800","1800","1800"
"69939200","1800","1800","1800"
"69939616","1800","1800","1800"
"69940512","1800","1800","1800"
"69940576","2000","2000","2000"
"69941856","1800","1800","1800"
"69943328","1800","1800","1800"
"69943424","1800","1800","1800"
"69943584","1600","1600","1600"
"69943680","1800","1800","1800"
"69945408","2000","2000","2000"
"69948000","1800","1800","1800"
"69948128","1200","1200","1200"
"69948576","1800","1800","1800"
"69949120","1800","1800","1800"
"69952224","1800","1800","1800"
"69952672","1800","1800","1800"
"69952704","1800","1800","1800"
"69952768","1600","1600","1600"
"69953472","1800","1800","1800"
"69953728","1800","1800","1800"
"69953760","1800","1800","1800"
"69954240","1400","1400","1400"
"69957120","1200","1200","1200"
"69959296","2000","2000","2000"
"69959584","1400","1400","1400"
"69960160","1800","1800","1800"
"69961184","1200","1200","1200"
"69962272","1800","1800","1800"
"69962304","1800","1800","1800"
"69962336","1800","1800","1800"
"69963648","1800","1800","1800"
"69965152","1800","1800","1800"
"69965184","1800","1800","1800"
"69968000","1800","1800","1800"
"69969792","1800","1800","1800"
"69969824","1200","1200","1200"
"69970912","1800","1800","1800"
"69972384","2000","2000","2000"
"69974368","1800","1800","1800"
"69975168","1600","1600","1600"
"69975232","1800","1800","1800"
"69975360","1800","1800","1800"
"69976544","2000","2000","2000"
"69978784","1800","1800","1800"
"69979584","1800","1800","1800"
"69980576","1400","1400","1400"
"69980960","1800","1800","1800"
"69981216","1800","1800","1800"
"69981984","1800","1800","1800"
"69982624","1800","1800","1800"
"69983872","1800","1800","1800"
"69983936","1800","1800","1800"
"69984000","1800","1800","1800"
"69984896","1800","1800","1800"
"69985440","1800","1800","1800"
"69986624","1800","1800","1800"
"69988384","1200","1200","1200"
"69988704","1800","1800","1800"
"69989792","1800","1800","1800"
"69991584","1800","1800","1800"
"69993632","2000","2000","2000"
"69994048","1800","1800","1800"
"69996192","1800","1800","1800"
"69996896","1800","1800","1800"
"69996992","1800","1800","1800"
"69997920","1800","1800","1800"
"69998240","1800","1800","1800"
"70000576","1800","1800","1800"
"70000608","1400","1400","1400"
"70001504","1600","1600","1600"
"70002368","1600","1600","1600"
"70002816","1800","1800","1800"
"70005536","1800","1800","1800"
"70005824","1800","1800","1800"
"70006848","1200","1200","1200"
"70007104","1800","1800","1800"
"70008320","1800","1800","1800"
"70008384","1600","1600","1600"
"70010304","1600","1600","1600"
"70013280","1800","1800","1800"
"70013344","1800","1800","1800"
"70015456","1800","1800","1800"
"70016672","1600","1600","1600"
"70017824","1800","1800","1800"
"70019488","1800","1800","1800"
"70019616","1800","1800","1800"
"70020768","1800","1800","1800"
"70022336","1800","1800","1800"
"70022432","1800","1800","1800"
"70024032","1600","1600","1600"
"70025184","1600","1600","1600"
"70027456","1800","1800","1800"
"70027936","2000","2000","2000"
"70028192","1800","1800","1800"
"70028384","1600","1600","1600"
"70028672","1800","1800","1800"
"70030176","1800","1800","1800"
"70031840","1800","1800","1800"
"70032032","1800","1800","1800"
"70034976","1800","1800","1800"
"70036896","1200","1200","1200"
"70038464","1800","1800","1800"
"70039488","1800","1800","1800"
"70039712","1800","1800","1800"
"70040416","1800","1800","1800"
"70040864","1800","1800","1800"
"70041408","1800","1800","1800"
"70042464","1800","1800","1800"
"70044000","1800","1800","1800"
"70044032","1800","1800","1800"
"70044864","1800","1800","1800"
"70046240","1800","1800","1800"
"70046784","1800","1800","1800"
"70048960","1800","1800","1800"
"70049184","1800","1800","1800"
"70049792","1800","1800","1800"
"70050080","1800","1800","1800"
"70051936","1800","1800","1800"
"70052384","1800","1800","1800"
"70053600","1400","1400","1400"
"70056768","1800","1800","1800"
"70058720","1800","1800","1800"
"70058784","1800","1800","1800"
"70059360","1800","1800","1800"
"70060224","1800","1800","1800"
"70061024","1600","1600","1600"
"70061376","1800","1800","1800"
"70062176","1800","1800","1800"
"70062240","2000","2000","2000"
"70062528","1800","1800","1800"
"70064384","1800","1800","1800"
"70065600","1800","1800","1800"
"70065824","1800","1800","1800"
"70066080","1400","1400","1400"
"70067456","1200","1200","1200"
"70067968","1800","1800","1800"
"70068576","2000","2000","2000"
"70070624","1800","1800","1800"
"70070752","1800","1800","1800"
"70071584","1800","1800","1800"
"70073696","1800","1800","1800"
"70075552","1600","1600","1600"
"70077376","2000","2000","2000"
"70078336","1800","1800","1800"
"70080544","1800","1800","1800"
"70081216","1600","1600","1600"
"70082560","1800","1800","1800"
"70083136","1800","1800","1800"
"70083872","1800","1800","1800"
"70083936","1800","1800","1800"
"70085696","1800","1800","1800"
"70089152","1800","1800","1800"
"70089440","2000","2000","2000"
"70089760","2000","2000","2000"
"70092352","1800","1800","1800"
"70092384","1800","1800","1800"
"70092512","1800","1800","1800"
"70093408","1800","1800","1800"
"70095488","1800","1800","1800"
"70096992","1800","1800","1800"
"70097760","2000","2000","2000"
"70098464","1800","1800","1800"
"70102336","1600","1600","1600"
"70104384","1800","1800","1800"
"70104448","1800","1800","1800"
"70104704","1800","1800","1800"
"70105504","1800","1800","1800"
"70105536","1800","1800","1800"
"70105888","1800","1800","1800"
"70107744","1800","1800","1800"
"70108704","1800","1800","1800"
"70109344","1800","1800","1800"
"70110944","1800","1800","1800"
"70111264","1600","1600","1600"
"70111296","1600","1600","1600"
"70111424","1800","1800","1800"
"70112576","2000","2000","2000"
"70113984","1800","1800","1800"
"70114080","1800","1800","1800"
"70115040","1800","1800","1800"
"70115200","1800","1800","1800"
"70120096","1600","1600","1600"
"70121056","1800","1800","1800"
"70121888","1800","1800","1800"
"70121920","1800","1800","1800"
"70122816","2000","2000","2000"
"70126208","1800","1800","1800"
"70126464","1800","1800","1800"
"70127200","1800","1800","1800"
"70129408","1800","1800","1800"
"70131072","1800","1800","1800"
"70132480","2000","2000","2000"
"70132768","1800","1800","1800"
"70132928","1800","1800","1800"
"70133056","1800","1800","1800"
"70133120","1800","1800","1800"
"70133600","1800","1800","1800"
"70135648","1400","1400","1400"
"70135744","1800","1800","1800"
"70135808","1800","1800","1800"
"70136672","1600","1600","1600"
"70138944","2000","2000","2000"
"70141088","1800","1800","1800"
"70141696","1800","1800","1800"
"70143648","1800","1800","1800"
"70145664","1800","1800","1800"
"70146432","1800","1800","1800"
"70146688","1800","1800","1800"
"70146912","1800","1800","1800"
"70148160","1800","1800","1800"
"70149024","1800","1800","1800"
"70149344","1800","1800","1800"
"70151104","1800","1800","1800"
"70152128","1400","1400","1400"
"70152864","1800","1800","1800"
"70154624","1800","1800","1800"
"70154688","1800","1800","1800"
"70154752","1800","1800","1800"
"70155456","1800","1800","1800"
"70156640","2000","2000","2000"
"70157344","1800","1800","1800"
"70157408","1800","1800","1800"
"70158336","1800","1800","1800"
"70160544","1800","1800","1800"
"70162304","1800","1800","1800"
"70162784","1800","1800","1800"
"70164512","1800","1800","1800"
"70165408","1800","1800","1800"
"70165600","1200","1200","1200"
"70166432","1800","1800","1800"
"70167296","1600","1600","1600"
"70168448","1800","1800","1800"
"70168704","1800","1800","1800"
"70169760","1800","1800","1800"
"70170112","1800","1800","1800"
"70172736","2000","2000","2000"
"70172832","1800","1800","1800"
"70174624","1800","1800","1800"
"70176416","1800","1800","1800"
"70176480","1600","1600","1600"
"70177248","1800","1800","1800"
"70178368","1800","1800","1800"
"70179008","1800","1800","1800"
"70179072","1800","1800","1800"
"70180064","1800","1800","1800"
"70182144","1800","1800","1800"
"70184128","1800","1800","1800"
"70184512","1800","1800","1800"
"70184576","1800","1800","1800"
"70185024","1600","1600","1600"
"70187040","1800","1800","1800"
"70187104","1800","1800","1800"
"70188384","1400","1400","1400"
"70189088","1800","1800","1800"
"70189600","1800","1800","1800"
"70190048","1800","1800","1800"
"70190464","1800","1800","1800"
"70191840","1800","1800","1800"
"70193760","2000","2000","2000"
"70194528","1800","1800","1800"
"70194592","1600","1600","1600"
"70196352","1200","1200","1200"
"70198080","1800","1800","1800"
"70198144","1800","1800","1800"
"70198528","1200","1200","1200"
"70198848","1800","1800","1800"
"70200704","1800","1800","1800"
"70201600","2000","2000","2000"
"70201856","1800","1800","1800"
"70202784","2000","2000","2000"
"70203872","1800","1800","1800"
"70206336","1800","1800","1800"
"70206560","1200","1200","1200"
"70207904","1800","1800","1800"
"70208640","1800","1800","1800"
"70208896","1800","1800","1800"
"70209088","1800","1800","1800"
"70209120","1400","1400","1400"
"70213632","1800","1800","1800"
"70214240","2000","2000","2000"
"70215552","1800","1800","1800"
"70216384","1800","1800","1800"
"70217472","1600","1600","1600"
"70218112","1800","1800","1800"
"70219520","1400","1400","1400"
"70219776","1800","1800","1800"
"70220256","1800","1800","1800"
"70220608","1800","1800","1800"
"70221952","2000","2000","2000"
"70223392","1800","1800","1800"
"70225568","1800","1800","1800"
"70227840","1800","1800","1800"
"70228608","1800","1800","1800"
"70230496","1800","1800","1800"
"70230592","1800","1800","1800"
"70230688","1800","1800","1800"
"70230752","1800","1800","1800"
"70233312","1800","1800","1800"
"70233792","1800","1800","1800"
"70235200","1800","1800","1800"
"70238144","1800","1800","1800"
"70238208","1800","1800","1800"
"70241120","1800","1800","1800"
"70243616","1800","1800","1800"
"70243712","1800","1800","1800"
"70244160","1800","1800","1800"
"70244992","1800","1800","1800"
"70247424","2000","2000","2000"
"70248160","1800","1800","1800"
"70249056","1800","1800","1800"
"70250272","1800","1800","1800"
"70251904","1800","1800","1800"
"70252000","1800","1800","1800"
"70252224","1800","1800","1800"
"70252576","1800","1800","1800"
"70253376","1800","1800","1800"
"70256864","1800","1800","1800"
"70259136","1800","1800","1800"
"70260896","1800","1800","1800"
"70261056","1200","1200","1200"
"70261376","1800","1800","1800"
"70261664","2000","2000","2000"
"70262720","1800","1800","1800"
"70263424","1600","1600","1600"
"70264096","1800","1800","1800"
"70264864","1000","1000","1000"
"70268864","1800","1800","1800"
"70270752","1800","1800","1800"
"70271136","1800","1800","1800"
"70271456","1400","1400","1400"
"70272064","1600","1600","1600"
"70272864","1800","1800","1800"
"70273344","1600","1600","1600"
"70274080","1800","1800","1800"
"70274400","1800","1800","1800"
"70275008","1800","1800","1800"
"70276768","1800","1800","1800"
"70278592","1800","1800","1800"
"70279328","2000","2000","2000"
"70281344","1800","1800","1800"
"70281568","1800","1800","1800"
"70282848","1800","1800","1800"
"70282880","1000","1000","1000"
"70283072","1800","1800","1800"
"70284288","1800","1800","1800"
"70285120","1800","1800","1800"
"70285504","2000","2000","2000"
"70285792","1800","1800","1800"
"70286496","1800","1800","1800"
"70287168","2000","2000","2000"
"70290496","1800","1800","1800"
"70291552","1800","1800","1800"
"70292416","1800","1800","1800"
"70292928","1600","1600","1600"
"70293152","1800","1800","1800"
"70293792","1800","1800","1800"
"70294592","1800","1800","1800"
"70295040","1800","1800","1800"
"70295360","1800","1800","1800"
"70297824","2000","2000","2000"
"70300192","1800","1800","1800"
"70303200","1800","1800","1800"
"70304352","1600","1600","1600"
"70304832","1800","1800","1800"
"70306176","1800","1800","1800"
"70306848","1800","1800","1800"
"70308128","1800","1800","1800"
"70308928","1800","1800","1800"
"70311200","1200","1200","1200"
"70312288","1800","1800","1800"
"70314144","1800","1800","1800"
"70314816","1800","1800","1800"
"70314880","1800","1800","1800"
"70316416","1800","1800","1800"
"70316768","1800","1800","1800"
"70317056","1800","1800","1800"
"70317952","1800","1800","1800"
"70319616","1800","1800","1800"
"70320224","1800","1800","1800"
"70321984","1800","1800","1800"
"70323008","1800","1800","1800"
"70325984","1800","1800","1800"
"70326272","1800","1800","1800"
"70326464","1800","1800","1800"
"70327872","1800","1800","1800"
"70328064","2000","2000","2000"
"70329152","1800","1800","1800"
"70329760","2000","2000","2000"
"70329888","1800","1800","1800"
"70330464","2000","2000","2000"
"70333984","1800","1800","1800"
"70334816","1800","1800","1800"
"70336352","1800","1800","1800"
"70336512","1800","1800","1800"
"70338080","1800","1800","1800"
"70338336","1800","1800","1800"
"70339136","1800","1800","1800"
"70339616","1800","1800","1800"
"70343328","2000","2000","2000"
"70343616","1800","1800","1800"
"70344736","1600","1600","1600"
"70346432","1800","1800","1800"
"70347712","1800","1800","1800"
"70348256","1800","1800","1800"
"70349664","1600","1600","1600"
"70350144","2000","2000","2000"
"70352064","1800","1800","1800"
"70352384","1800","1800","1800"
"70352864","2000","2000","2000"
"70355648","1800","1800","1800"
"70356384","1800","1800","1800"
"70356672","2000","2000","2000"
"70357664","1800","1800","1800"
"70359936","1800","1800","1800"
"70360288","1800","1800","1800"
"70363072","2000","2000","2000"
"70364000","1800","1800","1800"
"70364960","1800","1800","1800"
"70365216","1200","1200","1200"
"70365344","1800","1800","1800"
"70365728","1800","1800","1800"
"70365824","1200","1200","1200"
