"Step","MDM_Frostbite_25_3 - hierarchy_use/hierarchy_selected_3","MDM_Frostbite_25_3 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Frostbite_25_3 - hierarchy_use/hierarchy_selected_3__MAX","MDM_Frostbite_25_2 - hierarchy_use/hierarchy_selected_3","MDM_Frostbite_25_2 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Frostbite_25_2 - hierarchy_use/hierarchy_selected_3__MAX","MDM_Frostbite_25_1 - hierarchy_use/hierarchy_selected_3","MDM_Frostbite_25_1 - hierarchy_use/hierarchy_selected_3__MIN","MDM_Frostbite_25_1 - hierarchy_use/hierarchy_selected_3__MAX"
"53746208","0.01171875","0.01171875","0.01171875","","","","","",""
"53746880","","","","","","","1","1","1"
"53747040","","","","1","1","1","","",""
"53758400","","","","","","","1","1","1"
"53759264","0","0","0","","","","","",""
"53759712","","","","1","1","1","","",""
"53771936","","","","1","1","1","","",""
"53772672","0","0","0","","","","","",""
"53772768","","","","","","","1","1","1"
"53783136","0","0","0","","","","","",""
"53784640","","","","","","","1","1","1"
"53784960","","","","1","1","1","","",""
"53797472","","","","","","","1","1","1"
"53797952","0.017578125","0.017578125","0.017578125","","","","","",""
"53798240","","","","1","1","1","","",""
"53810816","","","","","","","1","1","1"
"53811040","0","0","0","","","","","",""
"53811168","","","","1","1","1","","",""
"53822752","","","","","","","1","1","1"
"53823072","","","","1","1","1","","",""
"53823968","0.01171875","0.01171875","0.01171875","","","","","",""
"53834848","","","","","","","1","1","1"
"53836512","0","0","0","","","","","",""
"53836736","","","","1","1","1","","",""
"53847776","","","","1","1","1","","",""
"53849152","0","0","0","","","","","",""
"53849216","","","","","","","0.994140625","0.994140625","0.994140625"
"53860960","0","0","0","","","","","",""
"53862048","","","","1","1","1","","",""
"53862112","","","","","","","0.994140625","0.994140625","0.994140625"
"53873152","0","0","0","","","","","",""
"53874080","","","","1","1","1","","",""
"53874656","","","","","","","0.98828125","0.98828125","0.98828125"
"53887008","","","","","","","0.98828125","0.98828125","0.98828125"
"53887552","0","0","0","","","","","",""
"53887584","","","","1","1","1","","",""
"53899328","","","","1","1","1","","",""
"53899424","","","","","","","0.994140625","0.994140625","0.994140625"
"53900416","0.009765625","0.009765625","0.009765625","","","","","",""
"53912992","","","","1","1","1","","",""
"53913184","","","","","","","1","1","1"
"53913280","0.0078125","0.0078125","0.0078125","","","","","",""
"53925536","","","","1","1","1","","",""
"53926048","","","","","","","0.994140625","0.994140625","0.994140625"
"53926272","0.001953125","0.001953125","0.001953125","","","","","",""
"53938912","","","","1","1","1","0.990234375","0.990234375","0.990234375"
"53939008","0.01953125","0.01953125","0.01953125","","","","","",""
"53950944","","","","1","1","1","","",""
"53951808","","","","","","","0.998046875","0.998046875","0.998046875"
"53951936","0.037109375","0.037109375","0.037109375","","","","","",""
"53964512","0.04296875","0.04296875","0.04296875","","","","","",""
"53964576","","","","1","1","1","","",""
"53964768","","","","","","","0.986328125","0.986328125","0.986328125"
"53976672","0.046875","0.046875","0.046875","","","","","",""
"53977184","","","","","","","0.978515625","0.978515625","0.978515625"
"53977504","","","","1","1","1","","",""
"53989504","","","","1","1","1","","",""
"53990176","0.091796875","0.091796875","0.091796875","","","","","",""
"53990304","","","","","","","1","1","1"
"54001664","","","","","","","0.994140625","0.994140625","0.994140625"
"54002336","","","","1","1","1","","",""
"54002944","0.060546875","0.060546875","0.060546875","","","","","",""
"54015456","0.060546875","0.060546875","0.060546875","","","","","",""
"54015520","","","","1","1","1","","",""
"54015840","","","","","","","0.99609375","0.99609375","0.99609375"
"54028256","","","","1","1","1","","",""
"54028480","0.060546875","0.060546875","0.060546875","","","","","",""
"54028672","","","","","","","0.95703125","0.95703125","0.95703125"
"54039904","","","","","","","0.955078125","0.955078125","0.955078125"
"54041408","0.0625","0.0625","0.0625","","","","","",""
"54041504","","","","1","1","1","","",""
"54052416","0.0625","0.0625","0.0625","","","","","",""
"54053856","","","","","","","0.953125","0.953125","0.953125"
"54054176","","","","1","1","1","","",""
"54066592","0.080078125","0.080078125","0.080078125","","","","","",""
"54066720","","","","1","1","1","","",""
"54066944","","","","","","","0.986328125","0.986328125","0.986328125"
"54079520","","","","","","","0.98046875","0.98046875","0.98046875"
"54079904","","","","1","1","1","","",""
"54079968","0.0859375","0.0859375","0.0859375","","","","","",""
"54091840","","","","","","","0.958984375","0.958984375","0.958984375"
"54091968","0.046875","0.046875","0.046875","","","","","",""
"54092352","","","","1","1","1","","",""
"54104768","0.078125","0.078125","0.078125","","","","","",""
"54105472","","","","","","","0.94921875","0.94921875","0.94921875"
"54105504","","","","1","1","1","","",""
"54117696","","","","","","","0.931640625","0.931640625","0.931640625"
"54117888","","","","1","1","1","","",""
"54118304","0.10546875","0.10546875","0.10546875","","","","","",""
"54130176","","","","","","","0.9375","0.9375","0.9375"
"54130208","0.10546875","0.10546875","0.10546875","","","","","",""
"54130592","","","","1","1","1","","",""
"54143488","","","","1","1","1","","",""
"54143776","","","","","","","0.9375","0.9375","0.9375"
"54143904","0.087890625","0.087890625","0.087890625","","","","","",""
"54154912","0.087890625","0.087890625","0.087890625","","","","","",""
"54156192","","","","","","","0.939453125","0.939453125","0.939453125"
"54156704","","","","1","1","1","","",""
"54168320","0.11328125","0.11328125","0.11328125","","","","","",""
"54169184","","","","","","","0.94140625","0.94140625","0.94140625"
"54169312","","","","1","1","1","","",""
"54180640","","","","1","1","1","","",""
"54182080","0.126953125","0.126953125","0.126953125","","","","0.92578125","0.92578125","0.92578125"
"54194752","","","","","","","0.931640625","0.931640625","0.931640625"
"54194784","0.0859375","0.0859375","0.0859375","","","","","",""
"54195136","","","","1","1","1","","",""
"54206976","","","","1","1","1","","",""
"54207392","0.0625","0.0625","0.0625","","","","0.9375","0.9375","0.9375"
"54219520","","","","1","1","1","","",""
"54220224","","","","","","","0.9375","0.9375","0.9375"
"54220768","0.109375","0.109375","0.109375","","","","","",""
"54231552","0.126953125","0.126953125","0.126953125","","","","","",""
"54231648","","","","","","","0.9375","0.9375","0.9375"
"54231936","","","","1","1","1","","",""
"54245312","","","","","","","0.92578125","0.92578125","0.92578125"
"54245920","","","","1","1","1","","",""
"54246368","0.16015625","0.16015625","0.16015625","","","","","",""
"54256448","0.193359375","0.193359375","0.193359375","","","","","",""
"54258336","","","","","","","0.90234375","0.90234375","0.90234375"
"54259008","","","","1","1","1","","",""
"54270176","","","","1","1","1","","",""
"54271232","","","","","","","0.91015625","0.91015625","0.91015625"
"54271840","0.20703125","0.20703125","0.20703125","","","","","",""
"54282976","0.25","0.25","0.25","","","","","",""
"54283360","","","","1","1","1","","",""
"54284608","","","","","","","0.880859375","0.880859375","0.880859375"
"54296256","","","","1","1","1","","",""
"54297216","","","","","","","0.875","0.875","0.875"
"54297536","0.263671875","0.263671875","0.263671875","","","","","",""
"54307424","0.3125","0.3125","0.3125","","","","","",""
"54310080","","","","","","","0.912109375","0.912109375","0.912109375"
"54310368","","","","1","1","1","","",""
"54322944","0.34375","0.34375","0.34375","","","","","",""
"54322976","","","","","","","0.921875","0.921875","0.921875"
"54323136","","","","1","1","1","","",""
"54335808","","","","1","1","1","0.931640625","0.931640625","0.931640625"
"54335904","0.38671875","0.38671875","0.38671875","","","","","",""
"54347584","","","","1","1","1","","",""
"54348256","","","","","","","0.92578125","0.92578125","0.92578125"
"54348768","0.474609375","0.474609375","0.474609375","","","","","",""
"54360192","0.4609375","0.4609375","0.4609375","","","","","",""
"54361184","","","","","","","0.9375","0.9375","0.9375"
"54361216","","","","1","1","1","","",""
"54374272","0.51171875","0.51171875","0.51171875","","","","","",""
"54374304","","","","1","1","1","0.9375","0.9375","0.9375"
"54386432","","","","1","1","1","","",""
"54386688","","","","","","","0.9375","0.9375","0.9375"
"54387136","0.552734375","0.552734375","0.552734375","","","","","",""
"54398272","0.59375","0.59375","0.59375","","","","","",""
"54398592","","","","1","1","1","","",""
"54399904","","","","","","","0.9375","0.9375","0.9375"
"54410720","0.5703125","0.5703125","0.5703125","","","","","",""
"54411456","","","","1","1","1","","",""
"54412704","","","","","","","0.955078125","0.955078125","0.955078125"
"54424128","","","","","","","0.96484375","0.96484375","0.96484375"
"54425152","","","","1","1","1","","",""
"54425344","0.55078125","0.55078125","0.55078125","","","","","",""
"54436864","0.58203125","0.58203125","0.58203125","","","","","",""
"54437440","","","","1","1","1","","",""
"54437984","","","","","","","0.919921875","0.919921875","0.919921875"
"54450560","","","","","","","0.904296875","0.904296875","0.904296875"
"54450752","","","","1","1","1","","",""
"54450912","0.6484375","0.6484375","0.6484375","","","","","",""
"54460928","0.693359375","0.693359375","0.693359375","","","","","",""
"54463040","","","","","","","0.900390625","0.900390625","0.900390625"
"54463648","","","","1","1","1","","",""
"54475840","0.736328125","0.736328125","0.736328125","","","","","",""
"54476256","","","","","","","0.89453125","0.89453125","0.89453125"
"54476416","","","","1","1","1","","",""
"54489152","0.76171875","0.76171875","0.76171875","","","","","",""
"54489408","","","","","","","0.87109375","0.87109375","0.87109375"
"54489472","","","","1","1","1","","",""
"54499264","","","","1","1","1","","",""
"54501120","","","","","","","0.8671875","0.8671875","0.8671875"
"54502272","0.796875","0.796875","0.796875","","","","","",""
"54514752","0.8828125","0.8828125","0.8828125","","","","","",""
"54514880","","","","1","1","1","","",""
"54514976","","","","","","","0.88671875","0.88671875","0.88671875"
"54526880","","","","","","","0.876953125","0.876953125","0.876953125"
"54527584","","","","1","1","1","","",""
"54527616","0.9921875","0.9921875","0.9921875","","","","","",""
"54538464","1","1","1","","","","","",""
"54540608","","","","","","","0.8515625","0.8515625","0.8515625"
"54540704","","","","1","1","1","","",""
"54551072","","","","1","1","1","","",""
"54551232","1","1","1","","","","","",""
"54553568","","","","","","","0.88671875","0.88671875","0.88671875"
"54562336","1","1","1","","","","","",""
"54566112","","","","","","","0.845703125","0.845703125","0.845703125"
"54566208","","","","1","1","1","","",""
"54576224","1","1","1","","","","","",""
"54577568","","","","","","","0.8046875","0.8046875","0.8046875"
"54579072","","","","1","1","1","","",""
"54590464","","","","","","","0.744140625","0.744140625","0.744140625"
"54591200","0.990234375","0.990234375","0.990234375","","","","","",""
"54591648","","","","1","1","1","","",""
"54601600","","","","","","","0.73046875","0.73046875","0.73046875"
"54604288","0.998046875","0.998046875","0.998046875","","","","","",""
"54604672","","","","1","1","1","","",""
"54616640","","","","1","1","1","","",""
"54617504","","","","","","","0.705078125","0.705078125","0.705078125"
"54617536","1","1","1","","","","","",""
"54626912","0.994140625","0.994140625","0.994140625","","","","","",""
"54629856","","","","","","","0.666015625","0.666015625","0.666015625"
"54630272","","","","1","1","1","","",""
"54642144","","","","1","1","1","","",""
"54642208","1","1","1","","","","","",""
"54642272","","","","","","","0.650390625","0.650390625","0.650390625"
"54654464","","","","","","","0.693359375","0.693359375","0.693359375"
"54655456","","","","1","1","1","","",""
"54655584","1","1","1","","","","","",""
"54667616","","","","","","","0.662109375","0.662109375","0.662109375"
"54668256","1","1","1","","","","","",""
"54668736","","","","1","1","1","","",""
"54679008","1","1","1","","","","","",""
"54680448","","","","","","","0.642578125","0.642578125","0.642578125"
"54681248","","","","1","1","1","","",""
"54693728","","","","1","1","1","","",""
"54693952","1","1","1","","","","","",""
"54694368","","","","","","","0.587890625","0.587890625","0.587890625"
"54704896","","","","1","1","1","","",""
"54706688","","","","","","","0.55078125","0.55078125","0.55078125"
"54706880","1","1","1","","","","","",""
"54719264","1","1","1","","","","","",""
"54719456","","","","1","1","1","","",""
"54719744","","","","","","","0.5078125","0.5078125","0.5078125"
"54731616","","","","","","","0.505859375","0.505859375","0.505859375"
"54731904","","","","1","1","1","","",""
"54732480","1","1","1","","","","","",""
"54744992","","","","0.994140625","0.994140625","0.994140625","0.52734375","0.52734375","0.52734375"
"54745536","1","1","1","","","","","",""
"54757376","","","","1","1","1","","",""
"54758272","1","1","1","","","","","",""
"54758368","","","","","","","0.537109375","0.537109375","0.537109375"
"54770144","","","","1","1","1","0.501953125","0.501953125","0.501953125"
"54770912","1","1","1","","","","","",""
"54783488","","","","1","1","1","","",""
"54783840","","","","","","","0.466796875","0.466796875","0.466796875"
"54783968","1","1","1","","","","","",""
"54795904","1","1","1","","","","","",""
"54796416","","","","1","1","1","","",""
"54796608","","","","","","","0.42578125","0.42578125","0.42578125"
"54807840","","","","1","1","1","","",""
"54808032","1","1","1","","","","","",""
"54808672","","","","","","","0.408203125","0.408203125","0.408203125"
"54821344","","","","1","1","1","","",""
"54821792","","","","","","","0.419921875","0.419921875","0.419921875"
"54822176","1","1","1","","","","","",""
"54832544","","","","","","","0.431640625","0.431640625","0.431640625"
"54833696","","","","1","1","1","","",""
"54834880","1","1","1","","","","","",""
"54846048","","","","","","","0.419921875","0.419921875","0.419921875"
"54846176","","","","0.994140625","0.994140625","0.994140625","","",""
"54847968","1","1","1","","","","","",""
"54860544","","","","1","1","1","","",""
"54860608","1","1","1","","","","","",""
"54860640","","","","","","","0.421875","0.421875","0.421875"
"54871840","1","1","1","","","","","",""
"54872224","","","","","","","0.412109375","0.412109375","0.412109375"
"54872704","","","","1","1","1","","",""
"54885056","","","","","","","0.41796875","0.41796875","0.41796875"
"54886208","1","1","1","","","","","",""
"54886336","","","","1","1","1","","",""
"54898080","","","","1","1","1","","",""
"54898496","","","","","","","0.412109375","0.412109375","0.412109375"
"54898912","1","1","1","","","","","",""
"54909728","1","1","1","","","","","",""
"54911200","","","","","","","0.423828125","0.423828125","0.423828125"
"54911968","","","","1","1","1","","",""
"54923808","","","","","","","0.4375","0.4375","0.4375"
"54924448","1","1","1","","","","","",""
"54924544","","","","1","1","1","","",""
"54936576","","","","1","1","1","","",""
"54937472","","","","","","","0.43359375","0.43359375","0.43359375"
"54937536","1","1","1","","","","","",""
"54948960","","","","1","1","1","","",""
"54949088","","","","","","","0.435546875","0.435546875","0.435546875"
"54950080","1","1","1","","","","","",""
"54959296","","","","","","","0.505859375","0.505859375","0.505859375"
"54962976","1","1","1","","","","","",""
"54963168","","","","1","1","1","","",""
"54975392","1","1","1","","","","","",""
"54975488","","","","1","1","1","0.462890625","0.462890625","0.462890625"
"54988000","","","","1","1","1","","",""
"54988384","1","1","1","","","","","",""
"54988576","","","","","","","0.443359375","0.443359375","0.443359375"
"55000448","1","1","1","","","","","",""
"55000480","","","","","","","0.412109375","0.412109375","0.412109375"
"55000640","","","","1","1","1","","",""
"55013696","","","","0.99609375","0.99609375","0.99609375","","",""
"55014080","","","","","","","0.427734375","0.427734375","0.427734375"
"55014368","1","1","1","","","","","",""
"55026304","","","","0.974609375","0.974609375","0.974609375","","",""
"55026720","1","1","1","","","","0.4140625","0.4140625","0.4140625"
"55039264","1","1","1","","","","","",""
"55039552","","","","","","","0.380859375","0.380859375","0.380859375"
"55039872","","","","0.98828125","0.98828125","0.98828125","","",""
"55052416","","","","0.97265625","0.97265625","0.97265625","0.38671875","0.38671875","0.38671875"
"55052768","1","1","1","","","","","",""
"55064352","1","1","1","","","","","",""
"55065120","","","","0.96875","0.96875","0.96875","","",""
"55065408","","","","","","","0.404296875","0.404296875","0.404296875"
"55077184","","","","0.96875","0.96875","0.96875","","",""
"55077344","","","","","","","0.412109375","0.412109375","0.412109375"
"55077792","1","1","1","","","","","",""
"55089664","1","1","1","","","","","",""
"55090304","","","","0.962890625","0.962890625","0.962890625","","",""
"55090752","","","","","","","0.390625","0.390625","0.390625"
"55102656","","","","","","","0.369140625","0.369140625","0.369140625"
"55102720","1","1","1","","","","","",""
"55103808","","","","0.962890625","0.962890625","0.962890625","","",""
"55116512","","","","","","","0.35546875","0.35546875","0.35546875"
"55116608","1","1","1","","","","","",""
"55116640","","","","0.931640625","0.931640625","0.931640625","","",""
"55129024","","","","","","","0.34375","0.34375","0.34375"
"55129216","1","1","1","","","","","",""
"55129312","","","","0.91015625","0.91015625","0.91015625","","",""
"55141376","","","","0.90625","0.90625","0.90625","","",""
"55141792","","","","","","","0.34375","0.34375","0.34375"
"55142336","1","1","1","","","","","",""
"55153664","","","","","","","0.34375","0.34375","0.34375"
"55155008","","","","0.90625","0.90625","0.90625","","",""
"55155104","1","1","1","","","","","",""
"55166624","1","1","1","","","","","",""
"55166912","","","","","","","0.353515625","0.353515625","0.353515625"
"55167264","","","","0.90625","0.90625","0.90625","","",""
"55180128","1","1","1","","","","","",""
"55180192","","","","","","","0.357421875","0.357421875","0.357421875"
"55180672","","","","0.90625","0.90625","0.90625","","",""
"55193056","","","","","","","0.35546875","0.35546875","0.35546875"
"55193312","1","1","1","","","","","",""
"55193472","","","","0.90625","0.90625","0.90625","","",""
"55205088","1","1","1","","","","","",""
"55205120","","","","0.90625","0.90625","0.90625","","",""
"55205984","","","","","","","0.349609375","0.349609375","0.349609375"
"55218176","","","","","","","0.34375","0.34375","0.34375"
"55218784","1","1","1","","","","","",""
"55219168","","","","0.8828125","0.8828125","0.8828125","","",""
"55231232","","","","","","","0.3671875","0.3671875","0.3671875"
"55231872","","","","0.884765625","0.884765625","0.884765625","","",""
"55231968","1","1","1","","","","","",""
"55244192","","","","","","","0.37109375","0.37109375","0.37109375"
"55244448","","","","0.84765625","0.84765625","0.84765625","","",""
"55244640","1","1","1","","","","","",""
"55256704","","","","","","","0.369140625","0.369140625","0.369140625"
"55257120","","","","0.833984375","0.833984375","0.833984375","","",""
"55257184","1","1","1","","","","","",""
"55269792","1","1","1","","","","","",""
"55269984","","","","","","","0.39453125","0.39453125","0.39453125"
"55270304","","","","0.84375","0.84375","0.84375","","",""
"55282752","","","","0.833984375","0.833984375","0.833984375","","",""
"55282816","1","1","1","","","","","",""
"55283104","","","","","","","0.447265625","0.447265625","0.447265625"
"55294624","1","1","1","","","","","",""
"55294816","","","","","","","0.470703125","0.470703125","0.470703125"
"55295680","","","","0.75390625","0.75390625","0.75390625","","",""
"55308608","1","1","1","0.7421875","0.7421875","0.7421875","","",""
"55308768","","","","","","","0.474609375","0.474609375","0.474609375"
"55320608","1","1","1","","","","","",""
"55320864","","","","0.73046875","0.73046875","0.73046875","","",""
"55321568","","","","","","","0.45703125","0.45703125","0.45703125"
"55333760","1","1","1","","","","","",""
"55333888","","","","0.70703125","0.70703125","0.70703125","","",""
"55334240","","","","","","","0.45703125","0.45703125","0.45703125"
"55345344","1","1","1","","","","","",""
"55346560","","","","0.6875","0.6875","0.6875","","",""
"55347136","","","","","","","0.447265625","0.447265625","0.447265625"
"55359520","1","1","1","","","","","",""
"55359904","","","","","","","0.484375","0.484375","0.484375"
"55359936","","","","0.6875","0.6875","0.6875","","",""
"55370880","","","","","","","0.486328125","0.486328125","0.486328125"
"55371840","","","","0.6875","0.6875","0.6875","","",""
"55372256","1","1","1","","","","","",""
"55383680","1","1","1","","","","","",""
"55384128","","","","0.66796875","0.66796875","0.66796875","","",""
"55385216","","","","","","","0.50390625","0.50390625","0.50390625"
"55395680","","","","","","","0.498046875","0.498046875","0.498046875"
"55397984","1","1","1","","","","","",""
"55398208","","","","0.66796875","0.66796875","0.66796875","","",""
"55409824","1","1","1","","","","","",""
"55410784","","","","0.65625","0.65625","0.65625","","",""
"55411104","","","","","","","0.4921875","0.4921875","0.4921875"
"55423488","1","1","1","","","","","",""
"55423584","","","","","","","0.55078125","0.55078125","0.55078125"
"55423904","","","","0.65625","0.65625","0.65625","","",""
"55435104","","","","0.65625","0.65625","0.65625","","",""
"55436224","1","1","1","","","","","",""
"55436384","","","","","","","0.580078125","0.580078125","0.580078125"
"55448384","1","1","1","","","","","",""
"55448672","","","","","","","0.5859375","0.5859375","0.5859375"
"55449504","","","","0.65625","0.65625","0.65625","","",""
"55461376","","","","0.65625","0.65625","0.65625","","",""
"55461792","1","1","1","","","","","",""
"55462304","","","","","","","0.5546875","0.5546875","0.5546875"
"55474368","","","","0.65625","0.65625","0.65625","","",""
"55474560","1","1","1","","","","","",""
"55474880","","","","","","","0.57421875","0.57421875","0.57421875"
"55485792","","","","","","","0.541015625","0.541015625","0.541015625"
"55487136","","","","0.662109375","0.662109375","0.662109375","","",""
"55487808","1","1","1","","","","","",""
"55500128","","","","","","","0.537109375","0.537109375","0.537109375"
"55500352","","","","0.6875","0.6875","0.6875","","",""
"55500576","1","1","1","","","","","",""
"55511424","","","","0.708984375","0.708984375","0.708984375","","",""
"55513152","","","","","","","0.521484375","0.521484375","0.521484375"
"55513344","1","1","1","","","","","",""
"55523520","1","1","1","","","","","",""
"55525376","","","","0.736328125","0.736328125","0.736328125","","",""
"55526048","","","","","","","0.576171875","0.576171875","0.576171875"
"55538208","","","","","","","0.625","0.625","0.625"
"55538240","1","1","1","","","","","",""
"55538784","","","","0.75","0.75","0.75","","",""
"55551232","","","","","","","0.58984375","0.58984375","0.58984375"
"55551424","1","1","1","","","","","",""
"55551744","","","","0.75","0.75","0.75","","",""
"55563680","","","","","","","0.578125","0.578125","0.578125"
"55563968","","","","0.744140625","0.744140625","0.744140625","","",""
"55564576","1","1","1","","","","","",""
"55575904","","","","0.755859375","0.755859375","0.755859375","","",""
"55577440","1","1","1","","","","","",""
"55577504","","","","","","","0.546875","0.546875","0.546875"
"55590112","","","","","","","0.55859375","0.55859375","0.55859375"
"55590208","","","","0.75","0.75","0.75","","",""
"55590272","1","1","1","","","","","",""
"55601120","1","1","1","","","","","",""
"55602304","","","","0.75","0.75","0.75","","",""
"55602784","","","","","","","0.494140625","0.494140625","0.494140625"
"55615136","1","1","1","","","","","",""
"55615744","","","","","","","0.494140625","0.494140625","0.494140625"
"55615904","","","","0.76171875","0.76171875","0.76171875","","",""
"55627936","","","","","","","0.51953125","0.51953125","0.51953125"
"55628512","","","","0.75","0.75","0.75","","",""
"55628576","1","1","1","","","","","",""
"55639872","1","1","1","","","","","",""
"55641088","","","","","","","0.62109375","0.62109375","0.62109375"
"55641376","","","","0.76171875","0.76171875","0.76171875","","",""
"55651744","","","","","","","0.63671875","0.63671875","0.63671875"
"55652992","","","","0.755859375","0.755859375","0.755859375","","",""
"55654240","1","1","1","","","","","",""
"55666400","","","","","","","0.6640625","0.6640625","0.6640625"
"55666752","1","1","1","","","","","",""
"55667072","","","","0.75","0.75","0.75","","",""
"55678624","","","","0.76171875","0.76171875","0.76171875","","",""
"55679808","","","","","","","0.69140625","0.69140625","0.69140625"
"55679872","1","1","1","","","","","",""
"55691680","1","1","1","","","","","",""
"55692064","","","","0.75","0.75","0.75","","",""
"55692448","","","","","","","0.771484375","0.771484375","0.771484375"
"55705088","","","","0.765625","0.765625","0.765625","","",""
"55705312","1","1","1","","","","","",""
"55705376","","","","","","","0.7734375","0.7734375","0.7734375"
"55715616","1","1","1","","","","","",""
"55717568","","","","0.763671875","0.763671875","0.763671875","","",""
"55717856","","","","","","","0.787109375","0.787109375","0.787109375"
"55729632","","","","","","","0.837890625","0.837890625","0.837890625"
"55730816","1","1","1","","","","","",""
"55731072","","","","0.736328125","0.736328125","0.736328125","","",""
"55741152","","","","","","","0.8828125","0.8828125","0.8828125"
"55743264","","","","0.703125","0.703125","0.703125","","",""
"55743744","1","1","1","","","","","",""
"55754336","1","1","1","","","","","",""
"55754848","","","","","","","0.892578125","0.892578125","0.892578125"
"55756608","","","","0.716796875","0.716796875","0.716796875","","",""
"55767520","","","","0.724609375","0.724609375","0.724609375","","",""
"55767744","","","","","","","0.931640625","0.931640625","0.931640625"
"55769024","1","1","1","","","","","",""
"55781280","1","1","1","","","","","",""
"55782240","","","","","","","0.91796875","0.91796875","0.91796875"
"55782368","","","","0.71875","0.71875","0.71875","","",""
"55793760","","","","","","","0.892578125","0.892578125","0.892578125"
"55794592","","","","0.71875","0.71875","0.71875","","",""
"55795008","1","1","1","","","","","",""
"55807072","","","","","","","0.90625","0.90625","0.90625"
"55807648","1","1","1","","","","","",""
"55807936","","","","0.71875","0.71875","0.71875","","",""
"55818944","","","","0.71875","0.71875","0.71875","","",""
"55820640","1","1","1","","","","","",""
"55820672","","","","","","","0.90234375","0.90234375","0.90234375"
"55830144","","","","","","","0.8984375","0.8984375","0.8984375"
"55833344","","","","0.71875","0.71875","0.71875","","",""
"55833568","1","1","1","","","","","",""
"55845248","1","1","1","","","","","",""
"55845344","","","","","","","0.8828125","0.8828125","0.8828125"
"55845504","","","","0.71875","0.71875","0.71875","","",""
"55857088","","","","0.71875","0.71875","0.71875","","",""
"55858208","1","1","1","","","","","",""
"55858944","","","","","","","0.8828125","0.8828125","0.8828125"
"55869600","","","","0.71875","0.71875","0.71875","","",""
"55871584","","","","","","","0.8359375","0.8359375","0.8359375"
"55871968","1","1","1","","","","","",""
"55882720","","","","0.71875","0.71875","0.71875","","",""
"55883392","1","1","1","","","","","",""
"55884544","","","","","","","0.84765625","0.84765625","0.84765625"
"55895520","","","","0.740234375","0.740234375","0.740234375","","",""
"55896832","1","1","1","","","","","",""
"55897440","","","","","","","0.85546875","0.85546875","0.85546875"
"55908640","","","","0.75","0.75","0.75","","",""
"55909568","","","","","","","0.857421875","0.857421875","0.857421875"
"55910304","1","1","1","","","","","",""
"55921952","1","1","1","","","","","",""
"55922496","","","","0.755859375","0.755859375","0.755859375","","",""
"55923168","","","","","","","0.833984375","0.833984375","0.833984375"
"55935584","","","","","","","0.79296875","0.79296875","0.79296875"
"55935616","","","","0.75","0.75","0.75","","",""
"55935744","1","1","1","","","","","",""
"55947936","1","1","1","","","","","",""
"55948448","","","","0.779296875","0.779296875","0.779296875","","",""
"55948736","","","","","","","0.763671875","0.763671875","0.763671875"
"55961408","","","","0.78125","0.78125","0.78125","","",""
"55961504","","","","","","","0.693359375","0.693359375","0.693359375"
"55961536","1","1","1","","","","","",""
"55973376","1","1","1","","","","","",""
"55974336","","","","0.78125","0.78125","0.78125","","",""
"55974368","","","","","","","0.623046875","0.623046875","0.623046875"
"55986624","1","1","1","","","","","",""
"55986912","","","","0.78125","0.78125","0.78125","","",""
"55987168","","","","","","","0.58203125","0.58203125","0.58203125"
"55999360","1","1","1","","","","","",""
"55999488","","","","0.814453125","0.814453125","0.814453125","","",""
"55999712","","","","","","","0.4921875","0.4921875","0.4921875"
"56010208","","","","0.84375","0.84375","0.84375","","",""
"56011008","","","","","","","0.45703125","0.45703125","0.45703125"
"56012256","1","1","1","","","","","",""
"56025120","1","1","1","","","","","",""
"56025312","","","","","","","0.439453125","0.439453125","0.439453125"
"56025536","","","","0.837890625","0.837890625","0.837890625","","",""
"56037248","","","","0.849609375","0.849609375","0.849609375","","",""
"56037824","","","","","","","0.380859375","0.380859375","0.380859375"
"56037856","1","1","1","","","","","",""
"56047584","","","","","","","0.291015625","0.291015625","0.291015625"
"56050752","1","1","1","","","","","",""
"56050816","","","","0.865234375","0.865234375","0.865234375","","",""
"56063648","","","","","","","0.20703125","0.20703125","0.20703125"
"56063904","","","","0.91015625","0.91015625","0.91015625","","",""
"56063968","1","1","1","","","","","",""
"56075680","","","","","","","0.171875","0.171875","0.171875"
"56076384","","","","0.96875","0.96875","0.96875","","",""
"56076736","1","1","1","","","","","",""
"56088928","","","","0.974609375","0.974609375","0.974609375","","",""
"56089504","1","1","1","","","","","",""
"56089536","","","","","","","0.169921875","0.169921875","0.169921875"
"56100320","1","1","1","","","","","",""
"56100832","","","","","","","0.15625","0.15625","0.15625"
"56101376","","","","0.9921875","0.9921875","0.9921875","","",""
"56111712","1","1","1","","","","","",""
"56114400","","","","","","","0.095703125","0.095703125","0.095703125"
"56115136","","","","1","1","1","","",""
"56124800","","","","","","","0.099609375","0.099609375","0.099609375"
"56126720","","","","0.994140625","0.994140625","0.994140625","","",""
"56127968","1","1","1","","","","","",""
"56139584","","","","","","","0.07421875","0.07421875","0.07421875"
"56140384","1","1","1","","","","","",""
"56140768","","","","1","1","1","","",""
"56150112","","","","","","","0.0625","0.0625","0.0625"
"56151872","1","1","1","","","","","",""
"56153504","","","","0.994140625","0.994140625","0.994140625","","",""
