"Step","a3c_Frostbite_runseed=0 - training/episode/reward","a3c_Frostbite_runseed=0 - training/episode/reward__MIN","a3c_Frostbite_runseed=0 - training/episode/reward__MAX"
"92952960","270","270","270"
"92953248","240","240","240"
"92954112","270","270","270"
"92955552","260","260","260"
"92955648","270","270","270"
"92956352","270","270","270"
"92956832","270","270","270"
"92956896","270","270","270"
"92957504","270","270","270"
"92957792","270","270","270"
"92958752","270","270","270"
"92959296","270","270","270"
"92959904","270","270","270"
"92961824","260","260","260"
"92962016","270","270","270"
"92962592","270","270","270"
"92964928","260","260","260"
"92965888","270","270","270"
"92966240","270","270","270"
"92967680","270","270","270"
"92969504","270","270","270"
"92969792","270","270","270"
"92970848","270","270","270"
"92971040","270","270","270"
"92972800","270","270","270"
"92974592","270","270","270"
"92974976","270","270","270"
"92975008","270","270","270"
"92975200","260","260","260"
"92975904","270","270","270"
"92976992","270","270","270"
"92982464","270","270","270"
"92986112","270","270","270"
"92986368","270","270","270"
"92986752","270","270","270"
"92986880","270","270","270"
"92987488","270","270","270"
"92987648","270","270","270"
"92987872","270","270","270"
"92988480","270","270","270"
"92989248","270","270","270"
"92990816","270","270","270"
"92991136","270","270","270"
"92992096","270","270","270"
"92992160","270","270","270"
"92995712","270","270","270"
"92996032","270","270","270"
"92996096","270","270","270"
"92997984","270","270","270"
"92998880","270","270","270"
"92999648","270","270","270"
"93002144","260","260","260"
"93003360","270","270","270"
"93004064","260","260","260"
"93004576","270","270","270"
"93006432","270","270","270"
"93007744","270","270","270"
"93008800","270","270","270"
"93008896","270","270","270"
"93009568","260","260","260"
"93010080","270","270","270"
"93012256","270","270","270"
"93012672","260","260","260"
"93015072","270","270","270"
"93016864","270","270","270"
"93017440","260","260","260"
"93018432","260","260","260"
"93019968","270","270","270"
"93021952","270","270","270"
"93022208","270","270","270"
"93022400","270","270","270"
"93023072","270","270","270"
"93023136","270","270","270"
"93024800","270","270","270"
"93026080","270","270","270"
"93026304","260","260","260"
"93027232","260","260","260"
"93031392","260","260","260"
"93033056","250","250","250"
"93034880","270","270","270"
"93035136","270","270","270"
"93035648","270","270","270"
"93038400","260","260","260"
"93039008","270","270","270"
"93039520","270","270","270"
"93040320","270","270","270"
"93040832","270","270","270"
"93040896","270","270","270"
"93041472","270","270","270"
"93042560","270","270","270"
"93043296","270","270","270"
"93045632","270","270","270"
"93046048","270","270","270"
"93046112","270","270","270"
"93046304","270","270","270"
"93046816","270","270","270"
"93047360","270","270","270"
"93047456","270","270","270"
"93051168","270","270","270"
"93051744","260","260","260"
"93052384","270","270","270"
"93052800","270","270","270"
"93053568","270","270","270"
"93054528","270","270","270"
"93055520","260","260","260"
"93058912","270","270","270"
"93059840","270","270","270"
"93061248","260","260","260"
"93064192","270","270","270"
"93065760","270","270","270"
"93066400","260","260","260"
"93066560","270","270","270"
"93067840","270","270","270"
"93068384","270","270","270"
"93068736","270","270","270"
"93071360","270","270","270"
"93071680","260","260","260"
"93072256","270","270","270"
"93073280","270","270","270"
"93074816","270","270","270"
"93075712","270","270","270"
"93076928","270","270","270"
"93078848","270","270","270"
"93079552","270","270","270"
"93079776","270","270","270"
"93080576","270","270","270"
"93083008","270","270","270"
"93084224","270","270","270"
"93085024","270","270","270"
"93085664","270","270","270"
"93087392","270","270","270"
"93088288","270","270","270"
"93088352","260","260","260"
"93091168","270","270","270"
"93092032","270","270","270"
"93094656","270","270","270"
"93094688","270","270","270"
"93094816","270","270","270"
"93096096","270","270","270"
"93097312","270","270","270"
"93097376","270","270","270"
"93098944","270","270","270"
"93099104","270","270","270"
"93100672","260","260","260"
"93102272","270","270","270"
"93102592","270","270","270"
"93102784","270","270","270"
"93103072","270","270","270"
"93103776","260","260","260"
"93104576","270","270","270"
"93109952","270","270","270"
"93110688","270","270","270"
"93111872","270","270","270"
"93112736","260","260","260"
"93113664","270","270","270"
"93114944","270","270","270"
"93115136","270","270","270"
"93115264","270","270","270"
"93115424","270","270","270"
"93115744","270","270","270"
"93116800","270","270","270"
"93119488","270","270","270"
"93120384","270","270","270"
"93121216","270","270","270"
"93121568","270","270","270"
"93124992","270","270","270"
"93126784","270","270","270"
"93127264","270","270","270"
"93128288","270","270","270"
"93130240","270","270","270"
"93130400","270","270","270"
"93131328","270","270","270"
"93132416","270","270","270"
"93134048","260","260","260"
"93134208","240","240","240"
"93134240","270","270","270"
"93134432","270","270","270"
"93134560","270","270","270"
"93136480","260","260","260"
"93138176","240","240","240"
"93144000","270","270","270"
"93144032","270","270","270"
"93144096","270","270","270"
"93146144","270","270","270"
"93146400","250","250","250"
"93147424","270","270","270"
"93147488","270","270","270"
"93147584","270","270","270"
"93147840","270","270","270"
"93148288","250","250","250"
"93148992","270","270","270"
"93149568","270","270","270"
"93149728","260","260","260"
"93150208","270","270","270"
"93150912","270","270","270"
"93154368","270","270","270"
"93155072","270","270","270"
"93155680","270","270","270"
"93156256","260","260","260"
"93157856","270","270","270"
"93160384","260","260","260"
"93162336","270","270","270"
"93163264","260","260","260"
"93163424","270","270","270"
"93163488","270","270","270"
"93163616","270","270","270"
"93165632","270","270","270"
"93166016","270","270","270"
"93166688","270","270","270"
"93166784","260","260","260"
"93167808","270","270","270"
"93168256","250","250","250"
"93170784","270","270","270"
"93171168","270","270","270"
"93171584","270","270","270"
"93172448","270","270","270"
"93172608","270","270","270"
"93175072","270","270","270"
"93175520","270","270","270"
"93178656","270","270","270"
"93178688","270","270","270"
"93178944","260","260","260"
"93179680","260","260","260"
"93183616","270","270","270"
"93183680","270","270","270"
"93185312","270","270","270"
"93185472","270","270","270"
"93188448","230","230","230"
"93190176","270","270","270"
"93192064","260","260","260"
"93193600","260","260","260"
"93193728","270","270","270"
"93194976","270","270","270"
"93197344","240","240","240"
"93198144","270","270","270"
"93198880","270","270","270"
"93199136","270","270","270"
"93202016","270","270","270"
"93202048","270","270","270"
"93202368","270","270","270"
"93202400","300","300","300"
"93203040","270","270","270"
"93205152","270","270","270"
"93206784","250","250","250"
"93206880","270","270","270"
"93207552","270","270","270"
"93208192","240","240","240"
"93208672","270","270","270"
"93209280","270","270","270"
"93212512","270","270","270"
"93212704","270","270","270"
"93213920","270","270","270"
"93214112","260","260","260"
"93215552","270","270","270"
"93218336","270","270","270"
"93218656","260","260","260"
"93218848","270","270","270"
"93219584","260","260","260"
"93220992","270","270","270"
"93222048","270","270","270"
"93222656","270","270","270"
"93224320","270","270","270"
"93226080","270","270","270"
"93226720","270","270","270"
"93228224","270","270","270"
"93232320","270","270","270"
"93233696","270","270","270"
"93235616","270","270","270"
"93235904","270","270","270"
"93237280","270","270","270"
"93237312","270","270","270"
"93237536","270","270","270"
"93240000","300","300","300"
"93240096","270","270","270"
"93240320","270","270","270"
"93241632","270","270","270"
"93245536","270","270","270"
"93245728","270","270","270"
"93247712","270","270","270"
"93249248","260","260","260"
"93249344","270","270","270"
"93249952","270","270","270"
"93250496","260","260","260"
"93252032","240","240","240"
"93252256","270","270","270"
"93252448","270","270","270"
"93253152","270","270","270"
"93254496","270","270","270"
"93256192","270","270","270"
"93257152","270","270","270"
"93257280","270","270","270"
"93257312","270","270","270"
"93258592","270","270","270"
"93261888","260","260","260"
"93263648","270","270","270"
"93263680","270","270","270"
"93264832","270","270","270"
"93265344","270","270","270"
"93266304","270","270","270"
"93266784","270","270","270"
"93267360","270","270","270"
"93268928","260","260","260"
"93270400","260","260","260"
"93271072","270","270","270"
"93271424","270","270","270"
"93272288","270","270","270"
"93273088","270","270","270"
"93273248","270","270","270"
"93274240","270","270","270"
"93277184","270","270","270"
"93277472","240","240","240"
"93277920","270","270","270"
"93278912","270","270","270"
"93280160","270","270","270"
"93281312","220","220","220"
"93281632","270","270","270"
"93284576","270","270","270"
"93285600","270","270","270"
"93286464","250","250","250"
"93286528","270","270","270"
"93287360","270","270","270"
"93287392","270","270","270"
"93288192","270","270","270"
"93289280","260","260","260"
"93289728","260","260","260"
"93289856","270","270","270"
"93293760","270","270","270"
"93295328","270","270","270"
"93295872","270","270","270"
"93299168","270","270","270"
"93299456","270","270","270"
"93301600","270","270","270"
"93301632","270","270","270"
"93302944","270","270","270"
"93304416","260","260","260"
"93305280","270","270","270"
"93306176","270","270","270"
"93306272","270","270","270"
"93307104","270","270","270"
"93307456","260","260","260"
"93308960","270","270","270"
"93312864","270","270","270"
"93312992","250","250","250"
"93318528","270","270","270"
"93318784","270","270","270"
"93319200","260","260","260"
"93319904","260","260","260"
"93320096","270","270","270"
"93323104","270","270","270"
"93323776","270","270","270"
"93323808","270","270","270"
"93324320","270","270","270"
"93324352","270","270","270"
"93324736","270","270","270"
"93326752","270","270","270"
"93327360","270","270","270"
"93327808","270","270","270"
"93327904","270","270","270"
"93328416","260","260","260"
"93329248","270","270","270"
"93329504","240","240","240"
"93329536","270","270","270"
"93329568","270","270","270"
"93329760","270","270","270"
"93330208","260","260","260"
"93330720","270","270","270"
"93335456","270","270","270"
"93335680","270","270","270"
"93336576","240","240","240"
"93337664","270","270","270"
"93338112","270","270","270"
"93339584","260","260","260"
"93339616","270","270","270"
"93340768","270","270","270"
"93341888","270","270","270"
"93342336","270","270","270"
"93342496","270","270","270"
"93343040","270","270","270"
"93345152","270","270","270"
"93345696","250","250","250"
"93346144","270","270","270"
"93346368","270","270","270"
"93346432","250","250","250"
"93346880","260","260","260"
"93347488","270","270","270"
"93347968","270","270","270"
"93354848","270","270","270"
"93355200","270","270","270"
"93356288","270","270","270"
"93357152","270","270","270"
"93358688","270","270","270"
"93358816","270","270","270"
"93360640","270","270","270"
