"Step","a3c_Gravitar_runseed=0 - training/episode/reward","a3c_Gravitar_runseed=0 - training/episode/reward__MIN","a3c_Gravitar_runseed=0 - training/episode/reward__MAX"
"92407456","350","350","350"
"92408064","250","250","250"
"92408704","0","0","0"
"92409760","700","700","700"
"92410112","250","250","250"
"92410752","250","250","250"
"92415104","100","100","100"
"92417856","350","350","350"
"92418112","250","250","250"
"92419040","100","100","100"
"92419968","450","450","450"
"92422368","0","0","0"
"92424960","100","100","100"
"92428096","500","500","500"
"92428384","250","250","250"
"92430272","0","0","0"
"92430304","100","100","100"
"92430848","250","250","250"
"92430880","350","350","350"
"92433856","550","550","550"
"92434784","0","0","0"
"92436448","250","250","250"
"92437792","100","100","100"
"92438368","0","0","0"
"92440096","900","900","900"
"92440352","250","250","250"
"92441312","250","250","250"
"92442496","350","350","350"
"92443232","250","250","250"
"92446368","100","100","100"
"92448608","600","600","600"
"92448640","600","600","600"
"92449088","250","250","250"
"92450592","550","550","550"
"92450880","250","250","250"
"92450912","850","850","850"
"92450944","500","500","500"
"92455424","250","250","250"
"92456416","350","350","350"
"92456608","0","0","0"
"92456832","550","550","550"
"92459104","100","100","100"
"92462400","0","0","0"
"92464768","200","200","200"
"92465760","500","500","500"
"92469280","550","550","550"
"92469472","100","100","100"
"92469760","250","250","250"
"92469824","500","500","500"
"92470112","0","0","0"
"92472032","250","250","250"
"92472608","0","0","0"
"92475328","450","450","450"
"92475552","0","0","0"
"92476736","200","200","200"
"92476992","100","100","100"
"92477184","250","250","250"
"92478784","100","100","100"
"92479520","0","0","0"
"92480640","0","0","0"
"92482336","500","500","500"
"92482624","500","500","500"
"92482944","100","100","100"
"92483776","250","250","250"
"92484864","450","450","450"
"92485312","350","350","350"
"92486048","100","100","100"
"92486272","0","0","0"
"92487168","100","100","100"
"92487648","250","250","250"
"92488256","0","0","0"
"92489024","800","800","800"
"92490304","250","250","250"
"92490496","250","250","250"
"92490528","100","100","100"
"92491968","250","250","250"
"92492704","0","0","0"
"92492768","450","450","450"
"92493824","100","100","100"
"92494048","250","250","250"
"92494912","700","700","700"
"92495104","500","500","500"
"92495648","0","0","0"
"92496032","1050","1050","1050"
"92497280","500","500","500"
"92498048","0","0","0"
"92500032","100","100","100"
"92503136","600","600","600"
"92503808","450","450","450"
"92504064","0","0","0"
"92505632","100","100","100"
"92507616","350","350","350"
"92508544","250","250","250"
"92508896","0","0","0"
"92508928","0","0","0"
"92510080","100","100","100"
"92511872","500","500","500"
"92513344","200","200","200"
"92513760","750","750","750"
"92514656","250","250","250"
"92514816","250","250","250"
"92514944","100","100","100"
"92516704","250","250","250"
"92516736","450","450","450"
"92517344","0","0","0"
"92519296","600","600","600"
"92519904","500","500","500"
"92521216","250","250","250"
"92521312","100","100","100"
"92523584","0","0","0"
"92523680","350","350","350"
"92523712","700","700","700"
"92523744","250","250","250"
"92523968","250","250","250"
"92525184","250","250","250"
"92526816","900","900","900"
"92527040","100","100","100"
"92528192","0","0","0"
"92530176","800","800","800"
"92531040","350","350","350"
"92531200","100","100","100"
"92531392","350","350","350"
"92532800","200","200","200"
"92533024","0","0","0"
"92533152","0","0","0"
"92533632","200","200","200"
"92533888","250","250","250"
"92534784","850","850","850"
"92536128","500","500","500"
"92537760","450","450","450"
"92537792","0","0","0"
"92539360","0","0","0"
"92539744","250","250","250"
"92540896","650","650","650"
"92541024","200","200","200"
"92542560","100","100","100"
"92544448","750","750","750"
"92547200","250","250","250"
"92547424","1050","1050","1050"
"92548352","500","500","500"
"92548960","350","350","350"
"92550368","250","250","250"
"92550464","0","0","0"
"92550560","250","250","250"
"92551648","450","450","450"
"92552128","350","350","350"
"92552896","350","350","350"
"92555680","250","250","250"
"92558592","100","100","100"
"92560096","200","200","200"
"92560736","700","700","700"
"92561760","300","300","300"
"92561792","450","450","450"
"92568224","0","0","0"
"92568768","100","100","100"
"92569472","500","500","500"
"92569888","100","100","100"
"92571008","700","700","700"
"92572960","250","250","250"
"92573536","100","100","100"
"92573568","350","350","350"
"92574784","250","250","250"
"92576832","300","300","300"
"92577568","250","250","250"
"92579072","250","250","250"
"92579936","0","0","0"
"92580192","700","700","700"
"92580640","200","200","200"
"92581024","250","250","250"
"92582016","450","450","450"
"92585824","250","250","250"
"92587168","100","100","100"
"92587840","100","100","100"
"92588128","100","100","100"
"92588704","350","350","350"
"92588768","100","100","100"
"92588992","100","100","100"
"92589536","500","500","500"
"92590848","350","350","350"
"92591168","350","350","350"
"92591200","950","950","950"
"92591328","0","0","0"
"92593152","100","100","100"
"92593408","100","100","100"
"92593472","350","350","350"
"92594336","0","0","0"
"92598464","200","200","200"
"92599552","250","250","250"
"92600160","250","250","250"
"92601376","0","0","0"
"92601792","500","500","500"
"92604000","100","100","100"
"92606336","250","250","250"
"92606624","350","350","350"
"92607840","350","350","350"
"92609088","100","100","100"
"92610656","500","500","500"
"92612192","600","600","600"
"92612480","500","500","500"
"92612832","250","250","250"
"92612992","0","0","0"
"92616384","850","850","850"
"92619104","350","350","350"
"92619552","100","100","100"
"92620928","0","0","0"
"92621152","550","550","550"
"92621888","500","500","500"
"92622112","350","350","350"
"92622816","100","100","100"
"92624960","500","500","500"
"92625856","0","0","0"
"92626720","250","250","250"
"92626784","0","0","0"
"92627936","0","0","0"
"92628832","0","0","0"
"92631936","500","500","500"
"92632160","0","0","0"
"92632320","250","250","250"
"92634688","350","350","350"
"92634944","500","500","500"
"92635232","500","500","500"
"92637376","200","200","200"
"92637920","0","0","0"
"92638272","800","800","800"
"92639232","250","250","250"
"92641088","500","500","500"
"92641792","100","100","100"
"92642176","700","700","700"
"92642720","250","250","250"
"92643488","0","0","0"
"92643744","0","0","0"
"92645312","100","100","100"
"92645920","250","250","250"
"92646592","500","500","500"
"92646944","200","200","200"
"92647104","0","0","0"
"92647200","550","550","550"
"92647584","600","600","600"
"92648640","500","500","500"
"92650816","350","350","350"
"92652448","200","200","200"
"92653856","750","750","750"
"92654048","0","0","0"
"92654336","250","250","250"
"92655168","100","100","100"
"92657312","0","0","0"
"92659104","250","250","250"
"92659392","250","250","250"
"92660576","0","0","0"
"92661536","0","0","0"
"92661856","350","350","350"
"92662336","0","0","0"
"92664320","200","200","200"
"92664384","350","350","350"
"92665280","100","100","100"
"92665856","300","300","300"
"92666080","750","750","750"
"92666400","600","600","600"
"92666432","100","100","100"
"92667872","250","250","250"
"92668640","0","0","0"
"92668736","100","100","100"
"92670080","250","250","250"
"92672480","100","100","100"
"92673120","600","600","600"
"92673408","0","0","0"
"92674656","100","100","100"
"92674848","100","100","100"
"92675072","250","250","250"
"92675264","250","250","250"
"92675904","250","250","250"
"92680064","750","750","750"
"92680864","500","500","500"
"92681536","0","0","0"
"92681696","250","250","250"
"92682112","450","450","450"
"92682176","0","0","0"
"92682464","200","200","200"
"92682944","250","250","250"
"92683776","100","100","100"
"92685024","0","0","0"
"92685824","500","500","500"
"92685888","0","0","0"
"92686016","0","0","0"
"92686176","250","250","250"
"92687008","600","600","600"
"92687936","100","100","100"
"92690720","100","100","100"
"92691104","200","200","200"
"92691168","0","0","0"
"92693248","750","750","750"
"92693952","200","200","200"
"92694048","250","250","250"
"92695264","250","250","250"
"92697312","200","200","200"
"92697472","100","100","100"
"92700096","100","100","100"
"92701600","500","500","500"
"92702976","350","350","350"
"92703968","250","250","250"
"92704000","250","250","250"
"92704768","700","700","700"
"92705632","800","800","800"
"92707040","600","600","600"
"92707264","300","300","300"
"92708608","500","500","500"
"92708960","500","500","500"
"92712064","500","500","500"
"92712288","100","100","100"
"92712960","500","500","500"
"92714144","500","500","500"
"92714464","0","0","0"
"92716224","750","750","750"
"92717824","100","100","100"
"92718688","250","250","250"
"92719488","250","250","250"
"92719712","1150","1150","1150"
"92720864","700","700","700"
"92721280","100","100","100"
"92722176","250","250","250"
"92723424","450","450","450"
"92723552","0","0","0"
"92724288","500","500","500"
"92725536","0","0","0"
"92726720","700","700","700"
"92727840","250","250","250"
"92728256","250","250","250"
"92730496","0","0","0"
"92730560","750","750","750"
"92731232","350","350","350"
"92732448","950","950","950"
"92732800","250","250","250"
"92733408","350","350","350"
"92735168","100","100","100"
"92737280","250","250","250"
"92741248","200","200","200"
"92741632","700","700","700"
"92742016","0","0","0"
"92744608","200","200","200"
"92745216","500","500","500"
"92746240","250","250","250"
"92747168","100","100","100"
"92747520","250","250","250"
"92748928","450","450","450"
"92749536","600","600","600"
"92750560","500","500","500"
"92751168","250","250","250"
"92752448","800","800","800"
"92752832","350","350","350"
"92753856","450","450","450"
"92754400","250","250","250"
"92755296","250","250","250"
"92756864","200","200","200"
"92760032","250","250","250"
"92760160","500","500","500"
"92760672","250","250","250"
"92761184","500","500","500"
"92761760","250","250","250"
"92761984","450","450","450"
"92762592","0","0","0"
"92764000","350","350","350"
"92764544","600","600","600"
"92764992","500","500","500"
"92767008","500","500","500"
"92767456","100","100","100"
"92767680","0","0","0"
"92767744","0","0","0"
"92768576","0","0","0"
"92769216","100","100","100"
"92770240","250","250","250"
"92773760","250","250","250"
"92774496","250","250","250"
"92774528","100","100","100"
"92780352","0","0","0"
"92780448","0","0","0"
"92780576","250","250","250"
"92781536","250","250","250"
"92784416","350","350","350"
"92785728","0","0","0"
"92786112","250","250","250"
"92786496","100","100","100"
"92786880","500","500","500"
"92787712","0","0","0"
"92789344","250","250","250"
"92789472","500","500","500"
"92789792","250","250","250"
"92789888","100","100","100"
"92794720","0","0","0"
"92797792","100","100","100"
"92798112","0","0","0"
"92799616","250","250","250"
"92799680","500","500","500"
"92799712","550","550","550"
"92800192","250","250","250"
"92801696","0","0","0"
"92806464","800","800","800"
"92806912","100","100","100"
"92807552","500","500","500"
"92808448","450","450","450"
"92808864","100","100","100"
"92810208","250","250","250"
"92810400","450","450","450"
"92811296","500","500","500"
"92812000","250","250","250"
"92812832","250","250","250"
"92815936","250","250","250"
"92817344","0","0","0"
"92818336","0","0","0"
"92818368","550","550","550"
"92820096","100","100","100"
"92820544","0","0","0"
"92821664","350","350","350"
"92822592","200","200","200"
"92823552","500","500","500"
"92823840","550","550","550"
"92827232","100","100","100"
"92827712","250","250","250"
"92828768","250","250","250"
"92828864","500","500","500"
"92828896","250","250","250"
"92829216","0","0","0"
"92829696","350","350","350"
"92829856","850","850","850"
"92830400","350","350","350"
"92830752","0","0","0"
"92831040","100","100","100"
"92837056","500","500","500"
"92837920","0","0","0"
"92838176","250","250","250"
"92838656","250","250","250"
"92838816","850","850","850"
"92838848","700","700","700"
"92839936","250","250","250"
"92840800","500","500","500"
"92841856","0","0","0"
"92841920","0","0","0"
"92842336","200","200","200"
"92842752","250","250","250"
"92846432","0","0","0"
"92847008","100","100","100"
"92848608","0","0","0"
"92849952","800","800","800"
"92850688","350","350","350"
"92851008","250","250","250"
"92852864","550","550","550"
"92855552","200","200","200"
"92856096","250","250","250"
"92857952","350","350","350"
"92858048","250","250","250"
"92858560","550","550","550"
"92859200","500","500","500"
"92860736","0","0","0"
"92861216","350","350","350"
"92861344","250","250","250"
"92862240","100","100","100"
"92863680","0","0","0"
"92864320","600","600","600"
"92865856","0","0","0"
"92866752","500","500","500"
"92867360","500","500","500"
"92867808","250","250","250"
"92868352","0","0","0"
"92870976","250","250","250"
"92874496","200","200","200"
"92874592","250","250","250"
"92875808","600","600","600"
"92878592","350","350","350"
"92878624","400","400","400"
"92878656","500","500","500"
"92878688","200","200","200"
"92879200","500","500","500"
"92879552","0","0","0"
"92879712","600","600","600"
"92880096","350","350","350"
"92881280","350","350","350"
"92881344","250","250","250"
"92882496","250","250","250"
"92884256","250","250","250"
"92884320","0","0","0"
"92885120","500","500","500"
"92886144","500","500","500"
"92890688","950","950","950"
"92891136","250","250","250"
"92892160","250","250","250"
"92893984","100","100","100"
"92894816","100","100","100"
"92895392","600","600","600"
"92895808","500","500","500"
"92896288","0","0","0"
"92898368","200","200","200"
"92899392","0","0","0"
"92900096","100","100","100"
"92900128","250","250","250"
"92900384","350","350","350"
"92902912","250","250","250"
"92903264","300","300","300"
"92903648","500","500","500"
"92904224","0","0","0"
"92905088","750","750","750"
"92905280","0","0","0"
"92905632","250","250","250"
"92909216","0","0","0"
"92909760","350","350","350"
"92911904","350","350","350"
"92912000","200","200","200"
"92913824","500","500","500"
"92915136","350","350","350"
"92915392","250","250","250"
"92915488","250","250","250"
"92916160","0","0","0"
"92916832","850","850","850"
"92917984","0","0","0"
"92919232","250","250","250"
"92919552","100","100","100"
"92919648","350","350","350"
"92922144","250","250","250"
"92922176","0","0","0"
"92922528","200","200","200"
"92923424","0","0","0"
"92923520","250","250","250"
"92924192","200","200","200"
"92925664","250","250","250"
"92925760","500","500","500"
"92926080","0","0","0"
"92930048","0","0","0"
"92930144","0","0","0"
"92931136","350","350","350"
"92931648","250","250","250"
"92932832","500","500","500"
"92933568","0","0","0"
"92935744","0","0","0"
"92936128","250","250","250"
"92936352","0","0","0"
"92937312","0","0","0"
"92939232","600","600","600"
"92940608","250","250","250"
"92940736","900","900","900"
"92941824","850","850","850"
"92942400","0","0","0"
"92942912","250","250","250"
"92942944","250","250","250"
"92944672","250","250","250"
"92946592","100","100","100"
"92947040","500","500","500"
"92947424","250","250","250"
"92949696","0","0","0"
"92950080","500","500","500"
"92952608","350","350","350"
"92953120","250","250","250"
"92953408","100","100","100"
"92953824","250","250","250"
"92954432","500","500","500"
"92955360","600","600","600"
"92955648","250","250","250"
"92958144","350","350","350"
"92959008","200","200","200"
"92961024","500","500","500"
"92961536","250","250","250"
"92961632","350","350","350"
"92961824","0","0","0"
"92961856","200","200","200"
"92962048","200","200","200"
"92962432","250","250","250"
"92963808","450","450","450"
"92966368","100","100","100"
"92967072","200","200","200"
"92968448","700","700","700"
"92968832","350","350","350"
"92970048","350","350","350"
"92971904","600","600","600"
"92972064","250","250","250"
"92972640","350","350","350"
"92972736","350","350","350"
"92972992","200","200","200"
"92973280","0","0","0"
"92974144","100","100","100"
"92976480","100","100","100"
"92976576","0","0","0"
"92976960","0","0","0"
"92977280","0","0","0"
"92978816","100","100","100"
"92979584","100","100","100"
"92981344","250","250","250"
"92982688","350","350","350"
"92983264","0","0","0"
"92987552","100","100","100"
"92989312","0","0","0"
"92992544","600","600","600"
"92993376","250","250","250"
"92993472","700","700","700"
"92993696","500","500","500"
"92993728","100","100","100"
"92993888","700","700","700"
"92994560","250","250","250"
"92996032","0","0","0"
"92997952","0","0","0"
"92999808","100","100","100"
"93001152","500","500","500"
"93001216","0","0","0"
"93001792","250","250","250"
"93006848","450","450","450"
"93010816","250","250","250"
"93011552","0","0","0"
"93012224","350","350","350"
"93013216","500","500","500"
"93013856","500","500","500"
"93014624","350","350","350"
"93014688","500","500","500"
"93014912","200","200","200"
"93014944","100","100","100"
"93015552","500","500","500"
"93016384","0","0","0"
"93017696","250","250","250"
"93018464","250","250","250"
"93018912","600","600","600"
"93020448","500","500","500"
"93020992","600","600","600"
"93021856","250","250","250"
"93023392","500","500","500"
"93024800","250","250","250"
"93025280","250","250","250"
"93028736","450","450","450"
"93031008","500","500","500"
"93031360","0","0","0"
"93031424","350","350","350"
"93032672","250","250","250"
"93033408","0","0","0"
"93033664","0","0","0"
"93034144","350","350","350"
"93034912","250","250","250"
"93035200","250","250","250"
"93036384","800","800","800"
"93038784","400","400","400"
"93039104","100","100","100"
"93039872","100","100","100"
"93040032","700","700","700"
"93041344","200","200","200"
"93041824","250","250","250"
"93043232","0","0","0"
"93043968","250","250","250"
"93044160","100","100","100"
"93044544","100","100","100"
"93044736","500","500","500"
"93047584","100","100","100"
"93048832","100","100","100"
"93049760","100","100","100"
"93050944","250","250","250"
"93052768","250","250","250"
"93052864","0","0","0"
"93054144","100","100","100"
"93054336","250","250","250"
"93054624","100","100","100"
"93056000","500","500","500"
"93056576","250","250","250"
"93057088","0","0","0"
"93059968","0","0","0"
"93060096","250","250","250"
"93061056","600","600","600"
"93061504","250","250","250"
"93061760","100","100","100"
"93062656","200","200","200"
"93063424","600","600","600"
"93064512","350","350","350"
"93066624","350","350","350"
"93067168","0","0","0"
"93068416","500","500","500"
"93068608","0","0","0"
"93069696","0","0","0"
"93071008","250","250","250"
"93071648","0","0","0"
"93071712","100","100","100"
"93072672","500","500","500"
"93073760","250","250","250"
"93074336","250","250","250"
"93075072","700","700","700"
"93075360","100","100","100"
"93076256","100","100","100"
"93077440","700","700","700"
"93078816","500","500","500"
"93078976","250","250","250"
"93079200","250","250","250"
"93079552","0","0","0"
"93080384","550","550","550"
"93080576","500","500","500"
"93081120","250","250","250"
"93081408","350","350","350"
"93085280","500","500","500"
"93085664","250","250","250"
"93087008","500","500","500"
"93088160","250","250","250"
"93088256","250","250","250"
"93088288","550","550","550"
"93089792","250","250","250"
"93091904","500","500","500"
"93093312","100","100","100"
"93094304","500","500","500"
"93096928","250","250","250"
"93096960","350","350","350"
"93097088","0","0","0"
"93099904","100","100","100"
"93100992","500","500","500"
"93101088","0","0","0"
"93101152","500","500","500"
"93107456","100","100","100"
"93108128","600","600","600"
"93111712","250","250","250"
"93111744","1050","1050","1050"
"93113120","350","350","350"
"93116064","200","200","200"
"93116800","450","450","450"
"93116992","700","700","700"
"93117312","250","250","250"
"93117472","100","100","100"
"93119648","250","250","250"
"93120064","600","600","600"
"93121760","500","500","500"
"93122208","0","0","0"
"93123072","350","350","350"
"93125920","350","350","350"
"93126528","500","500","500"
"93127168","500","500","500"
"93127616","250","250","250"
"93129408","250","250","250"
"93130112","250","250","250"
"93130144","0","0","0"
"93132928","100","100","100"
"93133632","250","250","250"
"93135392","500","500","500"
"93136896","500","500","500"
"93136992","250","250","250"
"93138080","0","0","0"
"93138144","0","0","0"
"93139936","500","500","500"
"93140000","500","500","500"
"93140320","500","500","500"
"93140832","250","250","250"
"93143168","100","100","100"
"93144896","100","100","100"
"93146016","100","100","100"
"93147904","500","500","500"
"93149824","0","0","0"
"93150592","250","250","250"
"93151936","450","450","450"
"93152064","600","600","600"
"93152832","350","350","350"
"93154656","0","0","0"
"93156448","100","100","100"
"93156512","250","250","250"
"93157536","450","450","450"
"93157568","0","0","0"
"93157920","350","350","350"
"93158720","0","0","0"
"93160064","350","350","350"
"93160864","100","100","100"
"93161440","250","250","250"
"93163872","250","250","250"
"93164768","350","350","350"
"93165664","700","700","700"
"93165696","500","500","500"
"93167296","100","100","100"
"93168128","250","250","250"
"93169088","500","500","500"
"93171040","0","0","0"
"93171488","0","0","0"
"93171680","200","200","200"
"93174240","500","500","500"
"93174976","0","0","0"
"93175840","250","250","250"
"93176992","0","0","0"
"93177216","200","200","200"
"93177440","250","250","250"
"93177888","0","0","0"
"93178176","0","0","0"
"93179424","250","250","250"
"93179744","0","0","0"
"93179936","500","500","500"
"93180416","0","0","0"
"93180800","100","100","100"
"93180896","250","250","250"
"93184608","0","0","0"
"93185344","500","500","500"
"93186624","250","250","250"
"93188032","250","250","250"
"93190304","700","700","700"
"93195360","100","100","100"
"93196640","750","750","750"
"93197120","100","100","100"
"93197536","0","0","0"
"93198048","250","250","250"
"93198080","350","350","350"
"93198144","250","250","250"
"93198560","200","200","200"
"93200256","350","350","350"
"93200640","250","250","250"
"93202016","250","250","250"
"93205920","200","200","200"
"93207680","500","500","500"
"93208544","250","250","250"
"93210112","100","100","100"
"93210176","250","250","250"
"93212416","200","200","200"
"93213728","450","450","450"
"93215840","600","600","600"
"93216640","250","250","250"
"93217568","700","700","700"
"93217824","0","0","0"
"93218240","450","450","450"
"93220288","250","250","250"
"93221056","350","350","350"
"93221792","0","0","0"
"93222016","250","250","250"
"93222496","250","250","250"
"93224256","0","0","0"
"93224384","400","400","400"
"93225216","500","500","500"
"93225696","100","100","100"
"93225760","0","0","0"
"93226016","0","0","0"
"93229216","0","0","0"
"93232320","700","700","700"
"93234400","0","0","0"
"93234912","300","300","300"
"93235712","250","250","250"
"93238336","250","250","250"
"93240064","500","500","500"
"93240800","250","250","250"
"93242176","0","0","0"
"93242784","750","750","750"
"93243936","500","500","500"
"93244320","300","300","300"
"93245440","250","250","250"
"93245536","250","250","250"
"93245664","700","700","700"
"93246016","0","0","0"
"93246048","350","350","350"
"93247296","0","0","0"
"93251168","100","100","100"
"93252096","100","100","100"
"93252608","0","0","0"
"93253536","0","0","0"
"93254848","0","0","0"
"93254944","600","600","600"
"93256384","0","0","0"
"93257056","100","100","100"
"93257376","0","0","0"
"93259840","500","500","500"
"93260512","0","0","0"
"93261600","250","250","250"
"93261728","450","450","450"
"93261952","0","0","0"
"93262496","250","250","250"
"93262656","1150","1150","1150"
"93263296","500","500","500"
"93263648","650","650","650"
"93264000","100","100","100"
"93264576","250","250","250"
"93266240","250","250","250"
"93266304","250","250","250"
"93269056","0","0","0"
"93269600","0","0","0"
"93270848","250","250","250"
"93272160","100","100","100"
"93273344","0","0","0"
"93273568","250","250","250"
"93273920","100","100","100"
"93275104","450","450","450"
"93277760","250","250","250"
"93279328","250","250","250"
"93279616","250","250","250"
"93282688","600","600","600"
"93282752","500","500","500"
"93282880","100","100","100"
"93283136","250","250","250"
"93284320","100","100","100"
"93285632","0","0","0"
"93288736","250","250","250"
"93289856","250","250","250"
"93289984","0","0","0"
"93290016","550","550","550"
"93291136","0","0","0"
"93291264","750","750","750"
"93292032","100","100","100"
"93292800","550","550","550"
"93293920","250","250","250"
"93294016","100","100","100"
"93294912","100","100","100"
"93297728","100","100","100"
"93299552","350","350","350"
"93299904","0","0","0"
"93300320","950","950","950"
"93302112","600","600","600"
"93302240","400","400","400"
"93302944","0","0","0"
"93303072","500","500","500"
"93303168","250","250","250"
"93304736","700","700","700"
"93304832","600","600","600"
"93305376","700","700","700"
"93307296","0","0","0"
"93308832","100","100","100"
"93308864","450","450","450"
"93309760","0","0","0"
"93310784","250","250","250"
"93311488","250","250","250"
"93312384","0","0","0"
"93312672","450","450","450"
"93313248","550","550","550"
"93313792","950","950","950"
"93315648","500","500","500"
"93317280","250","250","250"
"93318560","500","500","500"
"93320672","100","100","100"
"93320768","500","500","500"
"93321088","250","250","250"
"93321504","0","0","0"
"93321920","100","100","100"
"93323680","450","450","450"
"93326400","800","800","800"
"93326912","500","500","500"
"93328544","100","100","100"
"93328736","0","0","0"
"93329824","350","350","350"
"93330240","500","500","500"
"93330784","700","700","700"
"93331040","500","500","500"
"93332544","0","0","0"
"93333056","100","100","100"
"93333216","250","250","250"
"93335712","250","250","250"
"93335904","500","500","500"
"93336128","350","350","350"
"93336992","500","500","500"
"93337184","0","0","0"
"93340000","500","500","500"
"93340032","500","500","500"
"93340544","250","250","250"
"93340576","0","0","0"
"93340800","500","500","500"
"93341024","0","0","0"
"93346272","500","500","500"
"93348480","250","250","250"
"93348896","350","350","350"
"93350400","500","500","500"
"93351104","0","0","0"
"93351520","600","600","600"
"93352064","200","200","200"
"93352352","500","500","500"
"93352896","0","0","0"
"93353664","500","500","500"
"93355488","350","350","350"
"93355840","100","100","100"
"93356384","700","700","700"
"93356832","350","350","350"
"93357344","250","250","250"
"93358240","250","250","250"
"93359584","0","0","0"
"93359872","650","650","650"
"93360640","500","500","500"
"93361632","250","250","250"
"93363616","100","100","100"
"93365696","450","450","450"
"93366400","500","500","500"
"93367328","850","850","850"
"93367744","250","250","250"
"93370176","450","450","450"
"93370784","250","250","250"
"93372448","600","600","600"
"93373312","0","0","0"
"93373504","250","250","250"
"93374752","250","250","250"
"93376096","100","100","100"
"93378304","0","0","0"
"93378880","200","200","200"
"93379360","500","500","500"
"93379424","500","500","500"
"93380192","500","500","500"
"93380352","350","350","350"
"93384480","850","850","850"
"93385792","250","250","250"
"93386144","250","250","250"
"93386464","450","450","450"
"93387168","500","500","500"
"93387232","350","350","350"
"93388224","700","700","700"
"93388864","350","350","350"
"93389504","200","200","200"
"93390688","0","0","0"
"93391872","100","100","100"
"93392320","500","500","500"
"93392448","0","0","0"
"93393664","500","500","500"
"93395520","350","350","350"
"93395584","250","250","250"
"93396000","250","250","250"
"93396192","0","0","0"
"93397184","100","100","100"
"93398720","0","0","0"
"93399360","100","100","100"
"93400960","700","700","700"
"93401184","500","500","500"
"93403776","900","900","900"
"93405280","500","500","500"
"93405504","250","250","250"
"93405984","350","350","350"
"93406208","450","450","450"
"93406368","0","0","0"
"93406496","250","250","250"
"93406688","0","0","0"
"93408160","200","200","200"
"93408608","0","0","0"
"93409888","0","0","0"
"93410592","250","250","250"
"93410624","350","350","350"
"93411232","250","250","250"
"93411552","250","250","250"
"93414752","250","250","250"
"93415296","500","500","500"
"93416832","250","250","250"
"93418048","250","250","250"
"93418304","850","850","850"
"93421184","350","350","350"
"93423328","500","500","500"
"93425152","0","0","0"
"93425952","550","550","550"
"93426112","250","250","250"
"93426528","550","550","550"
"93426976","250","250","250"
"93427072","250","250","250"
"93427616","250","250","250"
"93429408","700","700","700"
"93429632","350","350","350"
"93429888","100","100","100"
"93430208","0","0","0"
"93431424","500","500","500"
"93431488","600","600","600"
"93432096","450","450","450"
"93435264","350","350","350"
"93436288","0","0","0"
"93438240","450","450","450"
"93438688","0","0","0"
"93439360","600","600","600"
"93441120","350","350","350"
"93441152","0","0","0"
"93442720","0","0","0"
"93443552","500","500","500"
"93443744","0","0","0"
"93444864","0","0","0"
"93445824","0","0","0"
"93446272","800","800","800"
"93446976","0","0","0"
"93447456","200","200","200"
"93448096","350","350","350"
"93449600","350","350","350"
"93450656","950","950","950"
"93451968","900","900","900"
"93452544","350","350","350"
"93453632","250","250","250"
"93454048","0","0","0"
"93455200","800","800","800"
"93456864","700","700","700"
"93457536","100","100","100"
"93457696","500","500","500"
"93460096","450","450","450"
"93460416","500","500","500"
"93461184","600","600","600"
"93461888","500","500","500"
"93462816","100","100","100"
"93463040","0","0","0"
"93464896","0","0","0"
"93465792","350","350","350"
"93466496","100","100","100"
"93468800","0","0","0"
"93469216","500","500","500"
"93472000","0","0","0"
"93473760","0","0","0"
"93473984","550","550","550"
"93476736","750","750","750"
"93476768","100","100","100"
"93476800","350","350","350"
"93478560","100","100","100"
"93479840","500","500","500"
"93480256","0","0","0"
"93481088","600","600","600"
"93481344","750","750","750"
"93481472","0","0","0"
"93482368","350","350","350"
"93483648","100","100","100"
"93483808","100","100","100"
"93486080","250","250","250"
"93486560","0","0","0"
"93488256","100","100","100"
"93489248","250","250","250"
"93489760","250","250","250"
"93490048","600","600","600"
"93490528","250","250","250"
"93492384","500","500","500"
"93493152","250","250","250"
"93493216","300","300","300"
"93493888","0","0","0"
"93496672","0","0","0"
"93497376","250","250","250"
"93501248","500","500","500"
"93503616","250","250","250"
"93504736","100","100","100"
"93505504","200","200","200"
"93506208","0","0","0"
"93506944","700","700","700"
"93507232","450","450","450"
"93509696","0","0","0"
"93509920","500","500","500"
"93510336","350","350","350"
"93511072","500","500","500"
"93511552","350","350","350"
"93511584","250","250","250"
"93512480","0","0","0"
"93513408","250","250","250"
"93514592","250","250","250"
"93515168","700","700","700"
"93516192","100","100","100"
"93517472","350","350","350"
"93518688","350","350","350"
"93518976","350","350","350"
"93521248","0","0","0"
"93523040","100","100","100"
"93524320","350","350","350"
"93525632","250","250","250"
"93526432","350","350","350"
"93526464","0","0","0"
"93526784","0","0","0"
"93526848","0","0","0"
"93527232","100","100","100"
"93527520","700","700","700"
"93529536","250","250","250"
"93531040","0","0","0"
"93531136","100","100","100"
"93532032","100","100","100"
"93532096","0","0","0"
"93532544","700","700","700"
"93533216","700","700","700"
"93533856","250","250","250"
"93534528","200","200","200"
"93535072","250","250","250"
"93535648","100","100","100"
"93536416","250","250","250"
"93538144","0","0","0"
"93538592","0","0","0"
"93541120","350","350","350"
"93543392","250","250","250"
"93543840","250","250","250"
"93544160","250","250","250"
"93545856","100","100","100"
"93546112","350","350","350"
"93546432","500","500","500"
"93546848","0","0","0"
"93546880","0","0","0"
"93548000","500","500","500"
"93549408","0","0","0"
"93549440","250","250","250"
