"Step","FuN_Gravitar_runseed=0 - training/episode/reward","FuN_Gravitar_runseed=0 - training/episode/reward__MIN","FuN_Gravitar_runseed=0 - training/episode/reward__MAX"
"58053344","250","250","250"
"58053408","250","250","250"
"58053824","750","750","750"
"58054304","250","250","250"
"58054752","250","250","250"
"58056096","250","250","250"
"58056448","250","250","250"
"58059168","700","700","700"
"58059552","500","500","500"
"58059648","250","250","250"
"58060224","250","250","250"
"58061888","250","250","250"
"58064544","600","600","600"
"58065120","500","500","500"
"58066048","100","100","100"
"58067680","500","500","500"
"58069024","0","0","0"
"58069312","0","0","0"
"58069472","850","850","850"
"58070752","850","850","850"
"58071104","700","700","700"
"58072512","0","0","0"
"58072800","350","350","350"
"58073504","500","500","500"
"58073824","250","250","250"
"58074496","750","750","750"
"58074880","600","600","600"
"58077856","350","350","350"
"58077888","500","500","500"
"58078176","250","250","250"
"58078912","100","100","100"
"58079200","850","850","850"
"58079328","500","500","500"
"58081248","750","750","750"
"58083680","100","100","100"
"58084160","350","350","350"
"58085344","350","350","350"
"58087584","500","500","500"
"58089504","100","100","100"
"58089984","600","600","600"
"58090816","250","250","250"
"58092128","100","100","100"
"58092256","250","250","250"
"58092672","750","750","750"
"58093088","200","200","200"
"58093600","250","250","250"
"58093632","500","500","500"
"58094592","350","350","350"
"58094720","350","350","350"
"58095840","850","850","850"
"58095904","750","750","750"
"58096064","250","250","250"
"58096896","850","850","850"
"58097568","450","450","450"
"58099104","750","750","750"
"58099680","500","500","500"
"58099872","0","0","0"
"58099936","500","500","500"
"58104224","850","850","850"
"58104832","850","850","850"
"58106880","350","350","350"
"58108480","250","250","250"
"58109760","500","500","500"
"58110464","250","250","250"
"58110688","550","550","550"
"58111424","500","500","500"
"58112352","600","600","600"
"58112768","100","100","100"
"58113856","350","350","350"
"58113888","500","500","500"
"58114016","750","750","750"
"58114336","800","800","800"
"58117024","350","350","350"
"58118720","450","450","450"
"58119168","250","250","250"
"58119392","500","500","500"
"58122400","1050","1050","1050"
"58123232","0","0","0"
"58123968","250","250","250"
"58124832","0","0","0"
"58125248","350","350","350"
"58125408","850","850","850"
"58126592","250","250","250"
"58127392","600","600","600"
"58130464","0","0","0"
"58130656","0","0","0"
"58131168","750","750","750"
"58131776","600","600","600"
"58132576","500","500","500"
"58133472","250","250","250"
"58133600","500","500","500"
"58133984","250","250","250"
"58135424","450","450","450"
"58135808","250","250","250"
"58135968","950","950","950"
"58137056","500","500","500"
"58137344","250","250","250"
"58138400","100","100","100"
"58140192","100","100","100"
"58141536","0","0","0"
"58142080","250","250","250"
"58143040","250","250","250"
"58145152","600","600","600"
"58145408","500","500","500"
"58146272","100","100","100"
"58148160","450","450","450"
"58150272","250","250","250"
"58150464","0","0","0"
"58150720","350","350","350"
"58151648","250","250","250"
"58152032","700","700","700"
"58152288","0","0","0"
"58155296","700","700","700"
"58155328","250","250","250"
"58157472","750","750","750"
"58157536","700","700","700"
"58158848","250","250","250"
"58163456","600","600","600"
"58164288","250","250","250"
"58164736","250","250","250"
"58165600","450","450","450"
"58165824","600","600","600"
"58166176","500","500","500"
"58166880","100","100","100"
"58167232","0","0","0"
"58167424","350","350","350"
"58167840","250","250","250"
"58170496","0","0","0"
"58171104","350","350","350"
"58171584","250","250","250"
"58173120","500","500","500"
"58174016","700","700","700"
"58174048","0","0","0"
"58175072","350","350","350"
"58175680","250","250","250"
"58176960","350","350","350"
"58177184","250","250","250"
"58177984","750","750","750"
"58178016","250","250","250"
"58179776","250","250","250"
"58181088","250","250","250"
"58183744","100","100","100"
"58184608","250","250","250"
"58186240","500","500","500"
"58186368","750","750","750"
"58186816","500","500","500"
"58187904","500","500","500"
"58187936","350","350","350"
"58189184","100","100","100"
"58192672","350","350","350"
"58193408","0","0","0"
"58193536","750","750","750"
"58194816","600","600","600"
"58195104","250","250","250"
"58196928","500","500","500"
"58197088","500","500","500"
"58198464","450","450","450"
"58199200","450","450","450"
"58200928","600","600","600"
"58200992","100","100","100"
"58204608","500","500","500"
"58205856","0","0","0"
"58206336","250","250","250"
"58206464","750","750","750"
"58207200","250","250","250"
"58207552","250","250","250"
"58209184","750","750","750"
"58209472","600","600","600"
"58210624","500","500","500"
"58213568","1000","1000","1000"
"58214016","100","100","100"
"58216800","600","600","600"
"58217152","600","600","600"
"58218624","500","500","500"
"58219424","750","750","750"
"58220480","250","250","250"
"58222272","250","250","250"
"58222368","600","600","600"
"58223008","750","750","750"
"58223232","250","250","250"
"58223296","250","250","250"
"58223616","0","0","0"
"58225248","0","0","0"
"58225504","750","750","750"
"58225856","0","0","0"
"58227040","250","250","250"
"58227136","250","250","250"
"58227200","0","0","0"
"58227616","250","250","250"
"58229088","500","500","500"
"58229760","250","250","250"
"58230816","0","0","0"
"58233184","850","850","850"
"58234368","100","100","100"
"58235008","800","800","800"
"58237344","700","700","700"
"58237408","0","0","0"
"58241792","250","250","250"
"58241888","600","600","600"
"58242080","500","500","500"
"58242688","750","750","750"
"58244288","250","250","250"
"58245248","500","500","500"
"58245344","850","850","850"
"58246528","0","0","0"
"58247040","250","250","250"
"58248608","250","250","250"
"58249888","350","350","350"
"58250080","600","600","600"
"58250944","500","500","500"
"58251168","100","100","100"
"58251616","250","250","250"
"58253824","250","250","250"
"58255936","200","200","200"
"58256864","500","500","500"
"58258752","2350","2350","2350"
"58261216","850","850","850"
"58261920","750","750","750"
"58262208","250","250","250"
"58262240","0","0","0"
"58262752","250","250","250"
"58263936","0","0","0"
"58263968","250","250","250"
"58264128","700","700","700"
"58265920","250","250","250"
"58266912","850","850","850"
"58267360","750","750","750"
"58269568","250","250","250"
"58269696","800","800","800"
"58270944","550","550","550"
"58275072","600","600","600"
"58275232","250","250","250"
"58275936","0","0","0"
"58278336","250","250","250"
"58279776","0","0","0"
"58279872","250","250","250"
"58280672","600","600","600"
"58281728","500","500","500"
"58282400","500","500","500"
"58283008","0","0","0"
"58284928","250","250","250"
"58286272","0","0","0"
"58286368","750","750","750"
"58286880","250","250","250"
"58287872","250","250","250"
"58288192","250","250","250"
"58291296","500","500","500"
"58294784","250","250","250"
"58297184","250","250","250"
"58297344","250","250","250"
"58298144","850","850","850"
"58298336","500","500","500"
"58299680","500","500","500"
"58301440","850","850","850"
"58302272","250","250","250"
"58302624","250","250","250"
"58302912","800","800","800"
"58303072","500","500","500"
"58303200","450","450","450"
"58303520","100","100","100"
"58304032","600","600","600"
"58304704","100","100","100"
"58305664","500","500","500"
"58306368","250","250","250"
"58307040","1050","1050","1050"
"58307584","250","250","250"
"58307648","250","250","250"
"58309824","250","250","250"
"58310048","0","0","0"
"58313248","250","250","250"
"58313760","700","700","700"
"58314496","500","500","500"
"58316736","500","500","500"
"58317088","0","0","0"
"58318400","500","500","500"
"58319744","350","350","350"
"58320736","100","100","100"
"58321536","1050","1050","1050"
"58323072","500","500","500"
"58323904","700","700","700"
"58324128","500","500","500"
"58324352","750","750","750"
"58324416","250","250","250"
"58325824","600","600","600"
"58326496","800","800","800"
"58327264","750","750","750"
"58328160","600","600","600"
"58328416","100","100","100"
"58328768","500","500","500"
"58330272","350","350","350"
"58332160","250","250","250"
"58333632","500","500","500"
"58333952","350","350","350"
"58335456","250","250","250"
"58335552","250","250","250"
"58336512","500","500","500"
"58336992","250","250","250"
"58338112","0","0","0"
"58338272","250","250","250"
"58338944","600","600","600"
"58340448","600","600","600"
"58340672","350","350","350"
"58343488","350","350","350"
"58344064","350","350","350"
"58344768","750","750","750"
"58345536","0","0","0"
"58345600","350","350","350"
"58347008","600","600","600"
"58348448","100","100","100"
"58348576","600","600","600"
"58348672","0","0","0"
"58348992","250","250","250"
"58350496","250","250","250"
"58351744","0","0","0"
"58352288","0","0","0"
"58352672","0","0","0"
"58354432","250","250","250"
"58354720","350","350","350"
"58354912","600","600","600"
"58357952","600","600","600"
"58358400","500","500","500"
"58359488","250","250","250"
"58359808","250","250","250"
"58360064","250","250","250"
"58360800","600","600","600"
"58362848","250","250","250"
"58363552","750","750","750"
"58364704","250","250","250"
"58364864","750","750","750"
"58367200","350","350","350"
"58367552","0","0","0"
"58370784","0","0","0"
"58371200","250","250","250"
"58371328","500","500","500"
"58371712","500","500","500"
"58371808","0","0","0"
"58372128","600","600","600"
"58372160","350","350","350"
"58373408","450","450","450"
"58375104","750","750","750"
"58375488","250","250","250"
"58376608","250","250","250"
"58376992","500","500","500"
"58379584","600","600","600"
"58380128","350","350","350"
"58380960","450","450","450"
"58381952","500","500","500"
"58382432","0","0","0"
"58382496","500","500","500"
"58383008","250","250","250"
"58386976","250","250","250"
"58387616","500","500","500"
"58388480","250","250","250"
"58389792","250","250","250"
"58390688","500","500","500"
"58391936","500","500","500"
"58392160","600","600","600"
"58393152","850","850","850"
"58394592","850","850","850"
"58395264","600","600","600"
"58396768","600","600","600"
"58397440","250","250","250"
"58399584","950","950","950"
"58400704","0","0","0"
"58400768","250","250","250"
"58401856","100","100","100"
"58401888","100","100","100"
"58402016","250","250","250"
"58405952","0","0","0"
"58406368","0","0","0"
"58406624","250","250","250"
"58407520","850","850","850"
"58408000","750","750","750"
"58408320","1100","1100","1100"
"58409280","100","100","100"
"58410880","500","500","500"
"58412384","350","350","350"
"58413280","250","250","250"
"58413504","450","450","450"
"58413888","100","100","100"
"58415008","250","250","250"
"58416256","1000","1000","1000"
"58416448","250","250","250"
"58418560","0","0","0"
"58419168","850","850","850"
"58421056","850","850","850"
"58421088","500","500","500"
"58427520","250","250","250"
"58427648","500","500","500"
"58428032","500","500","500"
"58429120","250","250","250"
"58429632","500","500","500"
"58429792","850","850","850"
"58429824","0","0","0"
"58431456","450","450","450"
"58432416","250","250","250"
"58432608","500","500","500"
"58433408","250","250","250"
"58434048","250","250","250"
"58434176","100","100","100"
"58434784","250","250","250"
"58436192","600","600","600"
"58437088","250","250","250"
"58437536","250","250","250"
"58438112","600","600","600"
"58438560","600","600","600"
"58438656","850","850","850"
"58438848","500","500","500"
"58439840","250","250","250"
"58443840","500","500","500"
"58445728","250","250","250"
"58446496","250","250","250"
"58447808","600","600","600"
"58447968","1050","1050","1050"
"58448864","350","350","350"
"58449888","0","0","0"
"58449920","250","250","250"
"58453664","500","500","500"
"58453888","100","100","100"
"58454848","600","600","600"
"58455264","250","250","250"
"58456672","250","250","250"
"58456960","700","700","700"
"58457952","500","500","500"
"58458240","250","250","250"
"58459168","250","250","250"
"58462464","250","250","250"
"58463040","250","250","250"
"58464864","850","850","850"
"58466112","500","500","500"
"58468000","500","500","500"
"58468640","500","500","500"
"58471552","250","250","250"
"58472480","100","100","100"
"58473120","450","450","450"
"58473376","250","250","250"
"58474240","350","350","350"
"58474400","950","950","950"
"58475520","550","550","550"
"58475936","500","500","500"
"58476064","100","100","100"
"58476960","100","100","100"
"58477024","600","600","600"
"58477344","0","0","0"
"58481344","600","600","600"
"58481920","0","0","0"
"58482880","0","0","0"
"58485760","600","600","600"
"58485856","0","0","0"
"58486464","350","350","350"
"58488768","250","250","250"
"58490080","0","0","0"
"58490560","0","0","0"
"58491040","2000","2000","2000"
"58491232","0","0","0"
"58492128","600","600","600"
"58492608","100","100","100"
"58492672","200","200","200"
"58493504","500","500","500"
"58494816","100","100","100"
"58496640","250","250","250"
"58496832","350","350","350"
"58497280","500","500","500"
"58497600","350","350","350"
"58500384","350","350","350"
"58500896","250","250","250"
"58502880","950","950","950"
"58504160","500","500","500"
"58507392","0","0","0"
"58508224","350","350","350"
"58508320","350","350","350"
"58508608","250","250","250"
"58509184","0","0","0"
"58509536","500","500","500"
"58512736","0","0","0"
"58513472","0","0","0"
"58514784","500","500","500"
"58515616","350","350","350"
"58515968","250","250","250"
"58518976","600","600","600"
"58520832","250","250","250"
"58523584","500","500","500"
"58523712","500","500","500"
"58523744","500","500","500"
"58525024","750","750","750"
"58527168","250","250","250"
"58529312","950","950","950"
"58530240","500","500","500"
"58530368","250","250","250"
"58530560","250","250","250"
"58531936","600","600","600"
"58533216","750","750","750"
"58534016","500","500","500"
"58538176","750","750","750"
"58538432","250","250","250"
"58540960","350","350","350"
"58541312","100","100","100"
"58541344","0","0","0"
"58541888","250","250","250"
"58542784","0","0","0"
"58545280","500","500","500"
"58546784","250","250","250"
"58547040","250","250","250"
"58549440","200","200","200"
"58549920","250","250","250"
"58550560","350","350","350"
"58551040","450","450","450"
"58551136","450","450","450"
"58552896","100","100","100"
"58555168","100","100","100"
"58556672","500","500","500"
"58557344","500","500","500"
"58559232","100","100","100"
"58559552","600","600","600"
"58559904","500","500","500"
"58560352","250","250","250"
"58560960","500","500","500"
"58561120","600","600","600"
"58562816","950","950","950"
"58566304","600","600","600"
"58567104","750","750","750"
"58569696","600","600","600"
"58570112","750","750","750"
"58570240","250","250","250"
"58571008","250","250","250"
"58573536","250","250","250"
"58573760","450","450","450"
"58574880","0","0","0"
"58576576","600","600","600"
"58578208","600","600","600"
"58579072","100","100","100"
"58579904","750","750","750"
"58580480","2200","2200","2200"
"58582880","550","550","550"
"58583488","250","250","250"
"58586784","500","500","500"
"58586880","750","750","750"
"58589664","0","0","0"
"58592224","350","350","350"
"58593344","100","100","100"
"58593568","350","350","350"
"58594272","500","500","500"
"58594720","350","350","350"
"58595904","0","0","0"
"58596224","500","500","500"
"58598944","250","250","250"
"58600736","0","0","0"
"58601600","500","500","500"
"58601696","450","450","450"
"58602912","850","850","850"
"58604384","600","600","600"
"58604896","850","850","850"
"58606912","250","250","250"
"58607136","450","450","450"
"58608224","0","0","0"
"58611008","250","250","250"
"58612544","600","600","600"
"58612576","250","250","250"
"58612672","500","500","500"
"58615136","500","500","500"
"58615776","250","250","250"
"58617312","600","600","600"
"58618368","0","0","0"
"58620544","500","500","500"
"58620672","1100","1100","1100"
"58620896","100","100","100"
"58621280","850","850","850"
"58621664","500","500","500"
"58622816","850","850","850"
"58624896","0","0","0"
"58625248","700","700","700"
"58625504","100","100","100"
"58625568","250","250","250"
"58628992","600","600","600"
"58629760","500","500","500"
"58630336","500","500","500"
"58630720","850","850","850"
"58632192","250","250","250"
"58634080","500","500","500"
"58634208","750","750","750"
"58634720","350","350","350"
"58635520","250","250","250"
"58638016","350","350","350"
"58638976","600","600","600"
"58639008","850","850","850"
"58639776","500","500","500"
"58642208","500","500","500"
"58642752","350","350","350"
"58643360","750","750","750"
"58644064","350","350","350"
"58644896","250","250","250"
"58645632","250","250","250"
"58646432","0","0","0"
"58649568","750","750","750"
"58649760","250","250","250"
"58649920","100","100","100"
"58650720","600","600","600"
"58651488","100","100","100"
"58653184","0","0","0"
"58653696","250","250","250"
"58654208","250","250","250"
"58655360","750","750","750"
"58655488","250","250","250"
"58657248","500","500","500"
"58658080","350","350","350"
"58659808","350","350","350"
"58661216","500","500","500"
"58661824","600","600","600"
"58662688","500","500","500"
"58662944","0","0","0"
"58663392","350","350","350"
"58663744","500","500","500"
"58665728","350","350","350"
"58667232","100","100","100"
"58669024","500","500","500"
"58669440","250","250","250"
"58670016","500","500","500"
"58670784","500","500","500"
"58671424","600","600","600"
"58671744","550","550","550"
"58672128","600","600","600"
"58674240","250","250","250"
"58675072","100","100","100"
"58676288","0","0","0"
"58676576","600","600","600"
"58677728","250","250","250"
"58678784","100","100","100"
"58679520","200","200","200"
"58680256","350","350","350"
"58680992","500","500","500"
"58681152","250","250","250"
"58681728","100","100","100"
"58682528","750","750","750"
"58682624","500","500","500"
"58682880","350","350","350"
"58684768","750","750","750"
"58686112","850","850","850"
"58686528","750","750","750"
"58688160","500","500","500"
"58689216","100","100","100"
"58692320","700","700","700"
"58692672","500","500","500"
"58693024","250","250","250"
"58693664","350","350","350"
"58695296","250","250","250"
"58696384","500","500","500"
"58697152","500","500","500"
"58698304","250","250","250"
"58698400","500","500","500"
"58698432","500","500","500"
"58699904","450","450","450"
"58701152","100","100","100"
"58701920","500","500","500"
"58702400","250","250","250"
"58704608","600","600","600"
"58705760","100","100","100"
"58706336","250","250","250"
"58707040","0","0","0"
"58707200","0","0","0"
"58709696","950","950","950"
"58710240","100","100","100"
"58711264","500","500","500"
"58711584","500","500","500"
"58712800","850","850","850"
"58713888","100","100","100"
"58714336","250","250","250"
"58715584","100","100","100"
"58716640","800","800","800"
"58717120","250","250","250"
"58717216","250","250","250"
"58719040","350","350","350"
"58719616","250","250","250"
"58721312","600","600","600"
"58722528","350","350","350"
"58722752","750","750","750"
"58724704","0","0","0"
"58724864","250","250","250"
"58726432","850","850","850"
"58727520","250","250","250"
"58727904","500","500","500"
"58728288","350","350","350"
"58728896","250","250","250"
"58729024","600","600","600"
"58730880","250","250","250"
"58731808","750","750","750"
"58732544","0","0","0"
"58732864","0","0","0"
"58732928","500","500","500"
"58733376","850","850","850"
"58734944","100","100","100"
"58737760","600","600","600"
"58738528","600","600","600"
"58739328","600","600","600"
"58740512","600","600","600"
"58740800","500","500","500"
"58742592","500","500","500"
"58742816","600","600","600"
"58742976","750","750","750"
"58744064","500","500","500"
"58744160","250","250","250"
"58744800","0","0","0"
"58745024","0","0","0"
"58745472","450","450","450"
"58746240","250","250","250"
"58746848","500","500","500"
"58747680","350","350","350"
"58747776","100","100","100"
"58748096","100","100","100"
"58749024","0","0","0"
"58751040","100","100","100"
"58751520","850","850","850"
"58754464","500","500","500"
"58754880","750","750","750"
"58756032","250","250","250"
"58759008","800","800","800"
"58760928","600","600","600"
"58761312","250","250","250"
"58761536","250","250","250"
"58761792","850","850","850"
"58763680","850","850","850"
"58763776","600","600","600"
"58763808","750","750","750"
"58763872","500","500","500"
"58764736","250","250","250"
"58765632","250","250","250"
"58766560","0","0","0"
"58766624","0","0","0"
"58769152","850","850","850"
"58770112","250","250","250"
"58771424","250","250","250"
"58776800","750","750","750"
"58776896","0","0","0"
"58778016","250","250","250"
"58778240","500","500","500"
"58779232","0","0","0"
"58779296","0","0","0"
"58779616","500","500","500"
"58780416","250","250","250"
"58781344","500","500","500"
"58784000","500","500","500"
"58784064","0","0","0"
"58784352","500","500","500"
"58784512","0","0","0"
"58785376","0","0","0"
"58785632","100","100","100"
"58786112","250","250","250"
"58788352","250","250","250"
"58789248","250","250","250"
"58790208","500","500","500"
"58791712","950","950","950"
"58792576","600","600","600"
"58793376","350","350","350"
"58795872","250","250","250"
"58796512","0","0","0"
"58796992","500","500","500"
"58797024","250","250","250"
"58797056","500","500","500"
"58797568","200","200","200"
"58798048","500","500","500"
"58798464","250","250","250"
"58798656","100","100","100"
"58802304","0","0","0"
"58802656","600","600","600"
"58802880","0","0","0"
"58803104","250","250","250"
"58803456","0","0","0"
"58804512","500","500","500"
"58805824","500","500","500"
"58808064","100","100","100"
"58809120","500","500","500"
"58810624","700","700","700"
"58810816","500","500","500"
"58812864","0","0","0"
"58813472","500","500","500"
"58813664","200","200","200"
"58815136","500","500","500"
"58816960","850","850","850"
"58819520","450","450","450"
"58819552","850","850","850"
"58820224","0","0","0"
"58822080","250","250","250"
"58822688","500","500","500"
"58823264","100","100","100"
"58823936","0","0","0"
"58824192","500","500","500"
"58826720","250","250","250"
"58826752","850","850","850"
"58827520","600","600","600"
"58829984","350","350","350"
"58832416","0","0","0"
"58832704","700","700","700"
"58833472","250","250","250"
"58834400","350","350","350"
"58836576","600","600","600"
"58836736","0","0","0"
"58836800","500","500","500"
"58837792","100","100","100"
"58838688","750","750","750"
"58839424","350","350","350"
"58840160","250","250","250"
"58842144","250","250","250"
"58842336","600","600","600"
"58842560","750","750","750"
"58843840","700","700","700"
"58845120","1000","1000","1000"
"58845856","0","0","0"
"58846112","600","600","600"
"58846336","850","850","850"
"58848800","0","0","0"
"58848864","2100","2100","2100"
"58849824","250","250","250"
"58850560","350","350","350"
"58851712","250","250","250"
"58853280","0","0","0"
"58853568","100","100","100"
"58854976","550","550","550"
"58855392","2000","2000","2000"
"58855776","100","100","100"
"58855936","750","750","750"
"58856384","0","0","0"
"58856992","250","250","250"
"58858144","0","0","0"
"58858304","600","600","600"
"58861984","750","750","750"
"58862016","1200","1200","1200"
"58862656","750","750","750"
"58863552","750","750","750"
"58864832","600","600","600"
"58865920","100","100","100"
"58866368","0","0","0"
"58869152","250","250","250"
"58869568","100","100","100"
"58869824","100","100","100"
"58871520","250","250","250"
"58872608","350","350","350"
"58873408","250","250","250"
"58873472","950","950","950"
"58873824","250","250","250"
"58874624","600","600","600"
"58874880","500","500","500"
"58875232","100","100","100"
"58875584","750","750","750"
"58877664","500","500","500"
"58878944","250","250","250"
"58879328","450","450","450"
"58880864","0","0","0"
"58881344","500","500","500"
"58881952","500","500","500"
"58883072","250","250","250"
"58883232","250","250","250"
"58883552","500","500","500"
"58884288","0","0","0"
"58885184","500","500","500"
"58885440","250","250","250"
"58886688","350","350","350"
"58887968","600","600","600"
"58888032","250","250","250"
"58889088","500","500","500"
"58889696","0","0","0"
"58892128","500","500","500"
"58893184","500","500","500"
"58893472","250","250","250"
"58893664","250","250","250"
"58893920","0","0","0"
"58897120","500","500","500"
"58897216","500","500","500"
"58897536","0","0","0"
"58897632","0","0","0"
"58898208","250","250","250"
"58899424","250","250","250"
"58900480","600","600","600"
"58900512","750","750","750"
"58903008","850","850","850"
"58903200","750","750","750"
"58906208","250","250","250"
"58907776","750","750","750"
"58907808","0","0","0"
"58908064","100","100","100"
"58909664","500","500","500"
"58910336","1050","1050","1050"
"58910752","600","600","600"
"58911360","250","250","250"
"58912608","500","500","500"
"58912704","350","350","350"
"58912768","850","850","850"
"58913664","500","500","500"
"58915008","500","500","500"
"58915168","0","0","0"
"58915328","100","100","100"
"58915616","250","250","250"
"58917632","250","250","250"
"58918688","100","100","100"
"58919392","250","250","250"
"58919424","750","750","750"
"58921536","600","600","600"
"58921920","500","500","500"
"58922752","0","0","0"
"58924768","350","350","350"
"58926624","750","750","750"
"58928288","250","250","250"
"58930432","500","500","500"
"58931104","0","0","0"
"58931968","0","0","0"
"58933728","750","750","750"
"58934048","500","500","500"
"58935104","100","100","100"
"58936320","600","600","600"
"58936480","600","600","600"
"58939200","450","450","450"
"58939392","250","250","250"
"58940096","850","850","850"
"58942336","500","500","500"
"58943392","700","700","700"
"58944576","500","500","500"
"58946016","200","200","200"
"58948672","600","600","600"
"58949504","700","700","700"
"58950144","600","600","600"
"58950304","250","250","250"
"58950752","0","0","0"
"58951136","250","250","250"
"58951520","0","0","0"
"58952096","750","750","750"
"58952352","500","500","500"
"58956288","500","500","500"
"58956512","950","950","950"
"58956672","0","0","0"
"58959424","250","250","250"
"58959712","500","500","500"
"58961312","500","500","500"
"58962240","500","500","500"
"58962464","500","500","500"
"58962592","100","100","100"
"58962624","550","550","550"
"58964064","250","250","250"
"58965056","500","500","500"
"58965280","350","350","350"
"58965696","500","500","500"
"58966432","950","950","950"
"58966464","500","500","500"
"58968160","0","0","0"
"58968384","500","500","500"
"58969152","100","100","100"
"58969472","250","250","250"
"58969984","500","500","500"
"58970496","750","750","750"
"58972032","500","500","500"
"58972352","450","450","450"
"58973856","0","0","0"
"58974144","600","600","600"
"58975104","350","350","350"
"58975168","750","750","750"
"58976864","250","250","250"
"58978144","700","700","700"
"58978752","100","100","100"
"58978816","500","500","500"
"58979168","850","850","850"
"58981120","500","500","500"
"58981760","250","250","250"
"58982112","500","500","500"
"58982208","750","750","750"
"58983360","600","600","600"
"58983424","500","500","500"
"58984864","500","500","500"
"58985152","750","750","750"
"58986368","250","250","250"
"58986496","250","250","250"
"58986880","250","250","250"
"58987104","250","250","250"
"58988096","750","750","750"
"58988704","500","500","500"
"58988768","500","500","500"
"58989024","500","500","500"
"58990048","500","500","500"
"58990752","500","500","500"
"58990784","500","500","500"
"58993216","250","250","250"
"58995168","250","250","250"
"58995872","250","250","250"
"58997088","750","750","750"
"58997856","100","100","100"
"58998400","500","500","500"
"59000320","600","600","600"
"59000800","850","850","850"
"59001184","0","0","0"
"59002176","250","250","250"
"59004544","100","100","100"
"59005536","0","0","0"
"59006368","250","250","250"
"59006400","850","850","850"
"59007744","250","250","250"
"59007840","750","750","750"
"59008160","950","950","950"
"59008832","500","500","500"
"59009056","250","250","250"
"59011104","250","250","250"
"59011136","750","750","750"
"59014336","250","250","250"
"59015424","250","250","250"
"59016864","700","700","700"
"59017344","350","350","350"
"59018880","500","500","500"
"59019552","0","0","0"
"59021344","750","750","750"
"59022592","0","0","0"
"59023488","700","700","700"
"59023712","600","600","600"
"59024544","250","250","250"
"59025280","500","500","500"
"59025376","850","850","850"
"59025536","750","750","750"
"59026304","500","500","500"
"59026880","0","0","0"
"59027424","450","450","450"
"59027712","250","250","250"
"59027776","500","500","500"
"59028640","250","250","250"
"59028960","600","600","600"
"59031520","500","500","500"
"59033184","600","600","600"
"59034240","500","500","500"
"59035744","0","0","0"
"59036832","500","500","500"
"59038816","500","500","500"
"59039872","500","500","500"
"59039968","600","600","600"
"59042112","250","250","250"
"59042784","700","700","700"
"59044000","0","0","0"
"59044384","0","0","0"
"59045920","350","350","350"
"59046784","250","250","250"
"59046848","250","250","250"
"59047232","350","350","350"
"59047584","350","350","350"
"59050560","250","250","250"
"59050816","350","350","350"
"59052416","1050","1050","1050"
"59056480","850","850","850"
"59056864","500","500","500"
"59057696","500","500","500"
"59058912","100","100","100"
"59061056","0","0","0"
"59061632","750","750","750"
"59063008","500","500","500"
"59064192","600","600","600"
"59065248","600","600","600"
"59066784","600","600","600"
"59066912","250","250","250"
"59067104","500","500","500"
"59067872","250","250","250"
"59068512","600","600","600"
"59071392","500","500","500"
"59071456","250","250","250"
"59075072","500","500","500"
"59075456","250","250","250"
"59075488","500","500","500"
"59075584","100","100","100"
"59076448","500","500","500"
"59079936","0","0","0"
"59080960","100","100","100"
"59082016","500","500","500"
"59082432","200","200","200"
"59083936","250","250","250"
"59084448","800","800","800"
"59084672","100","100","100"
"59085216","250","250","250"
"59085664","0","0","0"
"59086720","250","250","250"
"59087360","250","250","250"
"59089088","250","250","250"
"59090016","100","100","100"
"59091360","750","750","750"
"59093088","750","750","750"
"59095008","0","0","0"
"59095616","500","500","500"
"59096224","250","250","250"
"59097120","250","250","250"
"59098240","450","450","450"
"59098528","100","100","100"
"59099616","600","600","600"
"59101152","500","500","500"
"59101536","500","500","500"
"59104000","0","0","0"
"59104736","500","500","500"
"59105632","0","0","0"
"59105888","250","250","250"
"59106336","600","600","600"
"59106496","500","500","500"
"59108768","600","600","600"
"59110240","450","450","450"
"59110368","250","250","250"
"59110432","250","250","250"
"59114112","100","100","100"
"59114336","0","0","0"
"59115968","350","350","350"
"59117024","250","250","250"
"59118048","500","500","500"
"59121184","500","500","500"
"59123616","0","0","0"
"59123648","500","500","500"
"59124064","250","250","250"
"59125920","250","250","250"
"59126336","500","500","500"
"59128320","950","950","950"
"59129696","250","250","250"
"59130080","500","500","500"
"59131904","600","600","600"
"59132160","500","500","500"
"59133472","500","500","500"
"59134368","600","600","600"
"59135392","250","250","250"
"59137664","500","500","500"
"59137920","500","500","500"
"59140480","500","500","500"
"59141120","750","750","750"
"59142144","0","0","0"
"59142752","500","500","500"
"59143232","500","500","500"
"59143968","250","250","250"
"59144576","100","100","100"
"59144768","250","250","250"
"59145344","0","0","0"
"59145664","200","200","200"
"59150784","250","250","250"
"59152128","250","250","250"
"59152448","500","500","500"
"59152576","250","250","250"
"59154048","850","850","850"
"59154144","500","500","500"
"59156768","500","500","500"
"59159072","600","600","600"
"59161280","800","800","800"
"59161344","350","350","350"
"59161440","700","700","700"
"59162560","750","750","750"
"59163296","250","250","250"
"59164064","250","250","250"
"59165248","0","0","0"
"59167360","250","250","250"
"59168992","500","500","500"
"59170048","0","0","0"
"59170464","850","850","850"
"59172736","250","250","250"
"59174272","750","750","750"
"59174848","250","250","250"
"59175712","350","350","350"
"59176064","350","350","350"
"59177472","250","250","250"
"59177600","500","500","500"
"59179456","500","500","500"
"59180608","750","750","750"
"59180640","250","250","250"
"59180832","950","950","950"
"59181856","500","500","500"
