"Step","FuN_Gravitar_runseed=0 - training/episode/reward","FuN_Gravitar_runseed=0 - training/episode/reward__MIN","FuN_Gravitar_runseed=0 - training/episode/reward__MAX"
"1264576","0","0","0"
"1264864","700","700","700"
"1265344","600","600","600"
"1265952","550","550","550"
"1266528","0","0","0"
"1266624","450","450","450"
"1266944","0","0","0"
"1267616","250","250","250"
"1269312","200","200","200"
"1269376","600","600","600"
"1269696","100","100","100"
"1269856","0","0","0"
"1271040","200","200","200"
"1271456","350","350","350"
"1274400","350","350","350"
"1275648","250","250","250"
"1277024","100","100","100"
"1277408","650","650","650"
"1277664","350","350","350"
"1278496","450","450","450"
"1278688","100","100","100"
"1279840","250","250","250"
"1280576","0","0","0"
"1282496","500","500","500"
"1282688","0","0","0"
"1282976","100","100","100"
"1283584","600","600","600"
"1284224","100","100","100"
"1284768","0","0","0"
"1285216","100","100","100"
"1285536","350","350","350"
"1285696","450","450","450"
"1286176","0","0","0"
"1287488","0","0","0"
"1287968","500","500","500"
"1289120","100","100","100"
"1291008","700","700","700"
"1292032","250","250","250"
"1292992","250","250","250"
"1294144","0","0","0"
"1296064","0","0","0"
"1296160","350","350","350"
"1298336","0","0","0"
"1298528","600","600","600"
"1298624","100","100","100"
"1300800","350","350","350"
"1302656","0","0","0"
"1302912","0","0","0"
"1302944","500","500","500"
"1303488","200","200","200"
"1304480","750","750","750"
"1304832","250","250","250"
"1305600","0","0","0"
"1307744","250","250","250"
"1309856","500","500","500"
"1310368","500","500","500"
"1311552","600","600","600"
"1312096","500","500","500"
"1312544","350","350","350"
"1312928","100","100","100"
"1313504","100","100","100"
"1314528","350","350","350"
"1314848","0","0","0"
"1315296","0","0","0"
"1316192","0","0","0"
"1319104","100","100","100"
"1320032","0","0","0"
"1320576","0","0","0"
"1320672","250","250","250"
"1320928","450","450","450"
"1321024","250","250","250"
"1321856","450","450","450"
"1323200","250","250","250"
"1323328","250","250","250"
"1324064","0","0","0"
"1326240","0","0","0"
"1328416","450","450","450"
"1328704","100","100","100"
"1328832","350","350","350"
"1329120","450","450","450"
"1330432","0","0","0"
"1331264","450","450","450"
"1331584","350","350","350"
"1332192","350","350","350"
"1332384","700","700","700"
"1333632","100","100","100"
"1334400","250","250","250"
"1337664","250","250","250"
"1337824","750","750","750"
"1338336","350","350","350"
"1339552","0","0","0"
"1339616","250","250","250"
"1340544","350","350","350"
"1342368","250","250","250"
"1342720","350","350","350"
"1342848","350","350","350"
"1343456","500","500","500"
"1346432","0","0","0"
"1346560","100","100","100"
"1347008","500","500","500"
"1347136","100","100","100"
"1347744","100","100","100"
"1348736","350","350","350"
"1349408","250","250","250"
"1349952","0","0","0"
"1350816","250","250","250"
"1351360","100","100","100"
"1351424","0","0","0"
"1355040","100","100","100"
"1355904","350","350","350"
"1356096","350","350","350"
"1356352","0","0","0"
"1356576","100","100","100"
"1356768","250","250","250"
"1357952","0","0","0"
"1359424","250","250","250"
"1359904","250","250","250"
"1360000","350","350","350"
"1360064","600","600","600"
"1360096","400","400","400"
"1360352","200","200","200"
"1361600","100","100","100"
"1363616","0","0","0"
"1364672","850","850","850"
"1364864","750","750","750"
"1365696","0","0","0"
"1367392","0","0","0"
"1367520","500","500","500"
"1368512","800","800","800"
"1369952","450","450","450"
"1370944","100","100","100"
"1371904","100","100","100"
"1372256","0","0","0"
"1372608","600","600","600"
"1373056","350","350","350"
"1373280","0","0","0"
"1373728","100","100","100"
"1374688","500","500","500"
"1375392","450","450","450"
"1375712","500","500","500"
"1376416","0","0","0"
"1377472","0","0","0"
"1378272","0","0","0"
"1379744","600","600","600"
"1380224","0","0","0"
"1380608","500","500","500"
"1380928","100","100","100"
"1382304","0","0","0"
"1382560","100","100","100"
"1383424","200","200","200"
"1384096","0","0","0"
"1386400","350","350","350"
"1387520","250","250","250"
"1388320","100","100","100"
"1389600","0","0","0"
"1390592","500","500","500"
"1390784","100","100","100"
"1391104","0","0","0"
"1391584","100","100","100"
"1392128","500","500","500"
"1392768","0","0","0"
"1393312","100","100","100"
"1393600","250","250","250"
"1393792","100","100","100"
"1394784","250","250","250"
"1395488","250","250","250"
"1396960","250","250","250"
"1397792","100","100","100"
"1398400","0","0","0"
"1398784","250","250","250"
"1399136","350","350","350"
"1399168","0","0","0"
"1399360","100","100","100"
"1399808","950","950","950"
"1400064","100","100","100"
"1402848","750","750","750"
"1405216","250","250","250"
"1405696","0","0","0"
"1406976","100","100","100"
"1407776","250","250","250"
"1407968","350","350","350"
"1408192","500","500","500"
"1409888","250","250","250"
"1410784","100","100","100"
"1411488","450","450","450"
"1412000","500","500","500"
"1412800","500","500","500"
"1413344","0","0","0"
"1414144","250","250","250"
"1415072","0","0","0"
"1416224","250","250","250"
"1416320","0","0","0"
"1416800","100","100","100"
"1416896","0","0","0"
"1418240","250","250","250"
"1418944","0","0","0"
"1420448","0","0","0"
"1421024","500","500","500"
"1422304","200","200","200"
"1423488","0","0","0"
"1424672","250","250","250"
"1425536","0","0","0"
"1425856","0","0","0"
"1427680","0","0","0"
"1427776","0","0","0"
"1428224","250","250","250"
"1428640","0","0","0"
"1429088","0","0","0"
"1429632","250","250","250"
"1429824","250","250","250"
"1431360","250","250","250"
"1431840","0","0","0"
"1432192","250","250","250"
"1433312","0","0","0"
"1433760","0","0","0"
"1434432","250","250","250"
"1434944","250","250","250"
"1436064","100","100","100"
"1436224","0","0","0"
"1437632","100","100","100"
"1438784","250","250","250"
"1440000","850","850","850"
"1440928","350","350","350"
"1441568","0","0","0"
"1444032","0","0","0"
"1444928","100","100","100"
"1445376","250","250","250"
"1445856","700","700","700"
"1446048","200","200","200"
"1446816","500","500","500"
"1447776","250","250","250"
"1449184","250","250","250"
"1449888","0","0","0"
"1450112","250","250","250"
"1450528","250","250","250"
"1451456","250","250","250"
"1452384","0","0","0"
"1452672","0","0","0"
"1454464","0","0","0"
"1457120","250","250","250"
"1457600","100","100","100"
"1460032","700","700","700"
"1460672","500","500","500"
"1463104","0","0","0"
"1463328","0","0","0"
"1465184","600","600","600"
"1465536","100","100","100"
"1465984","100","100","100"
"1466528","350","350","350"
"1467136","500","500","500"
"1467488","100","100","100"
"1469440","0","0","0"
"1472384","350","350","350"
"1475072","100","100","100"
"1476960","250","250","250"
"1477856","250","250","250"
"1478816","0","0","0"
"1478944","0","0","0"
"1479136","0","0","0"
"1480800","100","100","100"
"1481024","350","350","350"
"1482400","250","250","250"
"1483296","0","0","0"
"1483616","250","250","250"
"1484928","250","250","250"
"1485344","250","250","250"
"1485984","100","100","100"
"1486112","250","250","250"
"1488224","0","0","0"
"1488704","450","450","450"
"1491648","0","0","0"
"1492384","0","0","0"
"1492512","0","0","0"
"1492576","350","350","350"
"1493888","300","300","300"
"1494016","250","250","250"
"1495456","250","250","250"
"1496288","350","350","350"
"1496512","0","0","0"
"1498208","100","100","100"
"1498528","250","250","250"
"1499520","0","0","0"
"1500064","250","250","250"
"1500160","200","200","200"
"1501632","350","350","350"
"1501888","200","200","200"
"1502304","100","100","100"
"1502400","100","100","100"
"1504320","100","100","100"
"1505568","250","250","250"
"1505760","100","100","100"
"1507008","0","0","0"
"1508480","100","100","100"
"1510752","0","0","0"
"1511008","600","600","600"
"1513120","350","350","350"
"1514336","0","0","0"
"1514880","250","250","250"
"1516384","0","0","0"
"1516768","250","250","250"
"1517536","450","450","450"
"1518912","350","350","350"
"1519360","250","250","250"
"1519424","500","500","500"
"1519904","100","100","100"
"1519936","100","100","100"
"1520832","0","0","0"
"1521760","0","0","0"
"1522592","0","0","0"
"1526176","0","0","0"
"1527264","350","350","350"
"1527488","100","100","100"
"1527776","100","100","100"
"1528352","250","250","250"
"1529632","0","0","0"
"1530560","350","350","350"
"1531648","0","0","0"
"1532160","250","250","250"
"1533120","550","550","550"
"1534944","100","100","100"
"1537088","100","100","100"
"1539360","350","350","350"
"1539488","700","700","700"
"1539520","250","250","250"
"1541280","0","0","0"
"1541568","450","450","450"
"1544704","250","250","250"
"1545024","100","100","100"
"1545792","250","250","250"
"1548992","0","0","0"
"1549920","250","250","250"
"1550752","450","450","450"
"1551168","0","0","0"
"1551936","500","500","500"
"1552224","100","100","100"
"1553536","0","0","0"
"1554208","0","0","0"
"1554912","250","250","250"
"1555488","450","450","450"
"1555616","100","100","100"
"1556320","100","100","100"
"1556448","100","100","100"
"1556544","100","100","100"
"1556768","0","0","0"
"1557088","250","250","250"
"1558464","0","0","0"
"1560800","200","200","200"
"1560992","200","200","200"
"1562752","100","100","100"
"1562976","450","450","450"
"1563040","250","250","250"
"1563424","100","100","100"
"1565024","0","0","0"
"1566528","0","0","0"
"1567968","600","600","600"
"1569536","850","850","850"
"1569568","350","350","350"
"1570240","0","0","0"
"1571136","0","0","0"
"1572992","350","350","350"
"1573184","0","0","0"
"1574080","0","0","0"
"1574208","0","0","0"
"1574304","500","500","500"
"1574688","0","0","0"
"1574880","0","0","0"
"1575008","0","0","0"
"1577216","350","350","350"
"1577248","0","0","0"
"1577728","100","100","100"
"1579808","100","100","100"
"1580224","0","0","0"
"1580704","350","350","350"
"1582592","250","250","250"
"1583872","0","0","0"
"1584320","250","250","250"
"1584448","350","350","350"
"1585632","200","200","200"
"1589344","500","500","500"
"1589920","250","250","250"
"1591648","750","750","750"
"1592928","0","0","0"
"1593472","0","0","0"
"1593856","100","100","100"
"1593920","0","0","0"
"1595104","0","0","0"
"1596576","100","100","100"
"1597600","0","0","0"
"1597952","350","350","350"
"1598400","0","0","0"
"1598880","100","100","100"
"1601600","0","0","0"
"1602784","200","200","200"
"1603360","0","0","0"
"1604384","250","250","250"
"1607136","0","0","0"
"1609664","250","250","250"
"1609824","0","0","0"
"1610176","100","100","100"
"1611552","0","0","0"
"1612000","0","0","0"
"1613728","0","0","0"
"1615168","250","250","250"
"1617728","250","250","250"
"1617952","500","500","500"
"1618624","100","100","100"
"1619424","250","250","250"
"1619488","700","700","700"
"1621632","0","0","0"
"1621920","750","750","750"
"1623008","100","100","100"
"1624896","250","250","250"
"1625248","600","600","600"
"1627968","100","100","100"
"1628320","100","100","100"
"1628576","350","350","350"
"1628608","350","350","350"
"1629280","250","250","250"
"1630592","600","600","600"
"1631168","0","0","0"
"1634208","200","200","200"
"1634304","350","350","350"
"1634336","600","600","600"
"1636704","500","500","500"
"1638048","0","0","0"
"1638432","450","450","450"
"1638976","0","0","0"
"1641408","0","0","0"
"1642080","0","0","0"
"1643200","700","700","700"
"1643552","200","200","200"
"1644480","450","450","450"
"1644992","350","350","350"
"1645376","250","250","250"
"1645888","100","100","100"
"1646400","0","0","0"
"1646752","350","350","350"
"1646944","100","100","100"
"1649568","500","500","500"
"1651712","200","200","200"
"1653120","700","700","700"
"1653376","500","500","500"
"1654112","700","700","700"
"1654368","0","0","0"
"1654688","0","0","0"
"1656096","550","550","550"
"1659840","0","0","0"
"1661440","0","0","0"
"1661600","0","0","0"
"1661632","250","250","250"
"1663104","200","200","200"
"1664512","0","0","0"
"1664576","350","350","350"
"1664864","0","0","0"
"1665600","350","350","350"
"1666112","100","100","100"
"1666240","0","0","0"
"1666304","600","600","600"
"1668000","0","0","0"
"1668416","250","250","250"
"1669728","250","250","250"
"1670336","0","0","0"
"1670784","100","100","100"
"1670848","700","700","700"
"1672128","700","700","700"
"1674784","500","500","500"
"1674880","0","0","0"
"1677984","250","250","250"
"1678400","850","850","850"
"1678528","250","250","250"
"1679296","0","0","0"
"1680512","100","100","100"
"1680704","700","700","700"
"1680960","0","0","0"
"1681952","500","500","500"
"1682080","0","0","0"
"1682240","0","0","0"
"1682656","0","0","0"
"1685152","0","0","0"
"1685344","700","700","700"
"1685440","700","700","700"
"1685472","450","450","450"
"1686944","0","0","0"
"1687808","100","100","100"
"1689728","0","0","0"
"1690496","0","0","0"
"1692064","0","0","0"
"1692512","250","250","250"
"1693664","700","700","700"
"1694080","850","850","850"
"1695424","0","0","0"
"1695744","0","0","0"
"1696672","100","100","100"
"1698336","100","100","100"
"1698592","100","100","100"
"1699424","250","250","250"
"1699904","0","0","0"
"1700544","350","350","350"
"1701152","100","100","100"
"1701696","600","600","600"
"1704032","100","100","100"
"1704288","200","200","200"
"1705952","450","450","450"
"1707456","250","250","250"
"1708160","0","0","0"
"1708288","650","650","650"
"1709216","100","100","100"
"1711200","700","700","700"
"1712576","200","200","200"
"1713408","500","500","500"
"1713696","350","350","350"
"1713728","100","100","100"
"1715488","100","100","100"
"1715616","100","100","100"
"1718016","800","800","800"
"1719488","600","600","600"
"1719712","350","350","350"
"1720384","450","450","450"
"1723296","0","0","0"
"1725376","100","100","100"
"1726592","450","450","450"
"1727424","100","100","100"
"1728896","100","100","100"
"1730368","0","0","0"
"1731712","100","100","100"
"1732640","0","0","0"
"1732800","500","500","500"
